Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0004195				NP_004094.3, NP_005598.3	6183.Smp_137610.1
OG0004196				NP_057687.2	6183.Smp_145770.1, 6183.Smp_173570.1
OG0004197				NP_001164.2, NP_004482.4	6183.Smp_164580.1
OG0004198				NP_066925.1	6183.Smp_147730.1, 6183.Smp_172960.1
OG0004199				NP_116179.2, NP_116220.1	6183.Smp_076650.2
OG0004200				NP_003972.2	6183.Smp_016870.1, 6183.Smp_168220.1
OG0004201				NP_002930.2, NP_079003.2	6183.Smp_135550.1
OG0004202				NP_036289.3, NP_116264.2	6183.Smp_097020.1
OG0004203				NP_036252.1, NP_114098.1	6183.Smp_212420.1
OG0004204				NP_054728.2, NP_055306.1, NP_116071.2	
OG0004205				NP_002528.1, NP_004143.1, NP_057262.2	
OG0004206				NP_060221.2, NP_060421.3	6183.Smp_104600.1
OG0004207				NP_056214.1, NP_115728.2	6183.Smp_157320.1
OG0004208				NP_001073883.2, NP_060554.3	6183.Smp_148420.1
OG0004209				NP_002958.2, NP_055464.1	6183.Smp_143050.1
OG0004210				NP_060309.2, NP_079106.3	6183.Smp_132850.2
OG0004211				NP_004858.1, NP_068839.1, NP_112188.1	
OG0004212				NP_004633.1, NP_005842.1	6183.Smp_137960.1
OG0004213				NP_112228.1, NP_112229.1, NP_114163.1	
OG0004214				NP_114164.1, NP_114165.1, NP_149441.1	
OG0004215				NP_001074294.2, NP_114131.1	6183.Smp_063560.1
OG0004216				NP_004193.1, NP_066926.1, NP_068832.1	
OG0004217				NP_060926.2, NP_149074.3	6183.Smp_180480.1
OG0004218				NP_005666.2, NP_150282.2	6183.Smp_051070.1
OG0004219					6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1
OG0004220					6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1
OG0004221					6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1
OG0004222					6183.Smp_003300.1, 6183.Smp_090080.1, 6183.Smp_090090.1
OG0004223					6183.Smp_006860.1, 6183.Smp_045300.1, 6183.Smp_166920.1
OG0004224					6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1
OG0004225					6183.Smp_007950.1, 6183.Smp_015920.1, 6183.Smp_024650.1
OG0004226					6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1
OG0004227					6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1
OG0004228					6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1
OG0004229					6183.Smp_013630.1, 6183.Smp_016230.1, 6183.Smp_179750.1
OG0004230					6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1
OG0004231					6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1
OG0004232					6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1
OG0004233					6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1
OG0004234					6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1
OG0004235					6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1
OG0004236					6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1
OG0004237					6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3
OG0004238					6183.Smp_033010.1, 6183.Smp_096390.1, 6183.Smp_096410.2
OG0004239					6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1
OG0004240					6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1
OG0004241					6183.Smp_049850.1, 6183.Smp_148820.1, 6183.Smp_168500.1
OG0004242					6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1
OG0004243					6183.Smp_054440.1, 6183.Smp_105540.1, 6183.Smp_139470.1
OG0004244					6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1
OG0004245					6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1
OG0004246					6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1
OG0004247					6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1
OG0004248					6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1
OG0004249					6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1
OG0004250					6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1
OG0004251					6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1
OG0004252					6183.Smp_100360.1, 6183.Smp_135200.1, 6183.Smp_157500.1
OG0004253					6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1
OG0004254					6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1
OG0004255					6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1
OG0004256					6183.Smp_108050.1, 6183.Smp_116800.1, 6183.Smp_157010.1
OG0004257					6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1
OG0004258					6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1
OG0004259					6183.Smp_119320.1, 6183.Smp_133490.1, 6183.Smp_198810.1
OG0004260					6183.Smp_123840.1, 6183.Smp_123860.1, 6183.Smp_141310.1
OG0004261					6183.Smp_125510.1, 6183.Smp_129830.1, 6183.Smp_147830.1
OG0004262					6183.Smp_127860.1, 6183.Smp_129810.1, 6183.Smp_157640.1
OG0004263					6183.Smp_128710.1, 6183.Smp_149170.1, 6183.Smp_173010.1
OG0004264					6183.Smp_129530.1, 6183.Smp_131010.1, 6183.Smp_141740.1
OG0004265					6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1
OG0004266					6183.Smp_132600.1, 6183.Smp_180290.1, 6183.Smp_205990.1
OG0004267					6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1
OG0004268					6183.Smp_135560.1, 6183.Smp_164590.1, 6183.Smp_197370.1
OG0004269					6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1
OG0004270					6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1
OG0004271					6183.Smp_138460.1, 6183.Smp_144360.1, 6183.Smp_197460.1
OG0004272					6183.Smp_139090.1, 6183.Smp_201750.1, 6183.Smp_203980.1
OG0004273					6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1
OG0004274					6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1
OG0004275					6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1
OG0004276					6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1
OG0004277					6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1
OG0004278					6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2
OG0004279					6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1
OG0004280					6183.Smp_175110.1, 6183.Smp_180570.1, 6183.Smp_197600.1
OG0004281					6183.Smp_182920.1, 6183.Smp_182950.1, 6183.Smp_183550.1
OG0004282					6183.Smp_200770.1, 6183.Smp_202340.1, 6183.Smp_204940.1
OG0004283					6183.Smp_200810.1, 6183.Smp_200830.1, 6183.Smp_200860.1
OG0004284					6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1
OG0004285					6183.Smp_204490.1, 6183.Smp_204660.1, 6183.Smp_205930.1
OG0004286	NP_013386.1, NP_014823.3				
OG0004287	NP_010030.1, NP_014051.3				
OG0004288	NP_009340.1, NP_009341.2				
OG0004289	NP_010035.1, NP_012693.1				
OG0004290	NP_011357.1, NP_013349.1				
OG0004291	NP_011355.1, NP_013148.1				
OG0004292	NP_009605.1, NP_010309.3				
OG0004293	NP_009916.1, NP_014394.2				
OG0004294	NP_010057.1, NP_014202.1				
OG0004295	NP_013589.1, NP_015140.1				
OG0004296	NP_011879.1, NP_116678.1				
OG0004297	NP_012049.1, NP_015154.1				
OG0004298	NP_015208.1			NP_150286.1	
OG0004299	NP_014971.1			NP_061198.2	
OG0004300	NP_011507.1, NP_015289.1				
OG0004301	NP_010378.1, NP_011093.3				
OG0004302	NP_010016.2			NP_002430.3	
OG0004303	NP_010263.1, NP_014585.1				
OG0004304	NP_010087.1, NP_010143.1				
OG0004305	NP_010988.1, NP_116585.1				
OG0004306	NP_010426.1			NP_000279.1	
OG0004307	NP_009805.1				6183.Smp_124490.1
OG0004308	NP_015463.1			NP_004695.1	
OG0004309	NP_010413.3			NP_085058.3	
OG0004310	NP_010551.1			NP_002608.1	
OG0004311	NP_013340.1				6183.Smp_176550.1
OG0004312	NP_116696.2			NP_060533.2	
OG0004313	NP_011365.1				6183.Smp_163620.1
OG0004314	NP_010110.1				6183.Smp_128380.1
OG0004315	NP_010640.1, NP_011974.1				
OG0004316	NP_013409.1			NP_003960.1	
OG0004317	NP_011687.1				6183.Smp_005330.1
OG0004318	NP_010739.3, NP_013685.1				
OG0004319	NP_011939.2			NP_002331.3	
OG0004320	NP_012007.1, NP_014239.1				
OG0004321	NP_013210.1			NP_036226.2	
OG0004322	NP_011985.1, NP_014278.3				
OG0004323	NP_013554.3, NP_013637.1				
OG0004324	NP_011390.2			NP_005948.3	
OG0004325	NP_014874.1, NP_015185.1				
OG0004326	NP_009907.2, NP_010795.3				
OG0004327	NP_010407.1, NP_013197.1				
OG0004328	NP_010533.1, NP_015299.1				
OG0004329	NP_012593.3, NP_012723.3				
OG0004330	NP_014876.1, NP_015184.1				
OG0004331	NP_012370.1, NP_012753.2				
OG0004332	NP_011606.3, NP_015436.1				
OG0004333	NP_010015.3, NP_014445.1				
OG0004334	NP_011313.1			NP_057312.1	
OG0004335	NP_013926.1, NP_015067.1				
OG0004336	NP_012998.1, NP_014697.1				
OG0004337	NP_011871.1			NP_000777.1	
OG0004338	NP_010967.3, NP_012269.1				
OG0004339	NP_009628.1, NP_010456.1				
OG0004340	NP_012724.1			NP_000457.1	
OG0004341	NP_010164.1			NP_060345.2	
OG0004342	NP_009993.1, NP_014423.1				
OG0004343	NP_009866.1, NP_010020.1				
OG0004344	NP_014590.1			NP_001625.2	
OG0004345	NP_013975.1		NP_491118.2		
OG0004346	NP_012102.1		NP_497791.1		
OG0004347	NP_012855.1, NP_013762.1				
OG0004348	NP_009489.1			NP_004896.1	
OG0004349	NP_013157.1			NP_008849.2	
OG0004350	NP_009995.1, NP_014425.3				
OG0004351	NP_011099.1				6183.Smp_105700.1
OG0004352	NP_011787.4				6183.Smp_156920.1
OG0004353	NP_015296.1			NP_003162.2	
OG0004354	NP_014608.1		NP_494935.1		
OG0004355	NP_012452.1, NP_012944.3				
OG0004356	NP_012128.3, NP_014320.1				
OG0004357	NP_013422.2			NP_937983.2	
OG0004358	NP_013608.1, NP_013988.1				
OG0004359	NP_015454.1		NP_493254.1		
OG0004360	NP_009843.3, NP_012465.3				
OG0004361	NP_015392.1				6183.Smp_034530.1
OG0004362	NP_013073.1			NP_112202.2	
OG0004363	NP_015515.1			NP_055454.1	
OG0004364	NP_009385.2, NP_014597.1				
OG0004365	NP_010586.3, NP_011898.1				
OG0004366	NP_015117.1			NP_060734.2	
OG0004367	NP_009484.2, NP_011027.1				
OG0004368	NP_013953.1			NP_077284.2	
OG0004369	NP_011465.3			NP_612476.1	
OG0004370	NP_015060.1			NP_060036.2	
OG0004371	NP_009655.2				6183.Smp_123610.1
OG0004372	NP_011382.1, NP_015108.1				
OG0004373	NP_010987.3, NP_015331.1				
OG0004374	NP_013706.1		NP_497549.2		
OG0004375	NP_011691.1			NP_003120.2	
OG0004376	NP_011882.1			NP_000039.2	
OG0004377	NP_010543.1			NP_079136.2	
OG0004378	NP_012406.1, NP_012976.1				
OG0004379	NP_010868.1		NP_501979.3		
OG0004380	NP_009890.1, NP_010804.3				
OG0004381	NP_013601.1, NP_013998.1				
OG0004382	NP_012106.1			NP_001598.1	
OG0004383	NP_010964.3, NP_012228.1				
OG0004384	NP_013465.1, NP_014780.3				
OG0004385	NP_011106.1			NP_008999.2	
OG0004386	NP_012829.1			NP_009214.1	
OG0004387	NP_012060.1			NP_004453.3	
OG0004388	NP_015443.1		NP_506714.1		
OG0004389	NP_012798.1, NP_013894.1				
OG0004390	NP_010491.4			NP_598003.2	
OG0004391	NP_013902.1, NP_015100.2				
OG0004392	NP_012447.1			NP_000522.3	
OG0004393	NP_011259.1, NP_013231.1				
OG0004394	NP_015394.1			NP_003123.2	
OG0004395	NP_013755.1		NP_498580.2		
OG0004396	NP_013817.1	NP_609670.1			
OG0004397	NP_012016.1, NP_014226.1				
OG0004398	NP_010139.1			NP_061968.1	
OG0004399	NP_009837.1, NP_012470.1				
OG0004400	NP_009622.1, NP_010328.3				
OG0004401	NP_010235.1, NP_013479.3				
OG0004402	NP_010430.1, NP_013232.1				
OG0004403	NP_010539.1, NP_015287.1				
OG0004404	NP_012861.1, NP_013751.1				
OG0004405	NP_009773.1, NP_011459.2				
OG0004406	NP_010077.1, NP_010519.3				
OG0004407	NP_013534.3			NP_055861.3	
OG0004408	NP_013207.1				6183.Smp_143650.1
OG0004409	NP_011570.1, NP_013461.1				
OG0004410	NP_014102.1				6183.Smp_212080.1
OG0004411	NP_009731.4, NP_015220.1				
OG0004412	NP_012110.1, NP_013024.1				
OG0004413	NP_011078.3				6183.Smp_005280.1
OG0004414	NP_009444.2, NP_015357.1				
OG0004415	NP_015200.1			NP_057422.3	
OG0004416	NP_011866.1, NP_012898.1				
OG0004417	NP_011342.1		NP_496945.3		
OG0004418	NP_011937.1				6183.Smp_045760.1
OG0004419	NP_012077.1				6183.Smp_121610.2
OG0004420	NP_014358.3			NP_079543.1	
OG0004421	NP_012443.1, NP_014546.1				
OG0004422	NP_011035.1			NP_078934.3	
OG0004423	NP_014198.1				6183.Smp_072350.1
OG0004424	NP_009845.2, NP_010703.1				
OG0004425	NP_014899.1, NP_015149.1				
OG0004426	NP_014643.1				6183.Smp_131150.1
OG0004427	NP_014880.3, NP_015180.1				
OG0004428	NP_013245.1, NP_014465.1				
OG0004429	NP_012323.1, NP_015520.1				
OG0004430	NP_010170.1, NP_010713.1				
OG0004431	NP_012498.1			NP_003785.1	
OG0004432	NP_014539.1				6183.Smp_037640.1
OG0004433	NP_011010.1				6183.Smp_025260.1
OG0004434	NP_013505.4		NP_500379.1		
OG0004435	NP_013588.1, NP_014012.1				
OG0004436	NP_010099.1, NP_010151.1				
OG0004437	NP_014295.1, NP_014751.1				
OG0004438	NP_116583.2		NP_494812.2		
OG0004439	NP_015001.1			NP_004444.2	
OG0004440	NP_013892.1, NP_013893.1				
OG0004441	NP_013815.1				6183.Smp_114160.1
OG0004442	NP_010623.3			NP_054889.2	
OG0004443	NP_010394.3			NP_060761.3	
OG0004444	NP_012790.1, NP_013831.1				
OG0004445	NP_015102.1				6183.Smp_196150.1
OG0004446	NP_013839.1			NP_004035.2	
OG0004447	NP_009594.1, NP_014207.2				
OG0004448	NP_014199.1				6183.Smp_142640.1
OG0004449	NP_014675.1, NP_014989.3				
OG0004450	NP_009982.1			NP_060741.3	
OG0004451	NP_013089.1, NP_013120.1				
OG0004452	NP_010876.2			NP_067027.1	
OG0004453	NP_013903.1				6183.Smp_008370.1
OG0004454	NP_009983.1			NP_037368.1	
OG0004455	NP_010353.3			NP_060515.3	
OG0004456	NP_013383.1				6183.Smp_079810.1
OG0004457	NP_011873.1				6183.Smp_123440.1
OG0004458	NP_012325.1			NP_000309.2	
OG0004459	NP_011535.1			NP_057444.2	
OG0004460	NP_013018.3			NP_004732.2	
OG0004461	NP_602317.3			NP_055113.3	
OG0004462	NP_014769.3				6183.Smp_162380.1
OG0004463	NP_011523.3, NP_013730.1				
OG0004464	NP_009540.2				6183.Smp_167310.1
OG0004465	NP_012467.1		NP_493371.1		
OG0004466	NP_010954.1, NP_011291.1				
OG0004467	NP_014354.2			NP_006414.2	
OG0004468	NP_011550.3				6183.Smp_048270.2
OG0004469	NP_014856.1, NP_015196.1				
OG0004470	NP_014648.1				6183.Smp_042650.1
OG0004471	NP_010848.2, NP_015519.1				
OG0004472	NP_010482.3			NP_079095.3	
OG0004473	NP_013160.1			NP_056338.2	
OG0004474	NP_010062.1			NP_543010.3	
OG0004475	NP_009626.1				6183.Smp_045430.3
OG0004476	NP_009353.1				6183.Smp_012050.1
OG0004477	NP_011750.1			NP_067080.1	
OG0004478	NP_009865.2, NP_009967.2				
OG0004479	NP_009527.1			NP_067000.1	
OG0004480	NP_010962.1			NP_009107.1	
OG0004481	NP_010936.1, NP_011011.3				
OG0004482	NP_013082.1		NP_492719.1		
OG0004483	NP_012870.1			NP_057483.1	
OG0004484	NP_011699.1	NP_476985.1			
OG0004485	NP_013705.1			NP_004882.1	
OG0004486	NP_009935.1			NP_061158.1	
OG0004487	NP_009449.1, NP_015355.1				
OG0004488	NP_012451.1, NP_012946.3				
OG0004489	NP_012453.1, NP_012943.1				
OG0004490	NP_015295.1				6183.Smp_181480.1
OG0004491	NP_015222.1		NP_500408.1		
OG0004492	NP_012299.1, NP_012905.1				
OG0004493	NP_011258.2		NP_496764.1		
OG0004494	NP_011983.1, NP_014283.3				
OG0004495	NP_010680.1			NP_003590.1	
OG0004496	NP_013375.1, NP_014821.3				
OG0004497	NP_012808.1		NP_495687.1		
OG0004498	NP_011478.3		NP_499876.1		
OG0004499	NP_012155.1, NP_014346.1				
OG0004500	NP_014242.1, NP_036194.1				
OG0004501	NP_010799.3			NP_064571.1	
OG0004502	NP_015141.1				6183.Smp_091170.1
OG0004503	NP_015351.1			NP_079368.3	
OG0004504	NP_009405.1			NP_076980.2	
OG0004505	NP_012051.3	NP_611783.1			
OG0004506	NP_011449.1			NP_000324.1	
OG0004507	NP_013680.2			NP_602296.2	
OG0004508	NP_012607.1			NP_009100.2	
OG0004509	NP_013929.1			NP_005857.1	
OG0004510	NP_010356.1			NP_001079.1	
OG0004511	NP_012295.1			NP_060906.3	
OG0004512	NP_010313.3			NP_000073.1	
OG0004513	NP_011996.2				6183.Smp_095810.1
OG0004514	NP_014639.1				6183.Smp_171160.1
OG0004515	NP_012676.3				6183.Smp_159190.1
OG0004516	NP_010125.1			NP_079184.2	
OG0004517	NP_011359.1			NP_006706.2	
OG0004518	NP_010106.1, NP_012186.1				
OG0004519	NP_010909.1, NP_012047.1				
OG0004520	NP_015404.1			NP_000867.3	
OG0004521	NP_013980.1, NP_015059.1				
OG0004522	NP_010686.1		NP_503519.2		
OG0004523	NP_012650.1, NP_015439.1				
OG0004524	NP_012624.1, NP_015367.1				
OG0004525	NP_010400.1			NP_076426.1	
OG0004526	NP_011984.1			NP_077276.2	
OG0004527	NP_009998.2, NP_014428.1				
OG0004528	NP_010793.2, NP_013278.1				
OG0004529	NP_012530.1				6183.Smp_038410.1
OG0004530	NP_011920.1, NP_011922.1				
OG0004531	NP_010531.1, NP_012352.2				
OG0004532	NP_219496.2			NP_057181.1	
OG0004533		NP_573239.1		NP_060962.2	
OG0004534		NP_609860.2		NP_002929.1	
OG0004535		NP_608544.1		NP_060850.2	
OG0004536		NP_523782.1		NP_055130.1	
OG0004537		NP_608833.1			6183.Smp_082820.1
OG0004538		NP_477146.1		NP_001476.2	
OG0004539		NP_611715.3			6183.Smp_105340.1
OG0004540		NP_608823.2			6183.Smp_212560.1
OG0004541		NP_611837.1		NP_003593.3	
OG0004542		NP_477499.1			6183.Smp_132260.1
OG0004543		NP_523926.1		NP_060389.2	
OG0004544		NP_524041.2	NP_496116.1		
OG0004545		NP_525002.1		NP_006397.1	
OG0004546		NP_610524.1		NP_005629.1	
OG0004547		NP_524130.1, NP_610977.1			
OG0004548		NP_523529.1		NP_004720.1	
OG0004549		NP_476971.1		NP_057207.2	
OG0004550		NP_610535.1		NP_060569.3	
OG0004551		NP_609671.1			6183.Smp_039080.1
OG0004552		NP_610055.1		NP_005266.2	
OG0004553		NP_477265.1		NP_055324.2	
OG0004554		NP_609495.1		NP_116257.2	
OG0004555		NP_476740.1		NP_005423.1	
OG0004556		NP_524579.1, NP_524581.1			
OG0004557		NP_610530.1, NP_610639.1			
OG0004558		NP_523812.1		NP_036290.1	
OG0004559		NP_610044.2	NP_509933.2		
OG0004560		NP_610930.1		NP_078813.1	
OG0004561		NP_609464.1, NP_610944.1			
OG0004562		NP_609742.1, NP_610500.2			
OG0004563		NP_610730.1			6183.Smp_000700.1
OG0004564		NP_609607.1		NP_115543.3	
OG0004565		NP_572557.1		NP_056480.1	
OG0004566		NP_609685.1			6183.Smp_169530.1
OG0004567		NP_611029.3			6183.Smp_207030.1
OG0004568		NP_477454.1			6183.Smp_197180.1
OG0004569		NP_610760.1			6183.Smp_050890.1
OG0004570		NP_524302.1		NP_003584.2	
OG0004571		NP_608608.2	NP_510490.1		
OG0004572		NP_570071.3		NP_064706.1	
OG0004573		NP_542438.1		NP_079110.1	
OG0004574		NP_609110.1	NP_502405.1		
OG0004575		NP_608436.4		NP_057202.4	
OG0004576		NP_610227.2		NP_060263.2	
OG0004577		NP_608875.1		NP_000266.2	
OG0004578		NP_523760.1		NP_061917.3	
OG0004579		NP_611096.1		NP_004647.1	
OG0004580		NP_611050.1			6183.Smp_073950.1
OG0004581		NP_573302.1		NP_005422.1	
OG0004582		NP_523572.1		NP_056455.3	
OG0004583		NP_573173.2		NP_001879.1	
OG0004584		NP_610026.1	NP_493036.1		
OG0004585		NP_610143.3		NP_079428.2	
OG0004586		NP_610591.1		NP_004613.1	
OG0004587		NP_608333.1, NP_608336.1			
OG0004588		NP_611933.1		NP_003787.2	
OG0004589		NP_524113.1		NP_004844.1	
OG0004590		NP_572332.1		NP_055227.1	
OG0004591		NP_611839.1			6183.Smp_140290.1
OG0004592		NP_608772.3			6183.Smp_181100.1
OG0004593		NP_572171.1		NP_055706.1	
OG0004594		NP_610629.1		NP_002481.3	
OG0004595		NP_524325.1		NP_066285.1	
OG0004596		NP_609019.1, NP_609022.1			
OG0004597		NP_569970.2		NP_065103.1	
OG0004598		NP_610963.1	NP_496596.3		
OG0004599		NP_610547.1		NP_055070.1	
OG0004600		NP_609353.1		NP_055563.1	
OG0004601		NP_573142.1	NP_497202.2		
OG0004602		NP_610931.1			6183.Smp_065240.1
OG0004603		NP_608380.1			6183.Smp_033660.1
OG0004604		NP_609973.1	NP_491336.2		
OG0004605		NP_523502.1		NP_005421.1	
OG0004606		NP_608684.1	NP_498462.3		
OG0004607		NP_573257.1		NP_057582.2	
OG0004608		NP_611243.1		NP_001203.1	
OG0004609		NP_524376.2	NP_508725.1		
OG0004610		NP_572389.1		NP_005139.1	
OG0004611		NP_477403.1		NP_006685.1	
OG0004612		NP_523440.1			6183.Smp_085780.1
OG0004613		NP_610316.3		NP_060110.4	
OG0004614		NP_610048.2		NP_037386.1	
OG0004615		NP_608528.1		NP_056973.2	
OG0004616		NP_572491.1, NP_610208.1			
OG0004617		NP_524112.1		NP_000335.1	
OG0004618		NP_524169.1		NP_066288.2	
OG0004619		NP_523397.1		NP_612639.2	
OG0004620		NP_572292.1		NP_057731.1	
OG0004621		NP_611388.1		NP_005793.2	
OG0004622		NP_572775.1		NP_004674.1	
OG0004623		NP_570025.1		NP_115580.2	
OG0004624		NP_569860.3		NP_071353.4	
OG0004625		NP_477319.1		NP_055136.1	
OG0004626		NP_477377.1	NP_493580.1		
OG0004627		NP_523581.1		NP_037451.1	
OG0004628		NP_476951.1		NP_057673.2	
OG0004629		NP_608329.1			6183.Smp_074770.1
OG0004630		NP_523620.1			6183.Smp_046930.1
OG0004631		NP_477194.1		NP_001676.2	
OG0004632			NP_494127.2, NP_494128.3		
OG0004633			NP_509954.1, NP_509956.2		
OG0004634			NP_493711.2, NP_493712.1		
OG0004635			NP_510828.1, NP_510829.2		
OG0004636			NP_498787.3, NP_499140.1		
OG0004637			NP_502751.1	NP_004046.2	
OG0004638			NP_493052.3, NP_500081.2		
OG0004639			NP_509557.1	NP_031379.2	
OG0004640			NP_495854.1	NP_055814.1	
OG0004641			NP_507083.1, NP_507084.1		
OG0004642			NP_495808.2	NP_008879.3	
OG0004643			NP_500943.1	NP_003492.2	
OG0004644			NP_491942.1, NP_498885.1		
OG0004645			NP_510789.1	NP_000007.1	
OG0004646			NP_493832.1	NP_055199.1	
OG0004647			NP_490856.1	NP_004990.3	
OG0004648			NP_490680.1, NP_492594.2		
OG0004649			NP_504328.1, NP_505083.1		
OG0004650			NP_495884.3	NP_478144.1	
OG0004651			NP_509820.1	NP_002099.1	
OG0004652			NP_501018.1	NP_055129.2	
OG0004653			NP_496276.1, NP_496754.2		
OG0004654			NP_496117.1, NP_496167.1		
OG0004655			NP_501356.2, NP_502500.3		
OG0004656			NP_501992.2, NP_502041.1		
OG0004657			NP_500563.2, NP_506632.2		
OG0004658			NP_501125.1, NP_506574.3		
OG0004659			NP_499527.1, NP_499528.1		
OG0004660			NP_502650.1, NP_504432.3		
OG0004661			NP_510264.1, NP_510265.1		
OG0004662			NP_490735.3, NP_505105.2		
OG0004663			NP_492343.2		6183.Smp_209050.1
OG0004664			NP_493587.1	NP_060769.5	
OG0004665			NP_492839.4, NP_510491.2		
OG0004666			NP_491201.3, NP_501497.2		
OG0004667			NP_492149.1	NP_000047.1	
OG0004668			NP_508565.3, NP_508570.4		
OG0004669			NP_496679.3		6183.Smp_094190.1
OG0004670			NP_498178.3		6183.Smp_009800.1
OG0004671			NP_499294.1	NP_060871.1	
OG0004672			NP_496095.1	NP_004194.3	
OG0004673			NP_491676.2	NP_000165.1	
OG0004674			NP_501271.1	NP_066024.1	
OG0004675			NP_493209.1	NP_079091.3	
OG0004676			NP_500338.2, NP_506221.3		
OG0004677			NP_492367.1, NP_492689.1		
OG0004678			NP_491474.1, NP_492668.2		
OG0004679			NP_495761.2, NP_502496.3		
OG0004680			NP_508783.2, NP_508784.1		
OG0004681			NP_497539.3	NP_003611.1	
OG0004682			NP_495944.1		6183.Smp_083450.1
OG0004683			NP_495400.2	NP_115740.5	
OG0004684			NP_505812.1	NP_115679.2	
OG0004685			NP_501908.2		6183.Smp_038840.1
OG0004686			NP_492305.2	NP_037520.1	
OG0004687			NP_495736.1, NP_495789.1		
OG0004688			NP_492194.1, NP_502058.3		
OG0004689			NP_501277.1, NP_502243.1		
OG0004690			NP_491269.1, NP_491316.1		
OG0004691			NP_491382.2	NP_009149.2	
OG0004692			NP_495261.1	NP_057411.1	
OG0004693			NP_499401.1	NP_001980.1	
OG0004694			NP_495887.1, NP_498790.1		
OG0004695			NP_495855.1	NP_006338.1	
OG0004696			NP_493378.1		6183.Smp_133820.1
OG0004697			NP_506351.3	NP_003935.2	
OG0004698			NP_497420.1	NP_068750.2	
OG0004699			NP_498283.1	NP_060101.3	
OG0004700			NP_494921.1, NP_496914.1		
OG0004701			NP_508915.3, NP_508916.3		
OG0004702			NP_506660.2, NP_507101.1		
OG0004703			NP_503400.1, NP_503401.3		
OG0004704			NP_510276.1	NP_057506.2	
OG0004705			NP_492571.1, NP_492573.1		
OG0004706			NP_497105.3, NP_500831.2		
OG0004707			NP_501937.1		6183.Smp_064250.1
OG0004708			NP_492499.1	NP_588609.1	
OG0004709			NP_505949.1, NP_506362.1		
