Orthogroup	kog_elegans_pos_go	protein_mansoni
OG0002860	NP_501344.1	6183.Smp_123165.1
OG0002861	NP_509874.1	6183.Smp_069810.1
OG0002862	NP_496289.2	6183.Smp_210960.1
OG0002863	NP_506393.1	6183.Smp_162920.1
OG0002864	NP_502268.2	6183.Smp_192000.1
OG0002865	NP_501798.1	6183.Smp_159870.1
OG0002866	NP_501822.1	6183.Smp_145140.1
OG0002867	NP_493668.1	6183.Smp_196930.1
OG0002868	NP_498476.1	6183.Smp_104630.1
OG0002869	NP_499164.1	6183.Smp_210290.1
OG0002870	NP_506712.4	6183.Smp_019900.1
OG0002871	NP_509871.2	6183.Smp_075450.1
OG0002872	NP_492376.1	6183.Smp_132210.1
OG0002873	NP_496280.1	6183.Smp_210450.1
OG0002874	NP_506683.2	6183.Smp_159340.1
OG0002875	NP_496320.4	6183.Smp_137390.1
OG0002876	NP_495708.1	6183.Smp_011710.1
OG0002877	NP_508879.4	6183.Smp_088940.1
OG0002878	NP_500631.1	6183.Smp_015880.1
OG0002879	NP_509040.2	6183.Smp_173120.1
OG0002880	NP_496163.2, NP_509517.2	
OG0002881	NP_498286.1	6183.Smp_062630.1
OG0002882	NP_495496.2	6183.Smp_035500.1
OG0002883	NP_499696.2	6183.Smp_037290.1
OG0002884	NP_497940.2	6183.Smp_000950.1
OG0002885	NP_490666.2	6183.Smp_090820.1
OG0002886	NP_503731.1	6183.Smp_160950.1
OG0002887	NP_498156.1	6183.Smp_035090.2
OG0002888	NP_492469.1	6183.Smp_050110.1
OG0002889	NP_501285.1	6183.Smp_026460.1
OG0002890	NP_499001.1	6183.Smp_000470.1
OG0002891	NP_492129.2, NP_510156.2	
OG0002892	NP_501615.1, NP_505176.2	
OG0002893	NP_495445.2	6183.Smp_102450.1
OG0002894	NP_495009.1	6183.Smp_141970.1
OG0002895	NP_491172.2	6183.Smp_007500.1
OG0002896	NP_508880.2	6183.Smp_001940.1
OG0002897	NP_510864.1, NP_510865.1	
OG0002898	NP_504694.1	6183.Smp_172440.1
OG0002899	NP_499801.1	6183.Smp_210930.1
OG0002900	NP_496403.1	6183.Smp_022320.2
OG0002901	NP_508970.1	6183.Smp_174450.1
OG0002902	NP_510720.1	6183.Smp_162140.1
OG0002903	NP_499684.1	6183.Smp_092810.1
OG0002904	NP_492752.1	6183.Smp_058150.1
OG0002905	NP_509976.1	6183.Smp_169300.1
OG0002906	NP_509239.1	6183.Smp_059670.1
OG0002907	NP_492025.1	6183.Smp_010260.1
OG0002908	NP_498223.2	6183.Smp_102960.1
OG0002909	NP_498632.1	6183.Smp_207000.1
OG0002910	NP_495800.1	6183.Smp_131860.1
OG0002911	NP_499760.1	6183.Smp_086210.1
OG0002912	NP_508203.1	6183.Smp_011740.1
OG0002913	NP_500186.1	6183.Smp_076860.1
OG0002914	NP_510258.2	6183.Smp_194240.1
OG0002915	NP_502972.2	6183.Smp_029750.1
OG0002916	NP_506179.2	6183.Smp_024030.1
OG0002917	NP_492675.1	6183.Smp_141820.3
OG0002918	NP_495490.1	6183.Smp_151190.1
OG0002919	NP_498147.1	6183.Smp_046160.1
OG0002920	NP_491116.2	6183.Smp_133850.1
OG0002921	NP_497587.1	6183.Smp_061570.1
OG0002922	NP_502315.1	6183.Smp_000630.1
OG0002923	NP_502279.1	6183.Smp_122970.1
OG0002924	NP_491837.2	6183.Smp_168620.1
OG0002925	NP_498474.1	6183.Smp_103010.1
OG0002926	NP_495406.1	6183.Smp_098340.1
OG0002927	NP_504475.1	6183.Smp_052710.1
OG0002928	NP_498128.1	6183.Smp_180060.1
OG0002929	NP_508168.1	6183.Smp_165750.1
OG0002930	NP_505966.1, NP_505967.1	
OG0002931	NP_493627.1	6183.Smp_100380.1
OG0002932	NP_491982.2	6183.Smp_016670.1
OG0002933	NP_493394.1	6183.Smp_128610.1
OG0002934	NP_499681.1	6183.Smp_148800.1
OG0002935	NP_507808.1	6183.Smp_154330.1
OG0002936	NP_500032.1	6183.Smp_066620.1
OG0002937	NP_492063.1	6183.Smp_143780.1
OG0002938	NP_510484.1	6183.Smp_088240.1
OG0002939	NP_493719.3, NP_496228.1	
OG0002940	NP_490837.2	6183.Smp_019040.1
OG0002941	NP_496152.1	6183.Smp_140480.1
OG0002942	NP_493553.1	6183.Smp_029230.1
OG0002943	NP_498287.1	6183.Smp_136770.1
OG0002944	NP_496804.2	6183.Smp_010400.1
OG0002945	NP_496369.1	6183.Smp_037910.1
OG0002946	NP_494764.1	6183.Smp_030290.1
OG0002947	NP_497227.1	6183.Smp_062550.1
OG0002948	NP_501505.1	6183.Smp_039980.1
OG0002949	NP_505061.1	6183.Smp_128300.1
OG0002950	NP_509511.1	6183.Smp_158660.1
OG0002951	NP_506058.1	6183.Smp_098740.1
OG0002952	NP_493741.1	6183.Smp_030920.1
OG0002953	NP_492797.1	6183.Smp_004820.1
OG0002954	NP_495943.1	6183.Smp_056780.1
OG0002955	NP_496838.1, NP_508996.1	
OG0002956	NP_501583.1	6183.Smp_039970.1
OG0002957	NP_497205.1	6183.Smp_198680.1
OG0002958	NP_500273.2	6183.Smp_042400.1
OG0002959	NP_505769.2	6183.Smp_160460.1
OG0002960	NP_500901.2	6183.Smp_139110.1
OG0002961	NP_508020.1	6183.Smp_073270.1
OG0002962	NP_495015.1	6183.Smp_138760.1
OG0002963	NP_502304.2	6183.Smp_062260.2
OG0002964	NP_502350.1	6183.Smp_207070.1
OG0002965	NP_493316.1, NP_493317.1	
OG0002966	NP_492677.1	6183.Smp_041480.2
OG0002967	NP_491411.1	6183.Smp_164650.1
OG0002968	NP_497731.1	6183.Smp_139200.1
OG0002969	NP_499064.2, NP_500930.1	
OG0002970	NP_491936.3	6183.Smp_103740.1
OG0002971	NP_509362.1	6183.Smp_147650.1
OG0002972	NP_493390.1, NP_507239.2	
OG0002973	NP_510437.2	6183.Smp_132540.1
OG0002974	NP_502530.1	6183.Smp_157070.1
OG0002975	NP_493346.1	6183.Smp_128420.1
OG0002976	NP_499481.2	6183.Smp_030030.1
OG0002977	NP_491372.1	6183.Smp_054070.1
OG0002978	NP_509778.2	6183.Smp_128790.1
OG0002979	NP_497178.1	6183.Smp_132300.1
OG0002980	NP_496324.1	6183.Smp_000890.1
OG0002981	NP_509947.1	6183.Smp_049330.1
OG0002982	NP_497982.2, NP_498182.2	
OG0002983	NP_493191.1, NP_493481.2	
OG0002984	NP_503499.2, NP_503500.2	
OG0002985	NP_490860.1	6183.Smp_210860.1
OG0002986	NP_500281.1	6183.Smp_152190.1
OG0002987	NP_510673.1	6183.Smp_018360.1
OG0002988	NP_492671.1	6183.Smp_129950.1
OG0002989	NP_492583.1	6183.Smp_085530.1
OG0002990	NP_509054.1	6183.Smp_133180.2
OG0002991	NP_501910.1	6183.Smp_052140.1
OG0002992	NP_495478.1	6183.Smp_101370.1
OG0002993	NP_491304.1	6183.Smp_076040.3
OG0002994	NP_492478.2	6183.Smp_168130.1
OG0002995	NP_491494.2	6183.Smp_166420.1
OG0002996	NP_490730.2	6183.Smp_052350.1
OG0002997	NP_504839.1	6183.Smp_163880.1
OG0002998	NP_491766.2	6183.Smp_127380.1
OG0002999	NP_492440.1	6183.Smp_169140.1
OG0003000	NP_501915.2	6183.Smp_158310.1
OG0003001	NP_491406.2	6183.Smp_020060.1
OG0003002	NP_497264.2	6183.Smp_143240.1
OG0003003	NP_510660.1	6183.Smp_154600.1
OG0003004	NP_496962.1, NP_496963.1	
OG0003005	NP_500975.2	6183.Smp_035160.1
OG0003006	NP_496368.1	6183.Smp_146320.1
OG0003007	NP_498703.2	6183.Smp_024500.1
OG0003008	NP_493572.2	6183.Smp_139220.1
OG0003009	NP_499392.1	6183.Smp_137040.1
OG0003010	NP_505461.1	6183.Smp_003130.1
OG0003011	NP_500970.2, NP_505659.1	
OG0003012	NP_495033.2	6183.Smp_126350.1
OG0003013	NP_506605.2, NP_506607.2	
OG0003014	NP_499784.2, NP_499785.2	
OG0003015	NP_491322.2	6183.Smp_096320.1
OG0003016	NP_509306.2	6183.Smp_210650.1
OG0003017	NP_496539.2	6183.Smp_012150.1
OG0003018	NP_499686.2	6183.Smp_210390.1
OG0003019	NP_501258.1	6183.Smp_068580.1
OG0003020	NP_499493.1	6183.Smp_017660.1
OG0003021	NP_491531.2	6183.Smp_083540.1
OG0003022	NP_500789.1, NP_502445.1	
OG0003023	NP_509635.2	6183.Smp_163920.1
OG0003024	NP_505776.1, NP_505777.1	
OG0003025	NP_492190.2	6183.Smp_130740.1
OG0003026	NP_500198.1	6183.Smp_074700.1
OG0003027	NP_496154.1	6183.Smp_194940.1
OG0003028	NP_499492.1	6183.Smp_042060.1
OG0003029	NP_493581.1	6183.Smp_127660.1
OG0003030	NP_492778.1	6183.Smp_054450.1
OG0003031	NP_499334.2	6183.Smp_064600.1
OG0003032	NP_510487.1	6183.Smp_032790.1
OG0003033	NP_491159.3	6183.Smp_124930.1
OG0003034	NP_498909.1	6183.Smp_123950.1
OG0003035	NP_499776.1	6183.Smp_148920.1
OG0003036	NP_505017.1	6183.Smp_180810.1
OG0003037	NP_497347.3	6183.Smp_070110.1
OG0003038	NP_497419.1, NP_497920.3	
OG0003039	NP_492277.1	6183.Smp_020120.1
OG0003040	NP_495593.2	6183.Smp_059910.3
OG0003041	NP_491386.2	6183.Smp_026670.1
OG0003042	NP_495591.2	6183.Smp_156860.1
OG0003043	NP_499930.2	6183.Smp_130490.1
OG0003044	NP_501284.1	6183.Smp_045930.1
OG0003045	NP_496416.1	6183.Smp_159910.1
OG0003046	NP_498273.1	6183.Smp_061580.2
OG0003047	NP_501149.1, NP_502605.2	
OG0003048	NP_495907.1	6183.Smp_048830.1
OG0003049	NP_497456.2	6183.Smp_013050.1
OG0003050	NP_491522.1	6183.Smp_196030.1
OG0003051	NP_508402.1	6183.Smp_152010.1
OG0003052	NP_499234.2	6183.Smp_176530.1
OG0003053	NP_491972.1	6183.Smp_102820.1
OG0003054	NP_006958.1	6183.Smp_900070.1
OG0003055	NP_006959.1	6183.Smp_900060.1
OG0003056	NP_006964.1	6183.Smp_900050.1
OG0003057	NP_496193.1	6183.Smp_163260.1
OG0003058	NP_497624.3	6183.Smp_022540.1
OG0003059	NP_509921.1	6183.Smp_083380.1
OG0003060	NP_492248.1	6183.Smp_086910.1
OG0003061	NP_492097.1	6183.Smp_068990.1
OG0003062	NP_498692.2	6183.Smp_095680.1
OG0003063	NP_508959.1, NP_510255.1	
OG0003064	NP_493726.2, NP_493727.2	
OG0003065	NP_504696.1, NP_506482.1	
OG0003066	NP_495839.2	6183.Smp_044260.1
OG0003067	NP_504628.2, NP_506472.1	
OG0003068	NP_495641.1, NP_495642.3	
OG0003069	NP_496564.2	6183.Smp_011960.1
OG0003070	NP_501634.1	6183.Smp_169920.1
OG0003071	NP_006962.1	6183.Smp_900010.1
OG0003072	NP_006961.1	6183.Smp_900000.1
OG0003073	NP_006955.1	6183.Smp_900110.1
OG0003074	NP_492355.1	6183.Smp_036390.1
OG0003075	NP_498983.1	6183.Smp_210170.1
OG0003076	NP_497550.1	6183.Smp_102490.1
OG0003077	NP_510744.1	6183.Smp_166050.1
OG0003078	NP_507807.1	6183.Smp_083970.1
OG0003079	NP_508799.1	6183.Smp_149880.1
OG0003080	NP_006960.1	6183.Smp_900090.1
OG0003081	NP_492550.3	6183.Smp_074260.1
OG0003082		6183.Smp_000020.1, 6183.Smp_210490.1
OG0003083		6183.Smp_000040.1, 6183.Smp_139760.1
OG0003084		6183.Smp_000170.1, 6183.Smp_153320.1
OG0003085		6183.Smp_000230.1, 6183.Smp_135600.1
OG0003086		6183.Smp_000290.1, 6183.Smp_077900.1
OG0003087		6183.Smp_000370.1, 6183.Smp_192220.1
OG0003088		6183.Smp_000380.1, 6183.Smp_028850.1
OG0003089		6183.Smp_000500.2, 6183.Smp_177100.1
OG0003090		6183.Smp_000670.1, 6183.Smp_123030.1
OG0003091		6183.Smp_000790.1, 6183.Smp_138170.1
OG0003092		6183.Smp_002390.1, 6183.Smp_095460.1
OG0003093		6183.Smp_002870.1, 6183.Smp_179060.1
OG0003094		6183.Smp_004020.1, 6183.Smp_024490.1
OG0003095		6183.Smp_004040.1, 6183.Smp_066720.1
OG0003096		6183.Smp_004200.1, 6183.Smp_152220.1
OG0003097		6183.Smp_004590.1, 6183.Smp_140990.1
OG0003098		6183.Smp_004690.1, 6183.Smp_148290.1
OG0003099		6183.Smp_005330.1, 6183.Smp_040770.1
OG0003100		6183.Smp_005790.1, 6183.Smp_132750.1
OG0003101		6183.Smp_006250.2, 6183.Smp_159100.1
OG0003102		6183.Smp_006720.2, 6183.Smp_055870.1
OG0003103		6183.Smp_006810.1, 6183.Smp_174610.1
OG0003104		6183.Smp_008190.1, 6183.Smp_144620.1
OG0003105		6183.Smp_008910.1, 6183.Smp_156850.1
OG0003106		6183.Smp_009020.1, 6183.Smp_135380.1
OG0003107		6183.Smp_009310.1, 6183.Smp_046780.1
OG0003108		6183.Smp_009580.1, 6183.Smp_046690.1
OG0003109		6183.Smp_010250.1, 6183.Smp_162970.1
OG0003110		6183.Smp_010690.1, 6183.Smp_127830.1
OG0003111		6183.Smp_012000.1, 6183.Smp_101990.1
OG0003112		6183.Smp_012440.1, 6183.Smp_105410.1
OG0003113		6183.Smp_013540.1, 6183.Smp_050270.1
OG0003114		6183.Smp_014420.1, 6183.Smp_129980.1
OG0003115		6183.Smp_014570.1, 6183.Smp_130100.1
OG0003116		6183.Smp_014680.1, 6183.Smp_132970.1
OG0003117		6183.Smp_015030.1, 6183.Smp_015050.1
OG0003118		6183.Smp_015490.1, 6183.Smp_120900.1
OG0003119		6183.Smp_015850.3, 6183.Smp_031920.5
OG0003120		6183.Smp_016200.3, 6183.Smp_033970.1
OG0003121		6183.Smp_016540.1, 6183.Smp_143380.1
OG0003122		6183.Smp_017420.1, 6183.Smp_134110.1
OG0003123		6183.Smp_017430.1, 6183.Smp_075720.1
OG0003124		6183.Smp_017810.1, 6183.Smp_167860.1
OG0003125		6183.Smp_017880.1, 6183.Smp_051080.1
OG0003126		6183.Smp_018160.1, 6183.Smp_077120.1
OG0003127		6183.Smp_018290.1, 6183.Smp_165210.1
OG0003128		6183.Smp_018880.1, 6183.Smp_019000.1
OG0003129		6183.Smp_019210.1, 6183.Smp_130060.1
OG0003130		6183.Smp_019350.1, 6183.Smp_105220.1
OG0003131		6183.Smp_019490.1, 6183.Smp_099690.1
OG0003132		6183.Smp_019810.1, 6183.Smp_133000.1
OG0003133		6183.Smp_019840.2, 6183.Smp_148660.1
OG0003134		6183.Smp_019990.1, 6183.Smp_060700.1
OG0003135		6183.Smp_020660.1, 6183.Smp_143950.1
OG0003136		6183.Smp_020920.1, 6183.Smp_104730.1
OG0003137		6183.Smp_021460.1, 6183.Smp_133770.1
OG0003138		6183.Smp_021920.3, 6183.Smp_035210.1
OG0003139		6183.Smp_022130.1, 6183.Smp_165700.2
OG0003140		6183.Smp_023010.1, 6183.Smp_134510.1
OG0003141		6183.Smp_023240.1, 6183.Smp_105050.1
OG0003142		6183.Smp_023990.1, 6183.Smp_164190.1
OG0003143		6183.Smp_026450.2, 6183.Smp_084180.1
OG0003144		6183.Smp_026830.1, 6183.Smp_145630.1
OG0003145		6183.Smp_027430.1, 6183.Smp_045960.1
OG0003146		6183.Smp_028130.1, 6183.Smp_078910.1
OG0003147		6183.Smp_028690.1, 6183.Smp_131890.1
OG0003148		6183.Smp_028800.1, 6183.Smp_137690.1
OG0003149		6183.Smp_028870.1, 6183.Smp_137700.1
OG0003150		6183.Smp_029470.1, 6183.Smp_029500.1
OG0003151		6183.Smp_030110.1, 6183.Smp_049910.1
OG0003152		6183.Smp_030830.2, 6183.Smp_037700.1
OG0003153		6183.Smp_031040.2, 6183.Smp_068090.1
OG0003154		6183.Smp_031390.1, 6183.Smp_139140.1
OG0003155		6183.Smp_031560.1, 6183.Smp_165260.1
OG0003156		6183.Smp_031880.1, 6183.Smp_043990.1
OG0003157		6183.Smp_032000.1, 6183.Smp_141270.1
OG0003158		6183.Smp_032120.1, 6183.Smp_139580.1
OG0003159		6183.Smp_032470.1, 6183.Smp_084950.1
OG0003160		6183.Smp_032690.1, 6183.Smp_032710.1
OG0003161		6183.Smp_033250.1, 6183.Smp_078720.1
OG0003162		6183.Smp_033330.1, 6183.Smp_170030.1
OG0003163		6183.Smp_033700.1, 6183.Smp_125890.1
OG0003164		6183.Smp_033930.1, 6183.Smp_190970.1
OG0003165		6183.Smp_035870.1, 6183.Smp_121190.1
OG0003166		6183.Smp_036090.1, 6183.Smp_141620.1
OG0003167		6183.Smp_036500.1, 6183.Smp_212440.1
OG0003168		6183.Smp_036720.1, 6183.Smp_141940.1
OG0003169		6183.Smp_038730.5, 6183.Smp_182770.1
OG0003170		6183.Smp_039010.1, 6183.Smp_149030.1
OG0003171		6183.Smp_039300.1, 6183.Smp_098550.1
OG0003172		6183.Smp_040270.1, 6183.Smp_132760.1
OG0003173		6183.Smp_040350.1, 6183.Smp_170910.1
OG0003174		6183.Smp_040460.1, 6183.Smp_140120.1
OG0003175		6183.Smp_041750.1, 6183.Smp_105690.1
OG0003176		6183.Smp_042390.1, 6183.Smp_178890.1
OG0003177		6183.Smp_042700.1, 6183.Smp_198170.1
OG0003178		6183.Smp_043420.1, 6183.Smp_154100.1
OG0003179		6183.Smp_043610.1, 6183.Smp_052750.1
OG0003180		6183.Smp_043860.1, 6183.Smp_147190.1
OG0003181		6183.Smp_045330.1, 6183.Smp_145440.1
OG0003182		6183.Smp_045950.2, 6183.Smp_050920.1
OG0003183		6183.Smp_047330.1, 6183.Smp_147540.1
OG0003184		6183.Smp_047570.1, 6183.Smp_197890.1
OG0003185		6183.Smp_047870.1, 6183.Smp_128670.1
OG0003186		6183.Smp_048040.1, 6183.Smp_096520.1
OG0003187		6183.Smp_048380.1, 6183.Smp_146050.1
OG0003188		6183.Smp_048560.1, 6183.Smp_143130.1
OG0003189		6183.Smp_049170.1, 6183.Smp_090150.2
OG0003190		6183.Smp_049400.1, 6183.Smp_148600.1
OG0003191		6183.Smp_049510.1, 6183.Smp_062970.1
OG0003192		6183.Smp_049630.1, 6183.Smp_154450.1
OG0003193		6183.Smp_051230.1, 6183.Smp_051300.1
OG0003194		6183.Smp_051670.1, 6183.Smp_165890.1
OG0003195		6183.Smp_053800.1, 6183.Smp_180390.1
OG0003196		6183.Smp_054800.1, 6183.Smp_162910.1
OG0003197		6183.Smp_055340.1, 6183.Smp_133660.1
OG0003198		6183.Smp_056360.8, 6183.Smp_193440.1
OG0003199		6183.Smp_057090.1, 6183.Smp_134660.1
OG0003200		6183.Smp_057120.1, 6183.Smp_093430.1
OG0003201		6183.Smp_058080.1, 6183.Smp_172170.1
OG0003202		6183.Smp_058130.1, 6183.Smp_093630.2
OG0003203		6183.Smp_058270.1, 6183.Smp_175020.1
OG0003204		6183.Smp_058450.1, 6183.Smp_174110.1
OG0003205		6183.Smp_058620.1, 6183.Smp_134560.1
OG0003206		6183.Smp_059340.1, 6183.Smp_092580.1
OG0003207		6183.Smp_060160.1, 6183.Smp_151450.1
OG0003208		6183.Smp_061000.1, 6183.Smp_141120.1
OG0003209		6183.Smp_061970.1, 6183.Smp_065130.2
OG0003210		6183.Smp_062610.1, 6183.Smp_155900.1
OG0003211		6183.Smp_063110.1, 6183.Smp_166880.1
OG0003212		6183.Smp_063190.1, 6183.Smp_156200.1
OG0003213		6183.Smp_065210.2, 6183.Smp_161790.1
OG0003214		6183.Smp_065470.3, 6183.Smp_081380.1
OG0003215		6183.Smp_066050.1, 6183.Smp_141830.1
OG0003216		6183.Smp_068230.1, 6183.Smp_175040.1
OG0003217		6183.Smp_068240.1, 6183.Smp_165420.1
OG0003218		6183.Smp_068530.1, 6183.Smp_147000.1
OG0003219		6183.Smp_069120.1, 6183.Smp_159640.1
OG0003220		6183.Smp_069380.1, 6183.Smp_191310.1
OG0003221		6183.Smp_070340.1, 6183.Smp_160330.1
OG0003222		6183.Smp_071150.1, 6183.Smp_147220.1
OG0003223		6183.Smp_071980.1, 6183.Smp_089230.1
OG0003224		6183.Smp_072190.1, 6183.Smp_161340.1
OG0003225		6183.Smp_072800.1, 6183.Smp_078220.1
OG0003226		6183.Smp_073620.1, 6183.Smp_129210.1
OG0003227		6183.Smp_074020.1, 6183.Smp_092530.2
OG0003228		6183.Smp_074080.1, 6183.Smp_140700.1
OG0003229		6183.Smp_074190.1, 6183.Smp_079480.1
OG0003230		6183.Smp_074250.1, 6183.Smp_162220.1
OG0003231		6183.Smp_074400.1, 6183.Smp_139020.1
OG0003232		6183.Smp_074930.1, 6183.Smp_169610.1
OG0003233		6183.Smp_074990.1, 6183.Smp_075000.1
OG0003234		6183.Smp_075060.1, 6183.Smp_162660.1
OG0003235		6183.Smp_075140.1, 6183.Smp_145360.1
OG0003236		6183.Smp_075950.1, 6183.Smp_134860.1
OG0003237		6183.Smp_076150.2, 6183.Smp_203710.1
OG0003238		6183.Smp_076490.1, 6183.Smp_099440.1
OG0003239		6183.Smp_076710.1, 6183.Smp_118570.1
OG0003240		6183.Smp_077610.1, 6183.Smp_131410.1
OG0003241		6183.Smp_077720.1, 6183.Smp_164100.1
OG0003242		6183.Smp_077890.1, 6183.Smp_112450.1
OG0003243		6183.Smp_078090.1, 6183.Smp_191380.1
OG0003244		6183.Smp_078540.1, 6183.Smp_139610.1
OG0003245		6183.Smp_078560.1, 6183.Smp_078570.1
OG0003246		6183.Smp_078600.1, 6183.Smp_092740.1
OG0003247		6183.Smp_079270.1, 6183.Smp_169700.2
OG0003248		6183.Smp_079640.1, 6183.Smp_130780.1
OG0003249		6183.Smp_079810.1, 6183.Smp_211090.1
OG0003250		6183.Smp_079860.2, 6183.Smp_173790.1
OG0003251		6183.Smp_080210.1, 6183.Smp_165340.1
OG0003252		6183.Smp_081410.1, 6183.Smp_096640.1
OG0003253		6183.Smp_083200.2, 6183.Smp_147920.1
OG0003254		6183.Smp_083880.1, 6183.Smp_197700.1
OG0003255		6183.Smp_084140.1, 6183.Smp_138640.1
OG0003256		6183.Smp_085690.1, 6183.Smp_085700.1
OG0003257		6183.Smp_087930.1, 6183.Smp_134890.1
OG0003258		6183.Smp_089120.1, 6183.Smp_179720.1
OG0003259		6183.Smp_090430.1, 6183.Smp_194490.1
OG0003260		6183.Smp_091300.1, 6183.Smp_113660.1
OG0003261		6183.Smp_091820.1, 6183.Smp_091840.1
OG0003262		6183.Smp_092150.1, 6183.Smp_151640.1
OG0003263		6183.Smp_093620.1, 6183.Smp_137450.1
OG0003264		6183.Smp_093790.1, 6183.Smp_105730.1
OG0003265		6183.Smp_093980.1, 6183.Smp_173630.1
OG0003266		6183.Smp_095980.1, 6183.Smp_174810.1
OG0003267		6183.Smp_096920.1, 6183.Smp_163540.1
OG0003268		6183.Smp_097240.2, 6183.Smp_175570.1
OG0003269		6183.Smp_097710.1, 6183.Smp_147280.1
OG0003270		6183.Smp_098250.1, 6183.Smp_151740.1
OG0003271		6183.Smp_099210.1, 6183.Smp_102390.1
OG0003272		6183.Smp_099670.1, 6183.Smp_176820.1
OG0003273		6183.Smp_099680.1, 6183.Smp_176830.1
OG0003274		6183.Smp_100600.1, 6183.Smp_109870.1
OG0003275		6183.Smp_101820.1, 6183.Smp_122800.1
OG0003276		6183.Smp_102070.1, 6183.Smp_163610.1
OG0003277		6183.Smp_102690.3, 6183.Smp_179320.1
OG0003278		6183.Smp_102780.1, 6183.Smp_159650.1
OG0003279		6183.Smp_104390.1, 6183.Smp_140170.1
OG0003280		6183.Smp_104450.1, 6183.Smp_104460.1
OG0003281		6183.Smp_105200.3, 6183.Smp_158320.2
OG0003282		6183.Smp_109300.1, 6183.Smp_205550.1
OG0003283		6183.Smp_109340.1, 6183.Smp_149750.1
OG0003284		6183.Smp_112520.1, 6183.Smp_178360.1
OG0003285		6183.Smp_113610.1, 6183.Smp_154920.1
OG0003286		6183.Smp_113760.1, 6183.Smp_205800.1
OG0003287		6183.Smp_114240.1, 6183.Smp_186180.1
OG0003288		6183.Smp_114280.1, 6183.Smp_138310.1
OG0003289		6183.Smp_114340.1, 6183.Smp_212020.1
OG0003290		6183.Smp_117390.1, 6183.Smp_205620.1
OG0003291		6183.Smp_118200.1, 6183.Smp_172910.1
OG0003292		6183.Smp_118220.1, 6183.Smp_169440.1
OG0003293		6183.Smp_120620.1, 6183.Smp_137050.1
OG0003294		6183.Smp_122060.1, 6183.Smp_127190.1
OG0003295		6183.Smp_122760.3, 6183.Smp_181720.1
OG0003296		6183.Smp_124530.1, 6183.Smp_134050.1
OG0003297		6183.Smp_124600.1, 6183.Smp_170130.1
OG0003298		6183.Smp_124890.1, 6183.Smp_173360.1
OG0003299		6183.Smp_125770.2, 6183.Smp_130170.1
OG0003300		6183.Smp_125940.1, 6183.Smp_125950.1
OG0003301		6183.Smp_126010.1, 6183.Smp_169680.1
OG0003302		6183.Smp_126260.1, 6183.Smp_141950.1
OG0003303		6183.Smp_126630.1, 6183.Smp_146930.1
OG0003304		6183.Smp_126740.1, 6183.Smp_176440.1
OG0003305		6183.Smp_127000.1, 6183.Smp_181630.1
OG0003306		6183.Smp_127140.1, 6183.Smp_168040.1
OG0003307		6183.Smp_127480.1, 6183.Smp_166590.1
OG0003308		6183.Smp_127510.1, 6183.Smp_143870.1
OG0003309		6183.Smp_127780.1, 6183.Smp_140100.1
OG0003310		6183.Smp_127810.1, 6183.Smp_196920.1
OG0003311		6183.Smp_127820.1, 6183.Smp_172070.1
OG0003312		6183.Smp_128250.1, 6183.Smp_148740.1
OG0003313		6183.Smp_128520.1, 6183.Smp_128530.1
OG0003314		6183.Smp_128890.2, 6183.Smp_163620.1
OG0003315		6183.Smp_129160.1, 6183.Smp_157720.1
OG0003316		6183.Smp_129240.1, 6183.Smp_138600.1
OG0003317		6183.Smp_129290.1, 6183.Smp_134030.1
OG0003318		6183.Smp_129360.1, 6183.Smp_153920.1
OG0003319		6183.Smp_129550.1, 6183.Smp_129580.1
OG0003320		6183.Smp_130400.1, 6183.Smp_145700.1
OG0003321		6183.Smp_130660.1, 6183.Smp_163320.1
OG0003322		6183.Smp_130710.1, 6183.Smp_167040.1
OG0003323		6183.Smp_130730.1, 6183.Smp_178010.1
OG0003324		6183.Smp_131030.1, 6183.Smp_143750.1
OG0003325		6183.Smp_131380.1, 6183.Smp_164040.1
OG0003326		6183.Smp_131990.1, 6183.Smp_159360.1
OG0003327		6183.Smp_132050.1, 6183.Smp_161080.1
OG0003328		6183.Smp_132730.1, 6183.Smp_193610.1
OG0003329		6183.Smp_132930.1, 6183.Smp_169170.1
OG0003330		6183.Smp_132990.1, 6183.Smp_179000.1
OG0003331		6183.Smp_133450.1, 6183.Smp_169960.1
OG0003332		6183.Smp_133680.1, 6183.Smp_155860.1
OG0003333		6183.Smp_133890.1, 6183.Smp_133900.1
OG0003334		6183.Smp_134490.1, 6183.Smp_174260.1
OG0003335		6183.Smp_135130.1, 6183.Smp_143220.1
OG0003336		6183.Smp_135540.1, 6183.Smp_177600.1
OG0003337		6183.Smp_135870.1, 6183.Smp_162930.1
OG0003338		6183.Smp_136880.1, 6183.Smp_180190.1
OG0003339		6183.Smp_138060.1, 6183.Smp_138080.1
OG0003340		6183.Smp_138430.1, 6183.Smp_210800.1
OG0003341		6183.Smp_138680.2, 6183.Smp_152850.1
OG0003342		6183.Smp_138930.2, 6183.Smp_148050.1
OG0003343		6183.Smp_139290.1, 6183.Smp_142020.1
OG0003344		6183.Smp_139740.1, 6183.Smp_154850.1
OG0003345		6183.Smp_139940.1, 6183.Smp_145220.1
OG0003346		6183.Smp_140020.1, 6183.Smp_165200.1
OG0003347		6183.Smp_140360.1, 6183.Smp_181080.1
OG0003348		6183.Smp_140770.1, 6183.Smp_151410.1
