Orthogroup	Total	protein_mansoni	resultado_cel
OG0003566	2	6183.Smp_157680.1	NP_495514.1
OG0003567	2	6183.Smp_157710.1	NP_501500.1
OG0003568	2	6183.Smp_157770.1	NP_495677.1
OG0003569	2	6183.Smp_157820.1	NP_490693.3
OG0003570	2	6183.Smp_157840.1	NP_495300.2
OG0003572	2	6183.Smp_157920.1	NP_492266.2
OG0003573	2	6183.Smp_157930.1	NP_509760.2
OG0003574	2	6183.Smp_157940.1	NP_492781.2
OG0003575	2	6183.Smp_158000.1	NP_510169.4
OG0003576	2	6183.Smp_158030.4	NP_506387.1
OG0003577	2	6183.Smp_158050.1	NP_502082.1
OG0003578	2	6183.Smp_158140.1	NP_499558.1
OG0003579	2	6183.Smp_158190.1	NP_510442.2
OG0003580	2	6183.Smp_158240.1	NP_498642.1
OG0003581	2	6183.Smp_158300.1	NP_495269.1
OG0003582	2	6183.Smp_158380.1	NP_491780.1
OG0003583	2	6183.Smp_158560.1	NP_504599.2
OG0003584	2	6183.Smp_158580.1	NP_491397.1
OG0003585	2	6183.Smp_158600.1	NP_498362.1
OG0003586	2	6183.Smp_158610.2	NP_496802.2
OG0003587	2	6183.Smp_158640.1	NP_498409.1
OG0003588	2	6183.Smp_158660.1	NP_509511.1
OG0003589	2	6183.Smp_158680.1	NP_504651.1
OG0003590	2	6183.Smp_158840.1	NP_499516.1
OG0003591	2	6183.Smp_158920.1	NP_499560.1
OG0003593	2	6183.Smp_159140.1	NP_508394.2
OG0003594	2	6183.Smp_159230.1	NP_493577.1
OG0003595	2	6183.Smp_159340.1	NP_506683.2
OG0003596	2	6183.Smp_159370.1	NP_494343.2
OG0003597	2	6183.Smp_159560.1	NP_501708.1
OG0003598	2	6183.Smp_159620.1	NP_494895.1
OG0003599	2	6183.Smp_159750.1	NP_505711.2
OG0003600	2	6183.Smp_159790.1	NP_495435.1
OG0003602	2	6183.Smp_159870.1	NP_501798.1
OG0003603	2	6183.Smp_159890.1	NP_510625.2
OG0003604	2	6183.Smp_159910.1	NP_496416.1
OG0003605	2	6183.Smp_159930.1	NP_497037.1
OG0003606	2	6183.Smp_159990.1	NP_501181.1
OG0003608	2	6183.Smp_160030.1	NP_498455.2
OG0003609	2	6183.Smp_160060.1	NP_493625.4
OG0003610	2	6183.Smp_160090.1	NP_504838.1
OG0003611	2	6183.Smp_160260.1	NP_504519.1
OG0003612	2	6183.Smp_160420.1	NP_495125.1
OG0003614	2	6183.Smp_160460.1	NP_505769.2
OG0003615	2	6183.Smp_160470.1	NP_510336.3
OG0003616	2	6183.Smp_160500.1	NP_492308.3
OG0003617	2	6183.Smp_160530.1	NP_496829.1
OG0003618	2	6183.Smp_160580.1	NP_510669.1
OG0003619	2	6183.Smp_160600.1	NP_493796.2
OG0003620	2	6183.Smp_160620.1	NP_510291.1
OG0003621	2	6183.Smp_160740.1	NP_508911.1
OG0003622	2	6183.Smp_160760.1	NP_509742.2
OG0003623	2	6183.Smp_160770.1	NP_498020.1
OG0003625	2	6183.Smp_160830.1	NP_504824.1
OG0003626	2	6183.Smp_160860.2.1	NP_504711.2
OG0003627	2	6183.Smp_160940.1	NP_492169.2
OG0003628	2	6183.Smp_161110.1	NP_491513.2
OG0003629	2	6183.Smp_161130.1	NP_499883.1
OG0003630	2	6183.Smp_161140.1	NP_497824.1
OG0003631	2	6183.Smp_161170.1	NP_505473.1
OG0003632	2	6183.Smp_161290.1	NP_506625.2
OG0003633	2	6183.Smp_161350.1	NP_496837.1
OG0003634	2	6183.Smp_161380.1	NP_496592.1
OG0003635	2	6183.Smp_161480.1	NP_499097.1
OG0003636	2	6183.Smp_161580.1	NP_497832.2
OG0003637	2	6183.Smp_161590.1	NP_505071.1
OG0003638	2	6183.Smp_161600.1	NP_508955.1
OG0003639	2	6183.Smp_161680.1	NP_500304.3
OG0003640	2	6183.Smp_161730.1	NP_498648.1
OG0003641	2	6183.Smp_161750.1	NP_502198.1
OG0003642	2	6183.Smp_161940.1	NP_493356.2
OG0003643	2	6183.Smp_161960.1	NP_506378.1
OG0003644	2	6183.Smp_161980.1	NP_501835.2
OG0003646	2	6183.Smp_162140.1	NP_510720.1
OG0003647	2	6183.Smp_162210.1	NP_499879.1
OG0003648	2	6183.Smp_162600.1	NP_494782.1
OG0003649	2	6183.Smp_162620.1	NP_491242.2
OG0003650	2	6183.Smp_162630.1	NP_501800.1
OG0003651	2	6183.Smp_162760.1	NP_498760.2
OG0003652	2	6183.Smp_162780.1	NP_504501.2
OG0003653	2	6183.Smp_162880.1	NP_493169.2
OG0003654	2	6183.Smp_162890.1	NP_494393.2
OG0003655	2	6183.Smp_162900.1	NP_502418.1
OG0003656	2	6183.Smp_162910.1	NP_495694.1
OG0003657	2	6183.Smp_162920.1	NP_506393.1
OG0003658	2	6183.Smp_163040.1	NP_496534.1
OG0003659	2	6183.Smp_163050.1	NP_509875.1
OG0003660	2	6183.Smp_163090.1	NP_506248.2
OG0003661	2	6183.Smp_163100.1	NP_491303.3
OG0003662	2	6183.Smp_163110.1	NP_500004.2
OG0003663	2	6183.Smp_163130.1	NP_492451.2
OG0003665	2	6183.Smp_163190.1	NP_496793.1
OG0003666	2	6183.Smp_163210.1	NP_508007.1
OG0003667	2	6183.Smp_163220.1	NP_495226.1
OG0003668	2	6183.Smp_163230.1	NP_508528.1
OG0003669	2	6183.Smp_163250.1	NP_506047.5
OG0003670	2	6183.Smp_163260.1	NP_496193.1
OG0003671	2	6183.Smp_163300.1	NP_507876.1
OG0003672	2	6183.Smp_163340.1	NP_499594.2
OG0003673	2	6183.Smp_163430.1	NP_498397.1
OG0003674	2	6183.Smp_163450.1	NP_499251.2
OG0003675	2	6183.Smp_163460.1	NP_493355.1
OG0003676	2	6183.Smp_163560.1	NP_505210.2
OG0003677	2	6183.Smp_163570.1	NP_504753.3
OG0003678	2	6183.Smp_163580.1	NP_498993.1
OG0003679	2	6183.Smp_163650.1	NP_510339.1
OG0003680	2	6183.Smp_163810.1	NP_509204.3
OG0003682	2	6183.Smp_163850.1	NP_498713.3
OG0003683	2	6183.Smp_163870.1	NP_495138.2
OG0003684	2	6183.Smp_163880.1	NP_504839.1
OG0003686	2	6183.Smp_164030.1	NP_509853.2
OG0003687	2	6183.Smp_164050.1	NP_505761.1
OG0003688	2	6183.Smp_164120.1	NP_493252.3
OG0003689	2	6183.Smp_164220.1	NP_496060.1
OG0003690	2	6183.Smp_164290.2	NP_497851.1
OG0003691	2	6183.Smp_164380.1	NP_493605.1
OG0003692	2	6183.Smp_164410.1	NP_494279.3
OG0003693	2	6183.Smp_164470.1	NP_507525.1
OG0003694	2	6183.Smp_164540.1	NP_502165.2
OG0003695	2	6183.Smp_164610.1	NP_506423.1
OG0003696	2	6183.Smp_164650.1	NP_491411.1
OG0003697	2	6183.Smp_164660.1	NP_495779.1
OG0003698	2	6183.Smp_164720.1	NP_508109.1
OG0003699	2	6183.Smp_164770.1	NP_490885.3
OG0003700	2	6183.Smp_164780.1	NP_498815.1
OG0003701	2	6183.Smp_164840.1	NP_493558.1
OG0003702	2	6183.Smp_164960.1	NP_496462.2
OG0003703	2	6183.Smp_165040.1	NP_497310.2
OG0003704	2	6183.Smp_165220.1	NP_501456.1
OG0003705	2	6183.Smp_165230.1	NP_496184.3
OG0003706	2	6183.Smp_165270.1	NP_506391.2
OG0003707	2	6183.Smp_165330.1	NP_491713.2
OG0003708	2	6183.Smp_165490.1	NP_502247.1
OG0003709	2	6183.Smp_165550.1	NP_491165.2
OG0003710	2	6183.Smp_165580.1	NP_499487.1
OG0003711	2	6183.Smp_165620.1	NP_492221.2
OG0003712	2	6183.Smp_165640.1	NP_501684.1
OG0003713	2	6183.Smp_165700.2	NP_496709.1
OG0003714	2	6183.Smp_165750.1	NP_508168.1
OG0003715	2	6183.Smp_165830.1	NP_502782.2
OG0003716	2	6183.Smp_165900.1	NP_506513.1
OG0003718	2	6183.Smp_165930.1	NP_498913.2
OG0003719	2	6183.Smp_165980.1	NP_491427.1
OG0003720	2	6183.Smp_166040.1	NP_506192.1
OG0003721	2	6183.Smp_166050.1	NP_510744.1
OG0003723	2	6183.Smp_166080.2	NP_505664.2
OG0003724	2	6183.Smp_166120.1	NP_494847.2
OG0003725	2	6183.Smp_166150.1	NP_499937.1
OG0003727	2	6183.Smp_166240.1	NP_491250.1
OG0003728	2	6183.Smp_166280.1	NP_505723.1
OG0003729	2	6183.Smp_166290.1	NP_497617.1
OG0003730	2	6183.Smp_166310.1	NP_498725.1
OG0003731	2	6183.Smp_166410.1	NP_509645.1
OG0003732	2	6183.Smp_166420.1	NP_491494.2
OG0003733	2	6183.Smp_166430.1	NP_492130.1
OG0003734	2	6183.Smp_166560.1	NP_500424.3
OG0003735	2	6183.Smp_166580.1	NP_502573.1
OG0003736	2	6183.Smp_166680.1	NP_498119.1
OG0003737	2	6183.Smp_166790.1	NP_509719.2
OG0003738	2	6183.Smp_166830.1	NP_498051.1
OG0003739	2	6183.Smp_166840.1	NP_493426.2
OG0003740	2	6183.Smp_166910.1	NP_507621.1
OG0003741	2	6183.Smp_166930.1	NP_502791.1
OG0003742	2	6183.Smp_166980.1	NP_499814.1
OG0003743	2	6183.Smp_167150.1	NP_498096.2
OG0003744	2	6183.Smp_167170.1	NP_498746.1
OG0003745	2	6183.Smp_167200.1	NP_496210.2
OG0003746	2	6183.Smp_167210.1	NP_509772.1
OG0003747	2	6183.Smp_167220.1	NP_505525.1
OG0003748	2	6183.Smp_167230.1	NP_502813.1
OG0003750	2	6183.Smp_167330.1	NP_509821.1
OG0003751	2	6183.Smp_167400.1	NP_494798.4
OG0003752	2	6183.Smp_167550.1	NP_502693.2
OG0003753	2	6183.Smp_167570.1	NP_505509.1
OG0003754	2	6183.Smp_167590.1	NP_497100.1
OG0003756	2	6183.Smp_167650.1	NP_498172.3
OG0003757	2	6183.Smp_167660.1	NP_510848.1
OG0003758	2	6183.Smp_167880.1	NP_498307.1
OG0003759	2	6183.Smp_167890.1	NP_498954.1
OG0003760	2	6183.Smp_167950.1	NP_503392.3
OG0003761	2	6183.Smp_167960.1	NP_498812.2
OG0003762	2	6183.Smp_168050.1	NP_499157.2
OG0003763	2	6183.Smp_168130.1	NP_492478.2
OG0003764	2	6183.Smp_168330.1	NP_508272.1
OG0003765	2	6183.Smp_168340.1	NP_498592.1
OG0003766	2	6183.Smp_168370.1	NP_509554.2
OG0003768	2	6183.Smp_168520.1	NP_497782.1
OG0003769	2	6183.Smp_168600.1	NP_492530.1
OG0003770	2	6183.Smp_168610.1	NP_492622.1
OG0003771	2	6183.Smp_168620.1	NP_491837.2
OG0003772	2	6183.Smp_168660.1	NP_502593.2
OG0003773	2	6183.Smp_168760.1	NP_495754.3
OG0003774	2	6183.Smp_168770.1	NP_499775.1
OG0003775	2	6183.Smp_168890.1	NP_492041.1
OG0003777	2	6183.Smp_169030.1	NP_499478.2
OG0003778	2	6183.Smp_169040.1	NP_497483.2
OG0003779	2	6183.Smp_169060.1	NP_492363.1
OG0003780	2	6183.Smp_169140.1	NP_492440.1
OG0003781	2	6183.Smp_169180.1	NP_501120.1
OG0003782	2	6183.Smp_169280.1	NP_503137.1
OG0003783	2	6183.Smp_169320.1	NP_497260.1
OG0003784	2	6183.Smp_169440.1	NP_500480.1
OG0003785	2	6183.Smp_169520.1	NP_490864.2
OG0003786	2	6183.Smp_169540.1	NP_495960.2
OG0003787	2	6183.Smp_169690.1	NP_499771.1
OG0003788	2	6183.Smp_169740.1	NP_501503.1
OG0003789	2	6183.Smp_169750.1	NP_498761.2
OG0003790	2	6183.Smp_169770.1	NP_491700.2
OG0003791	2	6183.Smp_169870.1	NP_495704.1
OG0003793	2	6183.Smp_169920.1	NP_501634.1
OG0003794	2	6183.Smp_169990.1	NP_501354.1
OG0003795	2	6183.Smp_170100.1	NP_492347.2
OG0003796	2	6183.Smp_170110.1	NP_496136.1
OG0003797	2	6183.Smp_170230.1	NP_495237.1
OG0003798	2	6183.Smp_170250.1	NP_492341.1
OG0003799	2	6183.Smp_170350.1	NP_509020.2
OG0003800	2	6183.Smp_170400.1	NP_492553.1
OG0003801	2	6183.Smp_170430.1	NP_500234.3
OG0003802	2	6183.Smp_170510.1	NP_507244.1
OG0003803	2	6183.Smp_170570.1	NP_504495.1
OG0003804	2	6183.Smp_170590.1	NP_493507.1
OG0003807	2	6183.Smp_170690.1	NP_502669.2
OG0003808	2	6183.Smp_170730.1	NP_504472.1
OG0003809	2	6183.Smp_170760.1	NP_498673.3
OG0003810	2	6183.Smp_170950.1	NP_492346.2
OG0003811	2	6183.Smp_171120.1	NP_499652.1
OG0003812	2	6183.Smp_171150.1	NP_498112.1
OG0003813	2	6183.Smp_171160.1	NP_492284.2
OG0003814	2	6183.Smp_171200.1	NP_510361.1
OG0003815	2	6183.Smp_171260.1	NP_495711.1
OG0003816	2	6183.Smp_171380.1	NP_490781.2
OG0003817	2	6183.Smp_171530.1	NP_499891.1
OG0003818	2	6183.Smp_171570.1	NP_491608.1
OG0003819	2	6183.Smp_171630.1	NP_497007.1
OG0003820	2	6183.Smp_171660.1	NP_496760.1
OG0003821	2	6183.Smp_171710.1	NP_496331.1
OG0003822	2	6183.Smp_171720.1	NP_495305.1
OG0003823	2	6183.Smp_171790.1	NP_491182.3
OG0003824	2	6183.Smp_171830.1	NP_496062.3
OG0003825	2	6183.Smp_171900.1	NP_492007.1
OG0003826	2	6183.Smp_172090.1	NP_499587.1
OG0003827	2	6183.Smp_172160.1	NP_502135.1
OG0003828	2	6183.Smp_172220.1	NP_493945.1
OG0003829	2	6183.Smp_172240.1	NP_501073.1
OG0003830	2	6183.Smp_172280.1	NP_498162.2
OG0003831	2	6183.Smp_172390.1	NP_504548.1
OG0003832	2	6183.Smp_172400.1	NP_510529.1
OG0003833	2	6183.Smp_172440.1	NP_504694.1
OG0003834	2	6183.Smp_172510.1	NP_499759.2
OG0003835	2	6183.Smp_172530.1	NP_490962.1
OG0003836	2	6183.Smp_172850.1	NP_496216.1
OG0003837	2	6183.Smp_173090.1	NP_493483.1
OG0003838	2	6183.Smp_173120.1	NP_509040.2
OG0003839	2	6183.Smp_173180.2	NP_499457.1
OG0003841	2	6183.Smp_173320.1	NP_495990.1
OG0003842	2	6183.Smp_173330.1	NP_495180.2
OG0003843	2	6183.Smp_173390.1	NP_498949.2
OG0003844	2	6183.Smp_173440.1	NP_493618.1
OG0003845	2	6183.Smp_173480.1	NP_508448.1
OG0003846	2	6183.Smp_173650.1	NP_493178.1
OG0003847	2	6183.Smp_173700.1	NP_497771.1
OG0003848	2	6183.Smp_173810.1	NP_492591.1
OG0003849	2	6183.Smp_173840.1	NP_504558.1
OG0003850	2	6183.Smp_173860.1	NP_508149.1
OG0003851	2	6183.Smp_173940.1	NP_492635.1
OG0003852	2	6183.Smp_174010.1	NP_496458.3
OG0003853	2	6183.Smp_174210.1	NP_500063.1
OG0003855	2	6183.Smp_174310.1	NP_491390.2
OG0003856	2	6183.Smp_174320.1	NP_491679.1
OG0003857	2	6183.Smp_174370.1	NP_505625.1
OG0003859	2	6183.Smp_174410.1	NP_509879.2
OG0003860	2	6183.Smp_174450.1	NP_508970.1
OG0003861	2	6183.Smp_174470.1	NP_509671.3
OG0003862	2	6183.Smp_174580.1	NP_508151.1
OG0003863	2	6183.Smp_174620.1	NP_492455.1
OG0003864	2	6183.Smp_174640.1	NP_497197.1
OG0003865	2	6183.Smp_174670.1	NP_495566.1
OG0003866	2	6183.Smp_174680.1	NP_496307.1
OG0003867	2	6183.Smp_174920.1	NP_495584.4
OG0003868	2	6183.Smp_174950.1	NP_492555.1
OG0003869	2	6183.Smp_174980.1	NP_491114.2
OG0003870	2	6183.Smp_174990.1	NP_498267.3
OG0003871	2	6183.Smp_175200.1	NP_507972.1
OG0003872	2	6183.Smp_175220.1	NP_495618.1
OG0003873	2	6183.Smp_175230.1	NP_492364.1
OG0003874	2	6183.Smp_175320.1	NP_505855.2
OG0003875	2	6183.Smp_175340.1	NP_509318.1
OG0003876	2	6183.Smp_175420.1	NP_498755.1
OG0003877	2	6183.Smp_175430.1	NP_502299.1
OG0003878	2	6183.Smp_175460.1	NP_498508.1
OG0003880	2	6183.Smp_175610.1	NP_491127.1
OG0003881	2	6183.Smp_175660.1	NP_500267.1
OG0003882	2	6183.Smp_175740.2	NP_492576.1
OG0003883	2	6183.Smp_175750.1	NP_498715.1
OG0003884	2	6183.Smp_175760.1	NP_492222.2
OG0003885	2	6183.Smp_176060.1	NP_491231.2
OG0003886	2	6183.Smp_176230.1	NP_492785.1
OG0003887	2	6183.Smp_176270.1	NP_505968.1
OG0003888	2	6183.Smp_176290.1	NP_500619.1
OG0003889	2	6183.Smp_176360.1	NP_509576.1
OG0003890	2	6183.Smp_176370.1	NP_510485.2
OG0003891	2	6183.Smp_176430.2	NP_506293.1
OG0003892	2	6183.Smp_176440.1	NP_506259.2
OG0003893	2	6183.Smp_176510.1	NP_497459.3
OG0003894	2	6183.Smp_176530.1	NP_499234.2
OG0003895	2	6183.Smp_176580.1	NP_504357.1
OG0003896	2	6183.Smp_176600.1	NP_505808.1
OG0003897	2	6183.Smp_176620.1	NP_495617.1
OG0003898	2	6183.Smp_176840.1	NP_504952.1
OG0003899	2	6183.Smp_176920.1	NP_490792.2
OG0003901	2	6183.Smp_177040.1	NP_491783.1
OG0003902	2	6183.Smp_177080.1	NP_495010.2
OG0003903	2	6183.Smp_177120.1	NP_491705.1
OG0003904	2	6183.Smp_177790.1	NP_501917.2
OG0003905	2	6183.Smp_178260.1	NP_499437.2
OG0003906	2	6183.Smp_178490.1	NP_495436.1
OG0003907	2	6183.Smp_178700.1	NP_499296.2
OG0003908	2	6183.Smp_178750.1	NP_503060.1
OG0003909	2	6183.Smp_178920.1	NP_502120.1
OG0003910	2	6183.Smp_179010.1	NP_508024.2
OG0003911	2	6183.Smp_179050.1	NP_500416.1
OG0003912	2	6183.Smp_179180.1	NP_497978.1
OG0003914	2	6183.Smp_179270.3	NP_491934.1
OG0003915	2	6183.Smp_179290.1	NP_502289.2
OG0003918	2	6183.Smp_179710.1	NP_498413.1
OG0003919	2	6183.Smp_179780.1	NP_510439.1
OG0003920	2	6183.Smp_179800.1	NP_509010.1
OG0003921	2	6183.Smp_179910.1	NP_502213.3
OG0003922	2	6183.Smp_180000.1	NP_496384.1
OG0003923	2	6183.Smp_180010.1	NP_492215.1
OG0003924	2	6183.Smp_180060.1	NP_498128.1
OG0003925	2	6183.Smp_180160.1	NP_497989.1
OG0003926	2	6183.Smp_180210.1	NP_493351.1
OG0003927	2	6183.Smp_180240.1	NP_495473.2
OG0003928	2	6183.Smp_180370.1	NP_501233.1
OG0003929	2	6183.Smp_180380.1	NP_499347.1
OG0003930	2	6183.Smp_180400.1	NP_492694.1
OG0003931	2	6183.Smp_180420.1	NP_497969.1
OG0003932	2	6183.Smp_180480.1	NP_491404.2
OG0003933	2	6183.Smp_180520.1	NP_499753.1
OG0003934	2	6183.Smp_180530.1	NP_494886.1
OG0003935	2	6183.Smp_180760.1	NP_505767.1
OG0003936	2	6183.Smp_180900.1	NP_501328.1
OG0003937	2	6183.Smp_180910.1	NP_508980.2
OG0003938	2	6183.Smp_181090.1	NP_501789.1
OG0003939	2	6183.Smp_181230.1	NP_499363.3
OG0003940	2	6183.Smp_181240.1	NP_497510.2
OG0003941	2	6183.Smp_181270.2	NP_492508.1
OG0003942	2	6183.Smp_181290.1	NP_493672.1
OG0003943	2	6183.Smp_181380.1	NP_495413.1
OG0003944	2	6183.Smp_181480.1	NP_498345.1
OG0003950	2	6183.Smp_183710.1	NP_505818.1
OG0003954	2	6183.Smp_185230.1	NP_499649.2
OG0003958	2	6183.Smp_186560.1	NP_498778.1
OG0003959	2	6183.Smp_186640.1	NP_502661.3
OG0003960	2	6183.Smp_186650.1	NP_496336.1
OG0003961	2	6183.Smp_186980.1	NP_491168.1
OG0003962	2	6183.Smp_188590.1	NP_509423.2
OG0003964	2	6183.Smp_191310.1	NP_510700.3
OG0003965	2	6183.Smp_191360.1	NP_493334.1
OG0003967	2	6183.Smp_192000.1	NP_502268.2
OG0003968	2	6183.Smp_192360.1	NP_495778.1
OG0003969	2	6183.Smp_193790.1	NP_500364.2
OG0003970	2	6183.Smp_194010.1	NP_504227.3
OG0003971	2	6183.Smp_194030.1	NP_508899.1
OG0003972	2	6183.Smp_194160.1	NP_497837.1
OG0003973	2	6183.Smp_194170.1	NP_501688.1
OG0003974	2	6183.Smp_194240.1	NP_510258.2
OG0003975	2	6183.Smp_194370.1	NP_496322.2
OG0003976	2	6183.Smp_194530.1	NP_509786.2
OG0003977	2	6183.Smp_194590.1	NP_509282.4
OG0003978	2	6183.Smp_194620.1	NP_493229.1
OG0003979	2	6183.Smp_194670.1	NP_510453.1
OG0003980	2	6183.Smp_194820.1	NP_492438.1
OG0003981	2	6183.Smp_194900.1	NP_501591.2
OG0003982	2	6183.Smp_194920.1	NP_498963.1
OG0003983	2	6183.Smp_194930.1	NP_497068.2
OG0003984	2	6183.Smp_194940.1	NP_496154.1
OG0003985	2	6183.Smp_194950.1	NP_496057.1
OG0003986	2	6183.Smp_196030.1	NP_491522.1
OG0003987	2	6183.Smp_196120.1	NP_496491.1
OG0003988	2	6183.Smp_196130.1	NP_500152.1
OG0003989	2	6183.Smp_196160.1	NP_492330.2
OG0003990	2	6183.Smp_196180.1	NP_495340.1
OG0003991	2	6183.Smp_196250.1	NP_491442.1
OG0003992	2	6183.Smp_196350.1	NP_495959.2
OG0003993	2	6183.Smp_196410.1	NP_497266.1
OG0003994	2	6183.Smp_196450.1	NP_499773.2
OG0003995	2	6183.Smp_196570.1	NP_508537.1
OG0003996	2	6183.Smp_196600.1	NP_505177.1
OG0003997	2	6183.Smp_196690.1	NP_491348.1
OG0003998	2	6183.Smp_196930.1	NP_493668.1
OG0003999	2	6183.Smp_197390.1	NP_492377.1
OG0004000	2	6183.Smp_197450.1	NP_497726.2
OG0004001	2	6183.Smp_197480.1	NP_492206.1
OG0004002	2	6183.Smp_197540.1	NP_498847.1
OG0004003	2	6183.Smp_197640.1	NP_498054.2
OG0004004	2	6183.Smp_198050.1	NP_499912.1
OG0004005	2	6183.Smp_198120.1	NP_498684.1
OG0004006	2	6183.Smp_198280.1	NP_493670.2
OG0004007	2	6183.Smp_198330.1	NP_493409.3
OG0004008	2	6183.Smp_198420.1	NP_493272.1
OG0004009	2	6183.Smp_198430.1	NP_500910.3
OG0004010	2	6183.Smp_198530.1	NP_509196.2
OG0004011	2	6183.Smp_198590.1	NP_498069.1
OG0004012	2	6183.Smp_198680.1	NP_497205.1
OG0004013	2	6183.Smp_198690.1	NP_504496.1
OG0004014	2	6183.Smp_198850.1	NP_498052.1
OG0004015	2	6183.Smp_198940.1	NP_506713.1
OG0004016	2	6183.Smp_199070.1	NP_491202.1
OG0004017	2	6183.Smp_199100.1	NP_497182.2
OG0004018	2	6183.Smp_199130.1	NP_495016.1
OG0004019	2	6183.Smp_199450.1	NP_499987.2
OG0004021	2	6183.Smp_199700.1	NP_491320.1
OG0004022	2	6183.Smp_199730.1	NP_496402.1
OG0004023	2	6183.Smp_199940.1	NP_500130.1
OG0004025	2	6183.Smp_200410.1	NP_491532.3
OG0004030	2	6183.Smp_203480.1	NP_501003.1
OG0004031	2	6183.Smp_203500.1	NP_509896.1
OG0004032	2	6183.Smp_203530.1	NP_510681.4
OG0004034	2	6183.Smp_203970.1	NP_495786.1
OG0004035	2	6183.Smp_204720.1	NP_509099.2
OG0004036	2	6183.Smp_204730.1	NP_501318.1
OG0004037	2	6183.Smp_204770.1	NP_499264.1
OG0004041	2	6183.Smp_205760.1	NP_510145.1
OG0004043	2	6183.Smp_207000.1	NP_498632.1
OG0004044	2	6183.Smp_207020.1	NP_490865.4
OG0004045	2	6183.Smp_207050.1	NP_508872.1
OG0004046	2	6183.Smp_207080.1	NP_506571.1
OG0004047	2	6183.Smp_208010.1	NP_500367.1
OG0004048	2	6183.Smp_208020.1	NP_501039.1
OG0004049	2	6183.Smp_208050.1	NP_505003.1
OG0004050	2	6183.Smp_208080.1	NP_502774.2
OG0004051	2	6183.Smp_209050.1	NP_492343.2
OG0004052	2	6183.Smp_210120.1	NP_504420.1
OG0004053	2	6183.Smp_210170.1	NP_498983.1
OG0004054	2	6183.Smp_210190.1	NP_491640.1
OG0004055	2	6183.Smp_210230.1	NP_506375.1
OG0004056	2	6183.Smp_210260.1	NP_498690.2
OG0004057	2	6183.Smp_210290.1	NP_499164.1
OG0004058	2	6183.Smp_210320.1	NP_508223.2
OG0004059	2	6183.Smp_210330.1	NP_503010.2
OG0004060	2	6183.Smp_210370.1	NP_491624.1
OG0004061	2	6183.Smp_210380.1	NP_492653.2
OG0004062	2	6183.Smp_210390.1	NP_499686.2
OG0004063	2	6183.Smp_210400.1	NP_496215.1
OG0004064	2	6183.Smp_210420.1	NP_505571.1
OG0004065	2	6183.Smp_210430.1	NP_503397.1
OG0004066	2	6183.Smp_210440.1	NP_497258.1
OG0004067	2	6183.Smp_210450.1	NP_496280.1
OG0004068	2	6183.Smp_210460.1	NP_505679.2
OG0004069	2	6183.Smp_210470.1	NP_510095.2
OG0004070	2	6183.Smp_210480.1	NP_490725.3
OG0004071	2	6183.Smp_210500.1	NP_507199.1
OG0004072	2	6183.Smp_210510.1	NP_508471.1
OG0004073	2	6183.Smp_210520.1	NP_495957.1
OG0004074	2	6183.Smp_210530.1	NP_500149.1
OG0004075	2	6183.Smp_210550.1	NP_493461.1
OG0004076	2	6183.Smp_210560.1	NP_493686.2
OG0004077	2	6183.Smp_210570.1	NP_491370.1
OG0004078	2	6183.Smp_210610.1	NP_498265.1
OG0004079	2	6183.Smp_210630.1	NP_500569.1
OG0004080	2	6183.Smp_210640.1	NP_493592.1
OG0004081	2	6183.Smp_210650.1	NP_509306.2
OG0004082	2	6183.Smp_210670.1	NP_503424.2
OG0004083	2	6183.Smp_210680.1	NP_498048.2
OG0004084	2	6183.Smp_210700.1	NP_498361.1
OG0004085	2	6183.Smp_210740.1	NP_491066.1
OG0004086	2	6183.Smp_210750.1	NP_496824.1
OG0004087	2	6183.Smp_210770.1	NP_501644.1
OG0004088	2	6183.Smp_210790.1	NP_509545.1
OG0004089	2	6183.Smp_210820.1	NP_497235.2
OG0004090	2	6183.Smp_210830.1	NP_502034.1
OG0004091	2	6183.Smp_210860.1	NP_490860.1
OG0004092	2	6183.Smp_210890.1	NP_501801.1
OG0004093	2	6183.Smp_210900.1	NP_496827.1
OG0004094	2	6183.Smp_210930.1	NP_499801.1
OG0004095	2	6183.Smp_210940.1	NP_493616.1
OG0004096	2	6183.Smp_210950.1	NP_491614.1
OG0004097	2	6183.Smp_210960.1	NP_496289.2
OG0004098	2	6183.Smp_210970.1	NP_492493.2
OG0004099	2	6183.Smp_211000.1	NP_509219.1
OG0004100	2	6183.Smp_211040.1	NP_506361.1
OG0004101	2	6183.Smp_211070.1	NP_498534.2
OG0004102	2	6183.Smp_211090.1	NP_500737.1
OG0004103	2	6183.Smp_211110.1	NP_504822.1
OG0004104	2	6183.Smp_211140.1	NP_499340.1
OG0004105	2	6183.Smp_211170.1	NP_499538.2
OG0004106	2	6183.Smp_211250.1	NP_502330.1
OG0004107	2	6183.Smp_211270.1	NP_508983.2
OG0004108	2	6183.Smp_211280.1	NP_500187.2
OG0004109	2	6183.Smp_211320.1	NP_493414.1
OG0004110	2	6183.Smp_211330.1	NP_498646.1
OG0004111	2	6183.Smp_212000.1	NP_494366.2
OG0004112	2	6183.Smp_212010.1	NP_495989.2
OG0004113	2	6183.Smp_212080.1	NP_502295.1
OG0004114	2	6183.Smp_212190.1	NP_506579.1
OG0004115	2	6183.Smp_212360.1	NP_491847.2
OG0004116	2	6183.Smp_212400.1	NP_505698.2
