Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0002413		6183.Smp_141010.1, 6183.Smp_163750.1
OG0002414		6183.Smp_141280.1, 6183.Smp_162450.1
OG0002415		6183.Smp_141320.1, 6183.Smp_153970.1
OG0002416		6183.Smp_142120.1, 6183.Smp_162530.1
OG0002417		6183.Smp_142220.1, 6183.Smp_144450.1
OG0002418		6183.Smp_142250.1, 6183.Smp_194390.1
OG0002419		6183.Smp_142360.1, 6183.Smp_197280.1
OG0002420		6183.Smp_142550.1, 6183.Smp_163440.1
OG0002421		6183.Smp_142630.1, 6183.Smp_167010.1
OG0002422		6183.Smp_142970.1, 6183.Smp_142980.1
OG0002423		6183.Smp_143180.1, 6183.Smp_174800.1
OG0002424		6183.Smp_143420.1, 6183.Smp_161120.1
OG0002425		6183.Smp_143810.1, 6183.Smp_162050.1
OG0002426		6183.Smp_143980.1, 6183.Smp_155190.1
OG0002427		6183.Smp_144080.1, 6183.Smp_160240.1
OG0002428		6183.Smp_144630.1, 6183.Smp_170560.1
OG0002429		6183.Smp_144890.1, 6183.Smp_151280.1
OG0002430		6183.Smp_144960.1, 6183.Smp_149080.1
OG0002431		6183.Smp_145250.1, 6183.Smp_198530.1
OG0002432		6183.Smp_145720.1, 6183.Smp_206040.1
OG0002433		6183.Smp_145760.1, 6183.Smp_179870.1
OG0002434		6183.Smp_145870.1, 6183.Smp_178760.1
OG0002435		6183.Smp_146360.1, 6183.Smp_177240.1
OG0002436		6183.Smp_147410.1, 6183.Smp_152690.1
OG0002437		6183.Smp_147790.1, 6183.Smp_174170.1
OG0002438		6183.Smp_148030.1, 6183.Smp_148040.1
OG0002439		6183.Smp_148610.1, 6183.Smp_148620.1
OG0002440		6183.Smp_149040.1, 6183.Smp_161680.1
OG0002441		6183.Smp_149280.1, 6183.Smp_196090.1
OG0002442		6183.Smp_149420.1, 6183.Smp_171860.1
OG0002443		6183.Smp_150080.1, 6183.Smp_165280.1
OG0002444		6183.Smp_150170.1, 6183.Smp_156390.1
OG0002445		6183.Smp_150390.3, 6183.Smp_194110.1
OG0002446		6183.Smp_150590.1, 6183.Smp_178730.1
OG0002447		6183.Smp_151130.1, 6183.Smp_179740.1
OG0002448		6183.Smp_151800.1, 6183.Smp_179760.1
OG0002449		6183.Smp_152070.1, 6183.Smp_152080.1
OG0002450		6183.Smp_152130.1, 6183.Smp_194430.1
OG0002451		6183.Smp_152150.1, 6183.Smp_167830.1
OG0002452		6183.Smp_152550.1, 6183.Smp_162260.1
OG0002453		6183.Smp_152660.1, 6183.Smp_171130.1
OG0002454		6183.Smp_152780.1, 6183.Smp_172420.1
OG0002455		6183.Smp_153700.1, 6183.Smp_167660.1
OG0002456		6183.Smp_153840.1, 6183.Smp_210760.1
OG0002457		6183.Smp_153860.2, 6183.Smp_205940.1
OG0002458		6183.Smp_153880.1, 6183.Smp_196800.1
OG0002459		6183.Smp_153900.1, 6183.Smp_167450.1
OG0002460		6183.Smp_154790.1, 6183.Smp_154800.1
OG0002461		6183.Smp_155150.1, 6183.Smp_172980.1
OG0002462		6183.Smp_156140.1, 6183.Smp_175720.1
OG0002463		6183.Smp_157080.1, 6183.Smp_160210.1
OG0002464		6183.Smp_157340.1, 6183.Smp_197830.1
OG0002465		6183.Smp_157860.1, 6183.Smp_157870.1
OG0002466		6183.Smp_159120.1, 6183.Smp_159130.1
OG0002467		6183.Smp_159160.1, 6183.Smp_171010.1
OG0002468		6183.Smp_159720.1, 6183.Smp_175820.1
OG0002469		6183.Smp_159810.1, 6183.Smp_180310.1
OG0002470		6183.Smp_160000.1, 6183.Smp_171170.1
OG0002471		6183.Smp_160450.1, 6183.Smp_163660.1
OG0002472		6183.Smp_160710.1, 6183.Smp_161250.1
OG0002473		6183.Smp_161010.1, 6183.Smp_210660.1
OG0002474		6183.Smp_163840.1, 6183.Smp_169250.1
OG0002475		6183.Smp_163900.1, 6183.Smp_178390.1
OG0002476		6183.Smp_163950.1, 6183.Smp_180670.1
OG0002477		6183.Smp_164340.1, 6183.Smp_169130.1
OG0002478		6183.Smp_164500.1, 6183.Smp_167230.1
OG0002479		6183.Smp_164760.1, 6183.Smp_171460.1
OG0002480		6183.Smp_165330.1, 6183.Smp_172090.1
OG0002481		6183.Smp_165480.1, 6183.Smp_186190.1
OG0002482		6183.Smp_165920.2, 6183.Smp_165940.1
OG0002483		6183.Smp_166200.1, 6183.Smp_171750.1
OG0002484		6183.Smp_167240.1, 6183.Smp_167250.1
OG0002485		6183.Smp_168900.1, 6183.Smp_192470.1
OG0002486		6183.Smp_169360.1, 6183.Smp_212760.1
OG0002487		6183.Smp_169880.1, 6183.Smp_169890.1
OG0002488		6183.Smp_170610.1, 6183.Smp_170620.1
OG0002489		6183.Smp_170630.1, 6183.Smp_212710.1
OG0002490		6183.Smp_171530.1, 6183.Smp_210410.1
OG0002491		6183.Smp_172430.1, 6183.Smp_172440.1
OG0002492		6183.Smp_173620.1, 6183.Smp_197710.1
OG0002493		6183.Smp_173890.1, 6183.Smp_212510.1
OG0002494		6183.Smp_174270.1, 6183.Smp_174290.1
OG0002495		6183.Smp_174390.1, 6183.Smp_192670.1
OG0002496		6183.Smp_175530.1, 6183.Smp_175540.1
OG0002497		6183.Smp_177280.1, 6183.Smp_186740.1
OG0002498		6183.Smp_179230.1, 6183.Smp_205750.1
OG0002499		6183.Smp_179580.1, 6183.Smp_185180.1
OG0002500		6183.Smp_179630.1, 6183.Smp_193650.1
OG0002501		6183.Smp_182360.1, 6183.Smp_185900.1
OG0002502		6183.Smp_182410.1, 6183.Smp_184380.1
OG0002503		6183.Smp_182930.1, 6183.Smp_183570.1
OG0002504		6183.Smp_182940.1, 6183.Smp_203030.1
OG0002505		6183.Smp_183020.1, 6183.Smp_186130.1
OG0002506		6183.Smp_184710.1, 6183.Smp_185170.1
OG0002507		6183.Smp_185080.1, 6183.Smp_201050.1
OG0002508		6183.Smp_185130.1, 6183.Smp_190210.1
OG0002509		6183.Smp_185360.1, 6183.Smp_186610.1
OG0002510		6183.Smp_185430.1, 6183.Smp_205950.1
OG0002511		6183.Smp_186470.1, 6183.Smp_186490.1
OG0002512		6183.Smp_189110.1, 6183.Smp_189120.1
OG0002513		6183.Smp_190090.1, 6183.Smp_198800.1
OG0002514		6183.Smp_191690.1, 6183.Smp_193270.1
OG0002515		6183.Smp_199550.1, 6183.Smp_205430.1
OG0002516		6183.Smp_200120.1, 6183.Smp_205330.1
OG0002517		6183.Smp_201520.1, 6183.Smp_201530.1
OG0002518		6183.Smp_201650.1, 6183.Smp_205220.1
OG0002519		6183.Smp_203080.1, 6183.Smp_205170.1
OG0002520		6183.Smp_203550.1, 6183.Smp_204370.1
OG0002521		6183.Smp_205080.1, 6183.Smp_205090.1
OG0002522		6183.Smp_205150.1, 6183.Smp_205160.1
OG0002523		6183.Smp_205650.1, 6183.Smp_205710.1
OG0002524		6183.Smp_206230.1, 6183.Smp_206240.1
