Orthogroup	kog_humano_pos_go	protein_mansoni
OG0003526	NP_059122.2	6183.Smp_169640.1
OG0003527	NP_001311.3	6183.Smp_025010.1
OG0003528	NP_006432.1	6183.Smp_087230.1
OG0003529	NP_065203.2	6183.Smp_023230.1
OG0003530	NP_002086.1	6183.Smp_079910.1
OG0003531	NP_005863.1	6183.Smp_054600.1
OG0003532	NP_061847.2, NP_112192.2	
OG0003533	NP_077287.1	6183.Smp_165680.1
OG0003534	NP_002185.1	6183.Smp_017520.1
OG0003535	NP_006076.4	6183.Smp_008320.1
OG0003536	NP_055412.2	6183.Smp_038980.2
OG0003537	NP_078874.2	6183.Smp_053550.1
OG0003538	NP_110426.4	6183.Smp_027080.1
OG0003539	NP_115688.1	6183.Smp_013300.1
OG0003540	NP_115648.2	6183.Smp_070680.1
OG0003541	NP_006845.1	6183.Smp_007730.1
OG0003542	NP_064617.2	6183.Smp_126670.1
OG0003543	NP_057491.2	6183.Smp_163460.1
OG0003544	NP_005362.3	6183.Smp_130610.1
OG0003545	NP_115875.1	6183.Smp_033990.1
OG0003546	NP_057042.2	6183.Smp_025570.1
OG0003547	NP_001912.2	6183.Smp_009530.1
OG0003548	NP_443167.4	6183.Smp_097180.1
OG0003549	NP_002804.2	6183.Smp_181380.1
OG0003550	NP_005692.1	6183.Smp_134880.1
OG0003551	NP_073623.1	6183.Smp_021280.1
OG0003552	NP_079014.1	6183.Smp_168260.1
OG0003553	NP_079422.1	6183.Smp_006780.1
OG0003554	NP_001011713.2	6183.Smp_063580.2
OG0003555	NP_542383.1	6183.Smp_000310.1
OG0003556	NP_009139.1	6183.Smp_087440.1
OG0003557	NP_002634.1	6183.Smp_133440.1
OG0003558	NP_004928.2	6183.Smp_169870.1
OG0003559	NP_036220.1	6183.Smp_081460.3
OG0003560	NP_004520.2, NP_005925.2	
OG0003561	NP_006521.1	6183.Smp_070760.1
OG0003562	NP_115501.2	6183.Smp_055420.2
OG0003563	NP_002803.2	6183.Smp_047740.1
OG0003564	NP_037507.1	6183.Smp_093850.1
OG0003565	NP_071890.2	6183.Smp_032640.1
OG0003566	NP_001265485.1	6183.Smp_032310.1
OG0003567	NP_057013.1	6183.Smp_086960.1
OG0003568	NP_057151.1	6183.Smp_027240.1
OG0003569	NP_060605.1	6183.Smp_003700.1
OG0003570	NP_055701.1	6183.Smp_054120.1
OG0003571	NP_115710.2	6183.Smp_012540.1
OG0003572	NP_057046.1	6183.Smp_083180.2
OG0003573	NP_000963.1	6183.Smp_210310.1
OG0003574	NP_060308.1	6183.Smp_098330.1
OG0003575	NP_005457.2	6183.Smp_008120.1
OG0003576	NP_076970.1	6183.Smp_086760.1
OG0003577	NP_004166.1	6183.Smp_068420.1
OG0003578	NP_004921.1	6183.Smp_186650.1
OG0003579	NP_777567.1	6183.Smp_073290.1
OG0003580	NP_115712.1	6183.Smp_042430.2
OG0003581	NP_079423.1	6183.Smp_103280.1
OG0003582	NP_078975.2	6183.Smp_138890.2
OG0003583	NP_620157.1	6183.Smp_026390.1
OG0003584	NP_000962.2	6183.Smp_101450.1
OG0003585	NP_002203.1	6183.Smp_198420.1
OG0003586	NP_057479.2	6183.Smp_121880.1
OG0003587	NP_055056.3	6183.Smp_022700.2
OG0003588	NP_060917.1	6183.Smp_028980.1
OG0003589	NP_000294.1	6183.Smp_087860.1
OG0003590	NP_037372.4	6183.Smp_024800.1
OG0003591	NP_002844.1	6183.Smp_075110.1
OG0003592	NP_057162.4	6183.Smp_056850.1
OG0003593	NP_066552.2	6183.Smp_069770.1
OG0003594	NP_003126.1	6183.Smp_024590.1
OG0003595	NP_073624.2	6183.Smp_123490.1
OG0003596	NP_116267.4	6183.Smp_120440.1
OG0003597	NP_079042.1	6183.Smp_210900.1
OG0003598	NP_054797.2	6183.Smp_121790.1
OG0003599	NP_036555.1	6183.Smp_090230.1
OG0003600	NP_001272.2	6183.Smp_055400.1
OG0003601	NP_003184.1	6183.Smp_150440.1
OG0003602	NP_004862.1	6183.Smp_077230.1
OG0003603	NP_004861.2	6183.Smp_155700.1
OG0003604	NP_612455.1	6183.Smp_015900.1
OG0003605	NP_037374.1	6183.Smp_051090.1
OG0003606	NP_115753.1	6183.Smp_118750.1
OG0003607	NP_079351.2	6183.Smp_059810.1
OG0003608	NP_002961.1, NP_597998.1	
OG0003609	NP_002686.3	6183.Smp_126370.1
OG0003610	NP_005634.1	6183.Smp_134790.1
OG0003611	NP_037469.2	6183.Smp_038630.1
OG0003612	NP_006288.2	6183.Smp_074070.1
OG0003613	NP_057487.2	6183.Smp_033680.1
OG0003614	NP_057163.1	6183.Smp_032150.1
OG0003615	NP_055268.1	6183.Smp_016390.1
OG0003616	NP_006457.2	6183.Smp_165980.1
OG0003617	NP_057184.1	6183.Smp_048260.2
OG0003618	NP_116024.1	6183.Smp_071560.1
OG0003619	NP_057121.2	6183.Smp_026190.1
OG0003620	NP_006310.1	6183.Smp_132640.1
OG0003621	NP_057119.3	6183.Smp_001430.1
OG0003622	NP_060600.2	6183.Smp_121810.1
OG0003623	NP_004278.2, NP_473363.1	
OG0003624	NP_037366.1	6183.Smp_099320.1
OG0003625	NP_002487.1	6183.Smp_042590.1
OG0003626	NP_006214.3	6183.Smp_210750.1
OG0003627	NP_006212.1	6183.Smp_162890.1
OG0003628	NP_060494.1	6183.Smp_144200.1
OG0003629	NP_060108.2	6183.Smp_133860.1
OG0003630	NP_054906.2	6183.Smp_156900.1
OG0003631	NP_078943.1	6183.Smp_048940.1
OG0003632	NP_060716.2	6183.Smp_028330.1
OG0003633	NP_064528.1	6183.Smp_073080.2
OG0003634	NP_056180.1	6183.Smp_075640.3
OG0003635	NP_006419.2	6183.Smp_181290.1
OG0003636	NP_071344.1	6183.Smp_174980.1
OG0003637	NP_057161.1	6183.Smp_030330.2
OG0003638	NP_001003.1	6183.Smp_054780.1
OG0003639	NP_057292.1	6183.Smp_067540.1
OG0003640	NP_002349.1	6183.Smp_056350.1
OG0003641	NP_057359.2	6183.Smp_103210.1
OG0003642	NP_006058.1, NP_057133.2	
OG0003643	NP_001000.2	6183.Smp_093440.1
OG0003644	NP_057055.2	6183.Smp_165830.1
OG0003645	NP_036453.1	6183.Smp_157680.1
OG0003646	NP_150254.1	6183.Smp_022640.1
OG0003647	NP_002687.1	6183.Smp_128840.1
OG0003648	NP_060909.2	6183.Smp_029370.1
OG0003649	NP_057049.5	6183.Smp_004550.1
OG0003650	NP_001004.2	6183.Smp_180000.1
OG0003651	NP_003185.1	6183.Smp_098950.1
OG0003652	NP_066545.3	6183.Smp_007000.1
OG0003653	NP_598395.1	6183.Smp_172850.1
OG0003654	NP_064539.1	6183.Smp_061310.1
OG0003655	NP_004100.1	6183.Smp_016910.1
OG0003656	NP_003363.1	6183.Smp_021800.1
OG0003657	NP_003136.1	6183.Smp_009830.1
OG0003658	NP_057538.1	6183.Smp_006340.1
OG0003659	NP_001002.1	6183.Smp_021140.1
OG0003660	NP_060611.2	6183.Smp_099300.1
OG0003661	NP_006318.1	6183.Smp_080980.1
OG0003662	NP_060311.1	6183.Smp_029740.1
OG0003663	NP_057576.2	6183.Smp_048930.1
OG0003664	NP_055223.1	6183.Smp_149360.1
OG0003665	NP_004269.1	6183.Smp_035080.1
OG0003666	NP_054880.2	6183.Smp_186560.1
OG0003667	NP_003178.1	6183.Smp_166980.1
OG0003668	NP_079412.1	6183.Smp_004280.1
OG0003669	NP_057129.2	6183.Smp_036250.1
OG0003670	NP_037369.1	6183.Smp_059100.1
OG0003671	NP_000138.2	6183.Smp_146250.1
OG0003672	NP_009172.2	6183.Smp_198850.1
OG0003673	NP_001005.1	6183.Smp_066890.1
OG0003674	NP_057604.1	6183.Smp_035150.1
OG0003675	NP_002558.1	6183.Smp_050700.1
OG0003676	NP_057367.1	6183.Smp_050570.1
OG0003677	NP_060936.1	6183.Smp_082710.1
OG0003678	NP_000976.1	6183.Smp_024850.1
OG0003679	NP_057490.2	6183.Smp_070770.1
OG0003680	NP_009102.4, NP_037514.2	
OG0003681	NP_001098.1, NP_612457.1	
OG0003682	NP_006340.1	6183.Smp_103830.2
OG0003683	NP_057152.2	6183.Smp_032230.1
OG0003684	NP_004991.1	6183.Smp_194170.1
OG0003685	NP_067033.1	6183.Smp_041680.1
OG0003686	NP_057230.1	6183.Smp_028940.1
OG0003687	NP_068747.1	6183.Smp_175420.1
OG0003688	NP_116211.2	6183.Smp_066610.1
OG0003689	NP_002003.1	6183.Smp_120080.2
OG0003690	NP_061326.1	6183.Smp_082940.1
OG0003691	NP_004252.2	6183.Smp_196130.1
OG0003692	NP_005859.1	6183.Smp_130940.1
OG0003693	NP_004999.1	6183.Smp_104660.1
OG0003694	NP_002486.1	6183.Smp_018020.1
OG0003695	NP_001478.2	6183.Smp_096250.1
OG0003696	NP_006803.1	6183.Smp_197920.1
OG0003697	NP_056516.2	6183.Smp_149050.2
OG0003698	NP_003783.1	6183.Smp_140680.1
OG0003699	NP_057145.1	6183.Smp_171850.1
OG0003700	NP_006223.2	6183.Smp_006850.1
OG0003701	NP_003901.2	6183.Smp_092380.1
OG0003702	NP_068809.1	6183.Smp_073570.1
OG0003703	NP_001007.2	6183.Smp_060090.1
OG0003704	NP_056955.2	6183.Smp_070130.1
OG0003705	NP_057130.1	6183.Smp_007540.1
OG0003706	NP_054796.1	6183.Smp_021040.1
OG0003707	NP_001013.1	6183.Smp_174950.1
OG0003708	NP_000982.2	6183.Smp_084460.1
OG0003709	NP_000135.2	6183.Smp_137190.1
OG0003710	NP_076973.1	6183.Smp_032920.2
OG0003711	NP_002882.3	6183.Smp_127770.1
OG0003712	NP_005730.2, NP_056191.1	
OG0003713	NP_000979.1	6183.Smp_063350.1
OG0003714	NP_057149.1	6183.Smp_066480.1
OG0003715	NP_054887.2	6183.Smp_151780.1
OG0003716	NP_003964.3	6183.Smp_175740.2
OG0003717	NP_060310.1	6183.Smp_154690.1
OG0003718	NP_005701.1	6183.Smp_089630.1
OG0003719	NP_001536.1	6183.Smp_086710.1
OG0003720	NP_005731.1	6183.Smp_030910.1
OG0003721	NP_004699.1	6183.Smp_058350.1
OG0003722	NP_004222.2	6183.Smp_023160.1
OG0003723	NP_115493.1	6183.Smp_058990.1
OG0003724	NP_000974.1	6183.Smp_085300.1
OG0003725	NP_009140.1	6183.Smp_004940.1
OG0003726	NP_055700.2	6183.Smp_210460.1
OG0003727	NP_057210.2	6183.Smp_027500.1
OG0003728	NP_004698.3	6183.Smp_093670.1
OG0003729	NP_006285.1	6183.Smp_024120.1
OG0003730	NP_115487.2	6183.Smp_131860.1
OG0003731	NP_057153.8	6183.Smp_168770.1
OG0003732	NP_057293.1	6183.Smp_091740.1
OG0003733	NP_115488.2	6183.Smp_034430.1
OG0003734	NP_002479.1	6183.Smp_079710.1
OG0003735	NP_057053.1	6183.Smp_158640.1
OG0003736	NP_000995.1	6183.Smp_029820.1
OG0003737	NP_057484.4	6183.Smp_054560.1
OG0003738	NP_056229.2	6183.Smp_063300.1
OG0003739	NP_061820.1	6183.Smp_033400.1
OG0003740	NP_061976.1	6183.Smp_089050.1
OG0003741	NP_004544.1	6183.Smp_171900.1
OG0003742	NP_006799.1	6183.Smp_019060.1
OG0003743	NP_055037.1	6183.Smp_027480.1
OG0003744	NP_004588.1	6183.Smp_075560.1
OG0003745	NP_055278.1	6183.Smp_078640.1
OG0003746	NP_060934.1	6183.Smp_082570.1
OG0003747	NP_004483.1	6183.Smp_071830.1
OG0003748	NP_000992.1	6183.Smp_035790.1
OG0003749	NP_003124.1	6183.Smp_103310.1
OG0003750	NP_004137.2	6183.Smp_033610.1
OG0003751	NP_004364.2, NP_005196.1	
OG0003752	NP_004598.1	6183.Smp_019050.2
OG0003753	NP_001508.1	6183.Smp_082790.1
OG0003754	NP_005639.1	6183.Smp_009320.2
OG0003755	NP_000988.1	6183.Smp_035800.1
OG0003756	NP_054890.1	6183.Smp_210540.1
OG0003757	NP_055075.1	6183.Smp_027880.1
OG0003758	NP_036588.1	6183.Smp_016130.1
OG0003759	NP_003086.1	6183.Smp_060910.1
OG0003760	NP_057701.1	6183.Smp_091230.1
OG0003761	NP_112577.1	6183.Smp_135740.1
OG0003762	NP_001015.1	6183.Smp_146190.1
OG0003763	NP_055378.1	6183.Smp_168330.1
OG0003764	NP_003159.1	6183.Smp_012530.1
OG0003765	NP_055260.1	6183.Smp_089570.1
OG0003766	NP_057185.1	6183.Smp_021760.1
OG0003767	NP_077268.1	6183.Smp_210190.1
OG0003768	NP_008817.1	6183.Smp_064330.1
OG0003769	NP_005685.1	6183.Smp_029150.1
OG0003770	NP_066951.1	6183.Smp_008440.1
OG0003771	NP_000990.1	6183.Smp_058720.1
OG0003772	NP_061118.1	6183.Smp_093320.1
OG0003773	NP_000983.1	6183.Smp_066940.1
OG0003774	NP_005025.1	6183.Smp_132030.1
OG0003775	NP_002881.1, NP_072179.1	
OG0003776	NP_060710.3	6183.Smp_144880.1
OG0003777	NP_055732.2, NP_115925.2	
OG0003778	NP_006183.2, NP_006185.1	
OG0003779	NP_003244.2, NP_036586.3	
OG0003780	NP_060643.2	6183.Smp_176920.1
OG0003781	NP_055444.2, NP_060595.3	
OG0003782	NP_055601.2	6183.Smp_167650.1
OG0003783	NP_002560.1	6183.Smp_160240.1
OG0003784	NP_116011.2	6183.Smp_048980.1
OG0003785	NP_001073892.3	6183.Smp_141070.1
OG0003786	NP_055419.1, NP_060843.2	
OG0003787	NP_065960.2	6183.Smp_029800.1
OG0003788	NP_005757.1, NP_055623.1	
OG0003789	NP_079279.3	6183.Smp_124500.1
OG0003790	NP_036577.2	6183.Smp_060030.1
OG0003791	NP_001838.2, NP_378667.1	
OG0003792	NP_001836.3	6183.Smp_170340.1
OG0003793	NP_060152.2	6183.Smp_131460.1
OG0003794	NP_061840.1, NP_061841.2	
OG0003795	NP_003089.1, NP_066301.1	
OG0003796	NP_006741.1	6183.Smp_126310.1
OG0003797	NP_002508.2, NP_071406.1	
OG0003798	NP_001612.1	6183.Smp_168600.1
OG0003799	NP_001169.3, NP_064568.3	
OG0003800	NP_002509.2, NP_004889.1	
OG0003801	NP_004487.2, NP_068556.2	
OG0003802	NP_037409.2	6183.Smp_021590.1
OG0003803	NP_003792.1	6183.Smp_169770.1
OG0003804	NP_055477.1	6183.Smp_066370.1
OG0003805	NP_001220.2, NP_127463.2	
OG0003806	NP_067043.2	6183.Smp_095290.1
OG0003807	NP_001454.2, NP_003005.2	
OG0003808	NP_003172.1, NP_005140.1	
OG0003809	NP_055545.1	6183.Smp_005060.1
OG0003810	NP_068743.3, NP_112554.3	
OG0003811	NP_002581.2, NP_116567.1	
OG0003812	NP_061720.2	6183.Smp_034920.1
OG0003813	NP_001360.1	6183.Smp_153140.1
OG0003814	NP_001888.2	6183.Smp_137200.1
OG0003815	NP_057196.2	6183.Smp_199610.1
OG0003816	NP_005112.2	6183.Smp_147560.1
OG0003817	NP_001138462.1	6183.Smp_145280.1
OG0003818	NP_036400.2	6183.Smp_160830.1
OG0003819	NP_005494.2	6183.Smp_144990.1
OG0003820	NP_056332.2	6183.Smp_101310.1
OG0003821	NP_036540.3	6183.Smp_170390.1
OG0003822	NP_005119.2	6183.Smp_164120.1
OG0003823	NP_055370.1, NP_060106.2	
OG0003824	NP_055852.2	6183.Smp_132000.1
OG0003825	NP_055529.2	6183.Smp_163250.1
OG0003826	NP_001107.2	6183.Smp_102340.1
OG0003827	NP_056011.3	6183.Smp_136390.1
OG0003828	NP_000893.2, NP_258428.2	
OG0003829	NP_112220.2	6183.Smp_159140.1
OG0003830	NP_005621.2, NP_009187.1	
OG0003831	NP_005134.1, NP_066275.3	
OG0003832	NP_000119.1, NP_000883.2	
OG0003833	NP_004253.1, NP_054777.2	
OG0003834	NP_004752.1, NP_055964.3	
OG0003835	NP_000284.1	6183.Smp_161680.1
OG0003836	NP_000283.1	6183.Smp_149040.1
OG0003837	NP_000184.1, NP_066382.1	
OG0003838	NP_116174.3	6183.Smp_082250.1
OG0003839	NP_068603.4	6183.Smp_181340.1
OG0003840	NP_060051.2, NP_065135.2	
OG0003841	NP_003683.2, NP_057276.2	
OG0003842	NP_036539.1	6183.Smp_132940.1
OG0003843	NP_065103.1, NP_071332.2	
OG0003844	NP_009158.3, NP_110411.1	
OG0003845	NP_009163.2, NP_067637.2	
OG0003846	NP_003958.2, NP_444508.1	
OG0003847	NP_620414.1, NP_658986.1	
OG0003848	NP_000721.1, NP_005286.2	
OG0003849	NP_000785.1, NP_000789.1	
OG0003850	NP_062813.2, NP_858043.1	
OG0003851	NP_000900.1, NP_005963.4	
OG0003852	NP_003292.1	6183.Smp_134350.1
OG0003853	NP_001516.2, NP_001517.2	
OG0003854	NP_004758.3, NP_005293.1	
OG0003855	NP_005285.1, NP_005675.3	
OG0003856	NP_002684.1	6183.Smp_161380.1
OG0003857	NP_003174.3	6183.Smp_175340.1
OG0003858	NP_001101.1	6183.Smp_197390.1
OG0003859	NP_001034.1, NP_001035.1	
OG0003860	NP_006327.2	6183.Smp_157770.1
OG0003861	NP_057175.1	6183.Smp_064530.1
OG0003862	NP_055892.2	6183.Smp_012780.1
OG0003863	NP_055266.2	6183.Smp_136130.1
OG0003864	NP_079221.2	6183.Smp_073800.1
OG0003865	NP_110421.1	6183.Smp_001095.1
OG0003866	NP_115669.3	6183.Smp_154850.1
OG0003867	NP_065076.2	6183.Smp_146060.1
OG0003868	NP_000539.2, NP_066399.2	
OG0003869	NP_005010.2	6183.Smp_134500.1
OG0003870	NP_002590.1	6183.Smp_135500.1
OG0003871	NP_002591.2	6183.Smp_134140.1
OG0003872	NP_002597.1	6183.Smp_197150.1
OG0003873	NP_000780.1, NP_068576.1	
OG0003874	NP_068579.3	6183.Smp_027390.1
OG0003875	NP_060619.4	6183.Smp_147620.1
OG0003876	NP_689969.2	6183.Smp_007700.1
OG0003877	NP_005576.3, NP_005895.1	
OG0003878	NP_005350.1	6183.Smp_033950.2
OG0003879	NP_005894.3	6183.Smp_013060.1
OG0003880	NP_079100.2	6183.Smp_044810.1
OG0003881	NP_078920.2, NP_116167.3	
OG0003882	NP_060496.2	6183.Smp_094330.1
OG0003883	NP_000440.1	6183.Smp_040350.1
OG0003884	NP_002228.2, NP_036415.1	
OG0003885	NP_005579.2, NP_005916.2	
OG0003886	NP_036596.3	6183.Smp_134430.1
OG0003887	NP_001867.2, NP_004368.1	
OG0003888	NP_000746.3, NP_003994.3	
OG0003889	NP_057445.4	6183.Smp_139900.1
OG0003890	NP_004426.2	6183.Smp_105080.1
OG0003891	NP_079265.2	6183.Smp_175320.1
OG0003892	NP_065207.2	6183.Smp_139230.1
OG0003893	NP_004473.2, NP_009141.2	
OG0003894	NP_065743.2, NP_078848.2	
OG0003895	NP_068776.2	6183.Smp_018260.1
OG0003896	NP_056958.3	6183.Smp_145970.1
OG0003897	NP_006535.1	6183.Smp_148070.1
OG0003898	NP_004554.3	6183.Smp_005880.1
OG0003899	NP_001489.1	6183.Smp_013860.1
OG0003900	NP_068587.1	6183.Smp_150520.1
OG0003901	NP_060164.3	6183.Smp_145040.1
OG0003902	NP_003046.2	6183.Smp_046120.1
OG0003903	NP_036273.1	6183.Smp_066820.2
OG0003904	NP_075066.1	6183.Smp_138280.1
OG0003905	NP_079105.4	6183.Smp_126120.1
OG0003906	NP_079355.2	6183.Smp_043500.1
OG0003907	NP_002754.2	6183.Smp_045470.1
OG0003908	NP_006463.3, NP_056498.1	
OG0003909	NP_004384.5	6183.Smp_129470.1
OG0003910	NP_079202.2	6183.Smp_003930.1
OG0003911	NP_078805.3	6183.Smp_144090.2
OG0003912	NP_003029.2, NP_005619.1	
OG0003913	NP_004162.2	6183.Smp_016600.1
OG0003914	NP_004163.3, NP_005062.1	
OG0003915	NP_115524.3	6183.Smp_169510.1
OG0003916	NP_004506.2	6183.Smp_141000.1
OG0003917	NP_004873.3	6183.Smp_049680.1
OG0003918	NP_000705.2	6183.Smp_102510.1
OG0003919	NP_002422.1	6183.Smp_045750.1
OG0003920	NP_065141.3	6183.Smp_066590.1
OG0003921	NP_009183.3	6183.Smp_139940.1
OG0003922	NP_002031.2	6183.Smp_168810.1
OG0003923	NP_002008.2, NP_004440.1	
OG0003924	NP_005229.1, NP_005230.1	
OG0003925	NP_059991.1	6183.Smp_128330.1
OG0003926	NP_060882.2	6183.Smp_212540.1
OG0003927	NP_056465.2	6183.Smp_173860.1
OG0003928	NP_000715.2	6183.Smp_141660.1
OG0003929	NP_065068.1	6183.Smp_012570.1
OG0003930	NP_057301.1	6183.Smp_123250.1
OG0003931	NP_002683.2	6183.Smp_124120.1
OG0003932	NP_001073902.1, NP_006839.2	
OG0003933	NP_000427.1, NP_071403.1	
OG0003934	NP_009007.2	6183.Smp_042230.1
OG0003935	NP_631912.3	6183.Smp_175980.1
OG0003936	NP_116198.3	6183.Smp_049930.1
OG0003937	NP_060198.3	6183.Smp_174410.1
OG0003938	NP_055121.1	6183.Smp_074870.1
OG0003939	NP_056345.3	6183.Smp_169990.1
OG0003940	NP_073150.2	6183.Smp_194670.1
OG0003941	NP_005561.1, NP_068591.2	
OG0003942	NP_115696.2	6183.Smp_159620.1
OG0003943	NP_058651.3	6183.Smp_164050.1
OG0003944	NP_060703.3	6183.Smp_136270.1
OG0003945	NP_003928.1	6183.Smp_023470.1
OG0003946	NP_000428.2, NP_005075.3	
OG0003947	NP_065138.2, NP_116201.7	
OG0003948	NP_067022.1	6183.Smp_062070.2
OG0003949	NP_872282.1	6183.Smp_153460.1
OG0003950	NP_073593.2	6183.Smp_083930.1
OG0003951	NP_060713.1	6183.Smp_029890.1
OG0003952	NP_001177.1, NP_068585.1	
OG0003953	NP_060505.2	6183.Smp_039390.1
OG0003954	NP_078849.1	6183.Smp_049140.1
OG0003955	NP_004044.3	6183.Smp_046550.1
OG0003956	NP_003071.2	6183.Smp_162880.1
OG0003957	NP_036534.1	6183.Smp_073210.1
OG0003958	NP_004535.1	6183.Smp_031710.1
OG0003959	NP_073572.2	6183.Smp_164500.1
OG0003960	NP_077026.2	6183.Smp_210330.1
OG0003961	NP_116325.1	6183.Smp_131500.1
OG0003962	NP_000077.1	6183.Smp_197500.1
OG0003963	NP_060563.2	6183.Smp_156570.1
OG0003964	NP_000313.2, NP_000318.2	
OG0003965	NP_056207.3	6183.Smp_054170.1
OG0003966	NP_003977.1, NP_060666.1	
OG0003967	NP_064576.1	6183.Smp_012410.1
OG0003968	NP_057305.1	6183.Smp_123165.1
OG0003969	NP_005797.1	6183.Smp_000620.1
OG0003970	NP_003231.2, NP_066277.1	
OG0003971	NP_001192.4, NP_004953.1	
OG0003972	NP_005251.1, NP_005439.2	
OG0003973	NP_005636.1	6183.Smp_210960.1
OG0003974	NP_060845.2	6183.Smp_162920.1
OG0003975	NP_112486.1	6183.Smp_192000.1
OG0003976	NP_078914.1	6183.Smp_102810.1
OG0003977	NP_003674.1	6183.Smp_159870.1
OG0003978	NP_060347.2	6183.Smp_163220.1
OG0003979	NP_003382.1, NP_078613.1	
OG0003980	NP_003386.1, NP_003387.1	
OG0003981	NP_003385.2, NP_079492.2	
OG0003982	NP_057171.2, NP_476509.1	
OG0003983	NP_004616.2, NP_478679.1	
OG0003984	NP_003384.2, NP_490645.1	
OG0003985	NP_061139.2	6183.Smp_104630.1
OG0003986	NP_444511.1	6183.Smp_196410.1
OG0003987	NP_004766.2, NP_004767.1	
OG0003988	NP_009186.1	6183.Smp_210290.1
OG0003989	NP_115695.1	6183.Smp_088620.1
OG0003990	NP_036394.1	6183.Smp_075450.1
OG0003991	NP_001908.3	6183.Smp_170430.1
OG0003992	NP_478136.1	6183.Smp_132210.1
OG0003993	NP_004623.1	6183.Smp_210450.1
OG0003994	NP_057092.2	6183.Smp_159340.1
OG0003995	NP_114407.3	6183.Smp_092850.3
OG0003996	NP_068593.2	6183.Smp_069910.1
OG0003997	NP_006518.1	6183.Smp_137390.1
OG0003998	NP_056326.2	6183.Smp_011710.1
OG0003999	NP_036379.2, NP_036380.2	
OG0004000	NP_057665.2	6183.Smp_015880.1
OG0004001	NP_055587.1, NP_065730.2	
OG0004002	NP_060206.2	6183.Smp_095140.1
OG0004003	NP_115553.2	6183.Smp_043070.1
OG0004004	NP_061913.3	6183.Smp_015800.1
OG0004005	NP_000222.2, NP_631906.2	
OG0004006	NP_057707.3, NP_110424.1	
OG0004007	NP_004798.3	6183.Smp_124020.1
OG0004008	NP_060091.1	6183.Smp_119120.1
OG0004009	NP_004468.1	6183.Smp_037290.1
OG0004010	NP_006430.1	6183.Smp_000950.1
OG0004011	NP_077733.3	6183.Smp_090820.1
OG0004012	NP_057556.2	6183.Smp_136320.1
OG0004013	NP_004870.3	6183.Smp_143280.1
OG0004014	NP_114431.2	6183.Smp_139030.1
OG0004015	NP_054745.1	6183.Smp_163300.1
OG0004016	NP_006773.2	6183.Smp_160950.1
OG0004017	NP_060680.2	6183.Smp_000470.1
OG0004018	NP_001679.2	6183.Smp_154530.1
OG0004019	NP_060284.1	6183.Smp_135880.1
OG0004020	NP_003720.1	6183.Smp_134370.1
OG0004021	NP_005763.3	6183.Smp_102450.1
OG0004022	NP_057038.2	6183.Smp_141970.1
OG0004023	NP_004341.1	6183.Smp_174320.1
OG0004024	NP_060648.2	6183.Smp_007500.1
OG0004025	NP_057109.3	6183.Smp_001940.1
OG0004026	NP_057192.2, NP_116133.1	
OG0004027	NP_078865.1	6183.Smp_136980.1
OG0004028	NP_056517.1	6183.Smp_210930.1
OG0004029	NP_005324.3	6183.Smp_022320.2
OG0004030	NP_004498.1	6183.Smp_176500.1
OG0004031	NP_258257.1	6183.Smp_193250.1
OG0004032	NP_003453.3	6183.Smp_162140.1
OG0004033	NP_060596.2	6183.Smp_092810.1
OG0004034	NP_005071.2	6183.Smp_044770.1
OG0004035	NP_004539.1	6183.Smp_058150.1
OG0004036	NP_005309.1	6183.Smp_003770.1
OG0004037	NP_001434.1, NP_001436.1	
OG0004038	NP_000371.1	6183.Smp_010260.1
OG0004039	NP_057036.2	6183.Smp_022150.1
OG0004040	NP_064709.2	6183.Smp_207000.1
OG0004041	NP_000311.2	6183.Smp_086210.1
OG0004042	NP_005771.1	6183.Smp_176720.1
OG0004043	NP_056496.1	6183.Smp_011740.1
OG0004044	NP_085055.2	6183.Smp_076860.1
OG0004045	NP_004600.3	6183.Smp_015670.1
OG0004046	NP_004918.1	6183.Smp_024030.1
OG0004047	NP_057537.1	6183.Smp_128280.2
OG0004048	NP_079222.1	6183.Smp_141820.3
OG0004049	NP_002592.1	6183.Smp_151190.1
OG0004050	NP_006401.3	6183.Smp_118860.1
OG0004051	NP_004995.1	6183.Smp_036400.1
OG0004052	NP_006562.1	6183.Smp_133850.1
OG0004053	NP_078986.1	6183.Smp_000630.1
OG0004054	NP_006644.1, NP_006645.3	
OG0004055	NP_054758.2	6183.Smp_010620.1
OG0004056	NP_005430.1, NP_071888.1	
OG0004057	NP_060740.1	6183.Smp_130630.1
OG0004058	NP_006577.2	6183.Smp_060190.3
OG0004059	NP_000323.2	6183.Smp_168620.1
OG0004060	NP_115881.3	6183.Smp_060270.1
OG0004061	NP_078929.1	6183.Smp_103010.1
OG0004062	NP_055580.1	6183.Smp_136210.1
OG0004063	NP_076956.1	6183.Smp_098340.1
OG0004064	NP_057222.2	6183.Smp_180060.1
OG0004065	NP_006423.1	6183.Smp_194840.1
OG0004066	NP_001792.2	6183.Smp_165750.1
OG0004067	NP_057485.2	6183.Smp_027220.1
OG0004068	NP_115729.1	6183.Smp_097620.1
OG0004069	NP_057183.2	6183.Smp_208080.1
OG0004070	NP_057179.1	6183.Smp_100380.1
OG0004071	NP_055567.2	6183.Smp_024390.3
OG0004072	NP_003657.1	6183.Smp_097790.2
