Orthogroup	protein_mansoni	resultado_cel
OG0003741	6183.Smp_166930.1	NP_502791.1
OG0003742	6183.Smp_166980.1	NP_499814.1
OG0003743	6183.Smp_167150.1	NP_498096.2
OG0003744	6183.Smp_167170.1	NP_498746.1
OG0003745	6183.Smp_167200.1	NP_496210.2
OG0003746	6183.Smp_167210.1	NP_509772.1
OG0003747	6183.Smp_167220.1	NP_505525.1
OG0003748	6183.Smp_167230.1	NP_502813.1
OG0003749	6183.Smp_167240.1, 6183.Smp_167250.1	
OG0003750	6183.Smp_167330.1	NP_509821.1
OG0003751	6183.Smp_167400.1	NP_494798.4
OG0003752	6183.Smp_167550.1	NP_502693.2
OG0003753	6183.Smp_167570.1	NP_505509.1
OG0003754	6183.Smp_167590.1	NP_497100.1
OG0003755	6183.Smp_167630.1, 6183.Smp_210210.1	
OG0003756	6183.Smp_167650.1	NP_498172.3
OG0003757	6183.Smp_167660.1	NP_510848.1
OG0003758	6183.Smp_167880.1	NP_498307.1
OG0003759	6183.Smp_167890.1	NP_498954.1
OG0003760	6183.Smp_167950.1	NP_503392.3
OG0003761	6183.Smp_167960.1	NP_498812.2
OG0003762	6183.Smp_168050.1	NP_499157.2
OG0003763	6183.Smp_168130.1	NP_492478.2
OG0003764	6183.Smp_168330.1	NP_508272.1
OG0003765	6183.Smp_168340.1	NP_498592.1
OG0003766	6183.Smp_168370.1	NP_509554.2
OG0003767	6183.Smp_168490.1, 6183.Smp_174910.1	
OG0003768	6183.Smp_168520.1	NP_497782.1
OG0003769	6183.Smp_168600.1	NP_492530.1
OG0003770	6183.Smp_168610.1	NP_492622.1
OG0003771	6183.Smp_168620.1	NP_491837.2
OG0003772	6183.Smp_168660.1	NP_502593.2
OG0003773	6183.Smp_168760.1	NP_495754.3
OG0003774	6183.Smp_168770.1	NP_499775.1
OG0003775	6183.Smp_168890.1	NP_492041.1
OG0003776	6183.Smp_168900.1, 6183.Smp_192470.1	
OG0003777	6183.Smp_169030.1	NP_499478.2
OG0003778	6183.Smp_169040.1	NP_497483.2
OG0003779	6183.Smp_169060.1	NP_492363.1
OG0003780	6183.Smp_169140.1	NP_492440.1
OG0003781	6183.Smp_169180.1	NP_501120.1
OG0003782	6183.Smp_169280.1	NP_503137.1
OG0003783	6183.Smp_169320.1	NP_497260.1
OG0003784	6183.Smp_169440.1	NP_500480.1
OG0003785	6183.Smp_169520.1	NP_490864.2
OG0003786	6183.Smp_169540.1	NP_495960.2
OG0003787	6183.Smp_169690.1	NP_499771.1
OG0003788	6183.Smp_169740.1	NP_501503.1
OG0003789	6183.Smp_169750.1	NP_498761.2
OG0003790	6183.Smp_169770.1	NP_491700.2
OG0003791	6183.Smp_169870.1	NP_495704.1
OG0003792	6183.Smp_169880.1, 6183.Smp_169890.1	
OG0003793	6183.Smp_169920.1	NP_501634.1
OG0003794	6183.Smp_169990.1	NP_501354.1
OG0003795	6183.Smp_170100.1	NP_492347.2
OG0003796	6183.Smp_170110.1	NP_496136.1
OG0003797	6183.Smp_170230.1	NP_495237.1
OG0003798	6183.Smp_170250.1	NP_492341.1
OG0003799	6183.Smp_170350.1	NP_509020.2
OG0003800	6183.Smp_170400.1	NP_492553.1
OG0003801	6183.Smp_170430.1	NP_500234.3
OG0003802	6183.Smp_170510.1	NP_507244.1
OG0003803	6183.Smp_170570.1	NP_504495.1
OG0003804	6183.Smp_170590.1	NP_493507.1
OG0003805	6183.Smp_170610.1, 6183.Smp_170620.1	
OG0003806	6183.Smp_170630.1, 6183.Smp_212710.1	
OG0003807	6183.Smp_170690.1	NP_502669.2
OG0003808	6183.Smp_170730.1	NP_504472.1
OG0003809	6183.Smp_170760.1	NP_498673.3
OG0003810	6183.Smp_170950.1	NP_492346.2
OG0003811	6183.Smp_171120.1	NP_499652.1
OG0003812	6183.Smp_171150.1	NP_498112.1
OG0003813	6183.Smp_171160.1	NP_492284.2
OG0003814	6183.Smp_171200.1	NP_510361.1
OG0003815	6183.Smp_171260.1	NP_495711.1
OG0003816	6183.Smp_171380.1	NP_490781.2
OG0003817	6183.Smp_171530.1	NP_499891.1
OG0003818	6183.Smp_171570.1	NP_491608.1
OG0003819	6183.Smp_171630.1	NP_497007.1
OG0003820	6183.Smp_171660.1	NP_496760.1
OG0003821	6183.Smp_171710.1	NP_496331.1
OG0003822	6183.Smp_171720.1	NP_495305.1
OG0003823	6183.Smp_171790.1	NP_491182.3
OG0003824	6183.Smp_171830.1	NP_496062.3
OG0003825	6183.Smp_171900.1	NP_492007.1
OG0003826	6183.Smp_172090.1	NP_499587.1
OG0003827	6183.Smp_172160.1	NP_502135.1
OG0003828	6183.Smp_172220.1	NP_493945.1
OG0003829	6183.Smp_172240.1	NP_501073.1
OG0003830	6183.Smp_172280.1	NP_498162.2
OG0003831	6183.Smp_172390.1	NP_504548.1
OG0003832	6183.Smp_172400.1	NP_510529.1
OG0003833	6183.Smp_172440.1	NP_504694.1
OG0003834	6183.Smp_172510.1	NP_499759.2
OG0003835	6183.Smp_172530.1	NP_490962.1
OG0003836	6183.Smp_172850.1	NP_496216.1
OG0003837	6183.Smp_173090.1	NP_493483.1
OG0003838	6183.Smp_173120.1	NP_509040.2
OG0003839	6183.Smp_173180.2	NP_499457.1
OG0003840	6183.Smp_173270.1, 6183.Smp_175050.1	
OG0003841	6183.Smp_173320.1	NP_495990.1
OG0003842	6183.Smp_173330.1	NP_495180.2
OG0003843	6183.Smp_173390.1	NP_498949.2
OG0003844	6183.Smp_173440.1	NP_493618.1
OG0003845	6183.Smp_173480.1	NP_508448.1
OG0003846	6183.Smp_173650.1	NP_493178.1
OG0003847	6183.Smp_173700.1	NP_497771.1
OG0003848	6183.Smp_173810.1	NP_492591.1
OG0003849	6183.Smp_173840.1	NP_504558.1
OG0003850	6183.Smp_173860.1	NP_508149.1
OG0003851	6183.Smp_173940.1	NP_492635.1
OG0003852	6183.Smp_174010.1	NP_496458.3
OG0003853	6183.Smp_174210.1	NP_500063.1
OG0003854	6183.Smp_174270.1, 6183.Smp_174290.1	
OG0003855	6183.Smp_174310.1	NP_491390.2
OG0003856	6183.Smp_174320.1	NP_491679.1
OG0003857	6183.Smp_174370.1	NP_505625.1
OG0003858	6183.Smp_174390.1, 6183.Smp_192670.1	
OG0003859	6183.Smp_174410.1	NP_509879.2
OG0003860	6183.Smp_174450.1	NP_508970.1
OG0003861	6183.Smp_174470.1	NP_509671.3
OG0003862	6183.Smp_174580.1	NP_508151.1
OG0003863	6183.Smp_174620.1	NP_492455.1
OG0003864	6183.Smp_174640.1	NP_497197.1
OG0003865	6183.Smp_174670.1	NP_495566.1
OG0003866	6183.Smp_174680.1	NP_496307.1
OG0003867	6183.Smp_174920.1	NP_495584.4
OG0003868	6183.Smp_174950.1	NP_492555.1
OG0003869	6183.Smp_174980.1	NP_491114.2
OG0003870	6183.Smp_174990.1	NP_498267.3
OG0003871	6183.Smp_175200.1	NP_507972.1
OG0003872	6183.Smp_175220.1	NP_495618.1
OG0003873	6183.Smp_175230.1	NP_492364.1
OG0003874	6183.Smp_175320.1	NP_505855.2
OG0003875	6183.Smp_175340.1	NP_509318.1
OG0003876	6183.Smp_175420.1	NP_498755.1
OG0003877	6183.Smp_175430.1	NP_502299.1
OG0003878	6183.Smp_175460.1	NP_498508.1
OG0003879	6183.Smp_175530.1, 6183.Smp_175540.1	
OG0003880	6183.Smp_175610.1	NP_491127.1
OG0003881	6183.Smp_175660.1	NP_500267.1
OG0003882	6183.Smp_175740.2	NP_492576.1
OG0003883	6183.Smp_175750.1	NP_498715.1
OG0003884	6183.Smp_175760.1	NP_492222.2
OG0003885	6183.Smp_176060.1	NP_491231.2
OG0003886	6183.Smp_176230.1	NP_492785.1
OG0003887	6183.Smp_176270.1	NP_505968.1
OG0003888	6183.Smp_176290.1	NP_500619.1
OG0003889	6183.Smp_176360.1	NP_509576.1
OG0003890	6183.Smp_176370.1	NP_510485.2
OG0003891	6183.Smp_176430.2	NP_506293.1
OG0003892	6183.Smp_176440.1	NP_506259.2
OG0003893	6183.Smp_176510.1	NP_497459.3
OG0003894	6183.Smp_176530.1	NP_499234.2
OG0003895	6183.Smp_176580.1	NP_504357.1
OG0003896	6183.Smp_176600.1	NP_505808.1
OG0003897	6183.Smp_176620.1	NP_495617.1
OG0003898	6183.Smp_176840.1	NP_504952.1
OG0003899	6183.Smp_176920.1	NP_490792.2
OG0003900	6183.Smp_176930.1, 6183.Smp_176940.1	
OG0003901	6183.Smp_177040.1	NP_491783.1
OG0003902	6183.Smp_177080.1	NP_495010.2
OG0003903	6183.Smp_177120.1	NP_491705.1
OG0003904	6183.Smp_177790.1	NP_501917.2
OG0003905	6183.Smp_178260.1	NP_499437.2
OG0003906	6183.Smp_178490.1	NP_495436.1
OG0003907	6183.Smp_178700.1	NP_499296.2
OG0003908	6183.Smp_178750.1	NP_503060.1
OG0003909	6183.Smp_178920.1	NP_502120.1
OG0003910	6183.Smp_179010.1	NP_508024.2
OG0003911	6183.Smp_179050.1	NP_500416.1
OG0003912	6183.Smp_179180.1	NP_497978.1
OG0003913	6183.Smp_179230.1, 6183.Smp_205750.1	
OG0003914	6183.Smp_179270.3	NP_491934.1
OG0003915	6183.Smp_179290.1	NP_502289.2
OG0003916	6183.Smp_179580.1, 6183.Smp_185180.1	
OG0003917	6183.Smp_179630.1, 6183.Smp_193650.1	
OG0003918	6183.Smp_179710.1	NP_498413.1
OG0003919	6183.Smp_179780.1	NP_510439.1
OG0003920	6183.Smp_179800.1	NP_509010.1
OG0003921	6183.Smp_179910.1	NP_502213.3
OG0003922	6183.Smp_180000.1	NP_496384.1
OG0003923	6183.Smp_180010.1	NP_492215.1
OG0003924	6183.Smp_180060.1	NP_498128.1
OG0003925	6183.Smp_180160.1	NP_497989.1
OG0003926	6183.Smp_180210.1	NP_493351.1
OG0003927	6183.Smp_180240.1	NP_495473.2
OG0003928	6183.Smp_180370.1	NP_501233.1
OG0003929	6183.Smp_180380.1	NP_499347.1
OG0003930	6183.Smp_180400.1	NP_492694.1
OG0003931	6183.Smp_180420.1	NP_497969.1
OG0003932	6183.Smp_180480.1	NP_491404.2
OG0003933	6183.Smp_180520.1	NP_499753.1
OG0003934	6183.Smp_180530.1	NP_494886.1
OG0003935	6183.Smp_180760.1	NP_505767.1
OG0003936	6183.Smp_180900.1	NP_501328.1
OG0003937	6183.Smp_180910.1	NP_508980.2
OG0003938	6183.Smp_181090.1	NP_501789.1
OG0003939	6183.Smp_181230.1	NP_499363.3
OG0003940	6183.Smp_181240.1	NP_497510.2
OG0003941	6183.Smp_181270.2	NP_492508.1
OG0003942	6183.Smp_181290.1	NP_493672.1
OG0003943	6183.Smp_181380.1	NP_495413.1
OG0003944	6183.Smp_181480.1	NP_498345.1
OG0003945	6183.Smp_182360.1, 6183.Smp_185900.1	
OG0003946	6183.Smp_182410.1, 6183.Smp_184380.1	
OG0003947	6183.Smp_182930.1, 6183.Smp_183570.1	
OG0003948	6183.Smp_182940.1, 6183.Smp_203030.1	
OG0003949	6183.Smp_183020.1, 6183.Smp_186130.1	
OG0003950	6183.Smp_183710.1	NP_505818.1
OG0003951	6183.Smp_184710.1, 6183.Smp_185170.1	
OG0003952	6183.Smp_185080.1, 6183.Smp_201050.1	
OG0003953	6183.Smp_185130.1, 6183.Smp_190210.1	
OG0003954	6183.Smp_185230.1	NP_499649.2
OG0003955	6183.Smp_185360.1, 6183.Smp_186610.1	
OG0003956	6183.Smp_185430.1, 6183.Smp_205950.1	
OG0003957	6183.Smp_186470.1, 6183.Smp_186490.1	
OG0003958	6183.Smp_186560.1	NP_498778.1
OG0003959	6183.Smp_186640.1	NP_502661.3
OG0003960	6183.Smp_186650.1	NP_496336.1
OG0003961	6183.Smp_186980.1	NP_491168.1
OG0003962	6183.Smp_188590.1	NP_509423.2
OG0003963	6183.Smp_189110.1, 6183.Smp_189120.1	
OG0003964	6183.Smp_191310.1	NP_510700.3
OG0003965	6183.Smp_191360.1	NP_493334.1
OG0003966	6183.Smp_191690.1, 6183.Smp_193270.1	
OG0003967	6183.Smp_192000.1	NP_502268.2
OG0003968	6183.Smp_192360.1	NP_495778.1
OG0003969	6183.Smp_193790.1	NP_500364.2
OG0003970	6183.Smp_194010.1	NP_504227.3
OG0003971	6183.Smp_194030.1	NP_508899.1
OG0003972	6183.Smp_194160.1	NP_497837.1
OG0003973	6183.Smp_194170.1	NP_501688.1
OG0003974	6183.Smp_194240.1	NP_510258.2
OG0003975	6183.Smp_194370.1	NP_496322.2
OG0003976	6183.Smp_194530.1	NP_509786.2
OG0003977	6183.Smp_194590.1	NP_509282.4
OG0003978	6183.Smp_194620.1	NP_493229.1
OG0003979	6183.Smp_194670.1	NP_510453.1
OG0003980	6183.Smp_194820.1	NP_492438.1
OG0003981	6183.Smp_194900.1	NP_501591.2
OG0003982	6183.Smp_194920.1	NP_498963.1
OG0003983	6183.Smp_194930.1	NP_497068.2
OG0003984	6183.Smp_194940.1	NP_496154.1
OG0003985	6183.Smp_194950.1	NP_496057.1
OG0003986	6183.Smp_196030.1	NP_491522.1
OG0003987	6183.Smp_196120.1	NP_496491.1
OG0003988	6183.Smp_196130.1	NP_500152.1
OG0003989	6183.Smp_196160.1	NP_492330.2
OG0003990	6183.Smp_196180.1	NP_495340.1
OG0003991	6183.Smp_196250.1	NP_491442.1
OG0003992	6183.Smp_196350.1	NP_495959.2
OG0003993	6183.Smp_196410.1	NP_497266.1
OG0003994	6183.Smp_196450.1	NP_499773.2
OG0003995	6183.Smp_196570.1	NP_508537.1
OG0003996	6183.Smp_196600.1	NP_505177.1
OG0003997	6183.Smp_196690.1	NP_491348.1
OG0003998	6183.Smp_196930.1	NP_493668.1
OG0003999	6183.Smp_197390.1	NP_492377.1
OG0004000	6183.Smp_197450.1	NP_497726.2
OG0004001	6183.Smp_197480.1	NP_492206.1
OG0004002	6183.Smp_197540.1	NP_498847.1
OG0004003	6183.Smp_197640.1	NP_498054.2
OG0004004	6183.Smp_198050.1	NP_499912.1
OG0004005	6183.Smp_198120.1	NP_498684.1
OG0004006	6183.Smp_198280.1	NP_493670.2
OG0004007	6183.Smp_198330.1	NP_493409.3
OG0004008	6183.Smp_198420.1	NP_493272.1
OG0004009	6183.Smp_198430.1	NP_500910.3
OG0004010	6183.Smp_198530.1	NP_509196.2
OG0004011	6183.Smp_198590.1	NP_498069.1
OG0004012	6183.Smp_198680.1	NP_497205.1
OG0004013	6183.Smp_198690.1	NP_504496.1
OG0004014	6183.Smp_198850.1	NP_498052.1
OG0004015	6183.Smp_198940.1	NP_506713.1
OG0004016	6183.Smp_199070.1	NP_491202.1
OG0004017	6183.Smp_199100.1	NP_497182.2
OG0004018	6183.Smp_199130.1	NP_495016.1
OG0004019	6183.Smp_199450.1	NP_499987.2
OG0004020	6183.Smp_199550.1, 6183.Smp_205430.1	
OG0004021	6183.Smp_199700.1	NP_491320.1
OG0004022	6183.Smp_199730.1	NP_496402.1
OG0004023	6183.Smp_199940.1	NP_500130.1
OG0004024	6183.Smp_200120.1, 6183.Smp_205330.1	
OG0004025	6183.Smp_200410.1	NP_491532.3
OG0004026	6183.Smp_200710.1, 6183.Smp_212350.1	
OG0004027	6183.Smp_201520.1, 6183.Smp_201530.1	
OG0004028	6183.Smp_201650.1, 6183.Smp_205220.1	
OG0004029	6183.Smp_203080.1, 6183.Smp_205170.1	
OG0004030	6183.Smp_203480.1	NP_501003.1
OG0004031	6183.Smp_203500.1	NP_509896.1
OG0004032	6183.Smp_203530.1	NP_510681.4
OG0004033	6183.Smp_203550.1, 6183.Smp_204370.1	
OG0004034	6183.Smp_203970.1	NP_495786.1
OG0004035	6183.Smp_204720.1	NP_509099.2
OG0004036	6183.Smp_204730.1	NP_501318.1
OG0004037	6183.Smp_204770.1	NP_499264.1
OG0004038	6183.Smp_205080.1, 6183.Smp_205090.1	
OG0004039	6183.Smp_205150.1, 6183.Smp_205160.1	
OG0004040	6183.Smp_205650.1, 6183.Smp_205710.1	
OG0004041	6183.Smp_205760.1	NP_510145.1
OG0004042	6183.Smp_206230.1, 6183.Smp_206240.1	
OG0004043	6183.Smp_207000.1	NP_498632.1
OG0004044	6183.Smp_207020.1	NP_490865.4
OG0004045	6183.Smp_207050.1	NP_508872.1
OG0004046	6183.Smp_207080.1	NP_506571.1
OG0004047	6183.Smp_208010.1	NP_500367.1
OG0004048	6183.Smp_208020.1	NP_501039.1
OG0004049	6183.Smp_208050.1	NP_505003.1
OG0004050	6183.Smp_208080.1	NP_502774.2
OG0004051	6183.Smp_209050.1	NP_492343.2
OG0004052	6183.Smp_210120.1	NP_504420.1
OG0004053	6183.Smp_210170.1	NP_498983.1
OG0004054	6183.Smp_210190.1	NP_491640.1
OG0004055	6183.Smp_210230.1	NP_506375.1
OG0004056	6183.Smp_210260.1	NP_498690.2
OG0004057	6183.Smp_210290.1	NP_499164.1
OG0004058	6183.Smp_210320.1	NP_508223.2
OG0004059	6183.Smp_210330.1	NP_503010.2
OG0004060	6183.Smp_210370.1	NP_491624.1
OG0004061	6183.Smp_210380.1	NP_492653.2
OG0004062	6183.Smp_210390.1	NP_499686.2
OG0004063	6183.Smp_210400.1	NP_496215.1
OG0004064	6183.Smp_210420.1	NP_505571.1
OG0004065	6183.Smp_210430.1	NP_503397.1
OG0004066	6183.Smp_210440.1	NP_497258.1
OG0004067	6183.Smp_210450.1	NP_496280.1
OG0004068	6183.Smp_210460.1	NP_505679.2
OG0004069	6183.Smp_210470.1	NP_510095.2
OG0004070	6183.Smp_210480.1	NP_490725.3
OG0004071	6183.Smp_210500.1	NP_507199.1
OG0004072	6183.Smp_210510.1	NP_508471.1
OG0004073	6183.Smp_210520.1	NP_495957.1
OG0004074	6183.Smp_210530.1	NP_500149.1
OG0004075	6183.Smp_210550.1	NP_493461.1
OG0004076	6183.Smp_210560.1	NP_493686.2
OG0004077	6183.Smp_210570.1	NP_491370.1
OG0004078	6183.Smp_210610.1	NP_498265.1
OG0004079	6183.Smp_210630.1	NP_500569.1
OG0004080	6183.Smp_210640.1	NP_493592.1
OG0004081	6183.Smp_210650.1	NP_509306.2
OG0004082	6183.Smp_210670.1	NP_503424.2
OG0004083	6183.Smp_210680.1	NP_498048.2
OG0004084	6183.Smp_210700.1	NP_498361.1
OG0004085	6183.Smp_210740.1	NP_491066.1
OG0004086	6183.Smp_210750.1	NP_496824.1
OG0004087	6183.Smp_210770.1	NP_501644.1
OG0004088	6183.Smp_210790.1	NP_509545.1
OG0004089	6183.Smp_210820.1	NP_497235.2
OG0004090	6183.Smp_210830.1	NP_502034.1
OG0004091	6183.Smp_210860.1	NP_490860.1
OG0004092	6183.Smp_210890.1	NP_501801.1
OG0004093	6183.Smp_210900.1	NP_496827.1
OG0004094	6183.Smp_210930.1	NP_499801.1
OG0004095	6183.Smp_210940.1	NP_493616.1
OG0004096	6183.Smp_210950.1	NP_491614.1
OG0004097	6183.Smp_210960.1	NP_496289.2
OG0004098	6183.Smp_210970.1	NP_492493.2
OG0004099	6183.Smp_211000.1	NP_509219.1
OG0004100	6183.Smp_211040.1	NP_506361.1
OG0004101	6183.Smp_211070.1	NP_498534.2
OG0004102	6183.Smp_211090.1	NP_500737.1
OG0004103	6183.Smp_211110.1	NP_504822.1
OG0004104	6183.Smp_211140.1	NP_499340.1
OG0004105	6183.Smp_211170.1	NP_499538.2
OG0004106	6183.Smp_211250.1	NP_502330.1
OG0004107	6183.Smp_211270.1	NP_508983.2
OG0004108	6183.Smp_211280.1	NP_500187.2
OG0004109	6183.Smp_211320.1	NP_493414.1
OG0004110	6183.Smp_211330.1	NP_498646.1
OG0004111	6183.Smp_212000.1	NP_494366.2
OG0004112	6183.Smp_212010.1	NP_495989.2
OG0004113	6183.Smp_212080.1	NP_502295.1
OG0004114	6183.Smp_212190.1	NP_506579.1
OG0004115	6183.Smp_212360.1	NP_491847.2
OG0004116	6183.Smp_212400.1	NP_505698.2
OG0004117	6183.Smp_212420.1	NP_491144.1
OG0004118	6183.Smp_212500.1	NP_495439.2
OG0004119	6183.Smp_212540.1	NP_502294.1
OG0004120	6183.Smp_212570.1	NP_491483.4
OG0004121	6183.Smp_212580.2	NP_499610.1
OG0004122	6183.Smp_212720.1	NP_492120.1
OG0004123	6183.Smp_212730.1	NP_493502.1
OG0004124	6183.Smp_900000.1	NP_006961.1
OG0004125	6183.Smp_900010.1	NP_006962.1
OG0004126	6183.Smp_900050.1	NP_006964.1
OG0004127	6183.Smp_900060.1	NP_006959.1
OG0004128	6183.Smp_900070.1	NP_006958.1
OG0004129	6183.Smp_900090.1	NP_006960.1
OG0004130	6183.Smp_900110.1	NP_006955.1
OG0004131		NP_496526.2, NP_496527.1
OG0004132		NP_505590.1, NP_505591.1
OG0004133		NP_506147.1, NP_509544.1
OG0004134		NP_493711.2, NP_493712.1
OG0004135		NP_490684.1, NP_490686.3
OG0004136		NP_498787.3, NP_499140.1
OG0004137		NP_493325.2, NP_493327.2
OG0004138		CAC42267.1, NP_497130.1
OG0004139		NP_493052.3, NP_500081.2
OG0004140		NP_492411.1, NP_492412.1
OG0004141		NP_510478.1, NP_510479.1
OG0004142		NP_509901.1, NP_509902.1
OG0004143		NP_502776.1, NP_506645.1
OG0004144		NP_503098.2, NP_506927.2
OG0004145		NP_490739.1, NP_491754.1
OG0004146		NP_490949.3, NP_490950.1
OG0004147		NP_498329.1, NP_498332.2
OG0004148		NP_491094.1, NP_499178.1
OG0004149		NP_506160.1, NP_506161.1
OG0004150		NP_507083.1, NP_507084.1
OG0004151		NP_499761.1, NP_499762.1
OG0004152		NP_510259.2, NP_510260.1
OG0004153		NP_491123.1, NP_491124.2
OG0004154		NP_493673.1, NP_493674.1
OG0004155		NP_505433.3, NP_505434.1
OG0004156		NP_490856.1, NP_499929.1
OG0004157		NP_493010.1, NP_500961.2
OG0004158		NP_497240.1, NP_508230.3
OG0004159		NP_492838.1, NP_492839.4
OG0004160		NP_493047.2, NP_493048.2
OG0004161		NP_491620.2, NP_501826.2
OG0004162		NP_501994.1, NP_502037.1
OG0004163		NP_490680.1, NP_492594.2
OG0004164		NP_503024.1, NP_503039.2
OG0004165		NP_491682.1, NP_491683.1
OG0004166		NP_504458.1, NP_504459.1
OG0004167		NP_497161.1, NP_497164.1
OG0004168		NP_504328.1, NP_505083.1
OG0004169		NP_495244.1, NP_495246.1
OG0004170		NP_505989.1, NP_505990.3
OG0004171		NP_502054.2, NP_509122.2
OG0004172		NP_496476.2, NP_510041.1
OG0004173		NP_497749.1, NP_505737.1
OG0004174		NP_501580.3, NP_501581.1
OG0004175		NP_500062.1, NP_508053.2
OG0004176		NP_491876.1, NP_491963.1
OG0004177		NP_491112.1, NP_491113.1
OG0004178		NP_491207.3, NP_508056.1
OG0004179		NP_498666.2, NP_498797.1
OG0004180		NP_496117.1, NP_496167.1
OG0004181		NP_500776.2, NP_505470.2
OG0004182		NP_501992.2, NP_502041.1
OG0004183		NP_500563.2, NP_506632.2
OG0004184		NP_501125.1, NP_506574.3
OG0004185		NP_491237.1, NP_491429.1
OG0004186		NP_499527.1, NP_499528.1
OG0004187		NP_502650.1, NP_504432.3
OG0004188		NP_498351.1, NP_498352.1
OG0004189		NP_490735.3, NP_505105.2
OG0004190		NP_493966.1, NP_493967.1
OG0004191		NP_491537.1, NP_491538.1
OG0004192		NP_499730.1, NP_499731.1
OG0004193		NP_500467.1, NP_501673.2
OG0004194		NP_500158.1, NP_500162.2
OG0004195		NP_497054.2, NP_497055.2
OG0004196		NP_491201.3, NP_501497.2
OG0004197		NP_499012.2, NP_499013.1
OG0004198		NP_509506.1, NP_509507.1
OG0004199		NP_499129.2, NP_499130.2
OG0004200		NP_505204.1, NP_509483.1
OG0004201		NP_505809.2, NP_505810.2
OG0004202		NP_492786.1, NP_502595.1
OG0004203		NP_498527.1, NP_498528.1
OG0004204		NP_507047.2, NP_507856.2
OG0004205		NP_510256.1, NP_510257.1
OG0004206		NP_496058.1, NP_496095.1
OG0004207		NP_492699.1, NP_510105.1
OG0004208		NP_508671.2, NP_508672.1
OG0004209		NP_497924.2, NP_497925.1
OG0004210		NP_490733.1, NP_501699.2
OG0004211		NP_505402.1, NP_510424.4
OG0004212		NP_494908.1, NP_494909.2
OG0004213		NP_492141.1, NP_510491.2
OG0004214		NP_491235.1, NP_504752.1
OG0004215		NP_497558.1, NP_501271.1
OG0004216		NP_498175.1, NP_498176.1
OG0004217		NP_492367.1, NP_492689.1
OG0004218		NP_501364.1, NP_501365.1
OG0004219		NP_499922.1, NP_500384.2
OG0004220		NP_499631.2, NP_508075.2
OG0004221		NP_510357.3, NP_510358.1
OG0004222		NP_499860.1, NP_499861.1
OG0004223		NP_498522.3, NP_498523.1
OG0004224		NP_497949.1, NP_502329.3
OG0004225		NP_504452.1, NP_504454.1
OG0004226		NP_495400.2, NP_495401.2
OG0004227		NP_495091.1, NP_505812.1
OG0004228		NP_494754.1, NP_508390.1
OG0004229		NP_494914.1, NP_495703.2
OG0004230		NP_495736.1, NP_495789.1
OG0004231		NP_501277.1, NP_502243.1
OG0004232		NP_492649.1, NP_508013.2
OG0004233		NP_491269.1, NP_491316.1
OG0004234		NP_501439.2, NP_508909.2
OG0004235		NP_501221.1, NP_509384.1
OG0004236		NP_498744.1, NP_498745.1
OG0004237		NP_500232.3, NP_502668.1
OG0004238		NP_495763.1, NP_495764.1
OG0004239		NP_506549.1, NP_506550.1
OG0004240		NP_499305.1, NP_499306.2
OG0004241		NP_502691.1, NP_506351.3
OG0004242		NP_498250.3, NP_498252.2
OG0004243		NP_508014.1, NP_510144.1
OG0004244		NP_494921.1, NP_496914.1
OG0004245		NP_508915.3, NP_508916.3
OG0004246		NP_507820.2, NP_510656.1
OG0004247		NP_492373.1, NP_492374.1
OG0004248		NP_495035.1, NP_508591.3
OG0004249		NP_498663.1, NP_499418.1
OG0004250		NP_505166.1, NP_505650.3
OG0004251		NP_494324.1, NP_494468.2
OG0004252		NP_506660.2, NP_507101.1
OG0004253		NP_503110.3, NP_510266.3
OG0004254		NP_494995.2, NP_494996.1
OG0004255		NP_503400.1, NP_503401.3
OG0004256		NP_492571.1, NP_492573.1
OG0004257		AAF06159.1, NP_507337.1
OG0004258		NP_492121.1, NP_500994.1
OG0004259		NP_493503.2, NP_493504.1
OG0004260		NP_510175.1, NP_510176.1
OG0004261		NP_496784.1, NP_496786.2
OG0004262		NP_497035.3, NP_510831.2
OG0004263		NP_494897.3, NP_506373.1
OG0004264		NP_497766.3, NP_497767.1
OG0004265		NP_509104.1, NP_509105.1
OG0004266		NP_505949.1, NP_506362.1
OG0004267		NP_508178.2, NP_508179.2
OG0004268		NP_497900.2, NP_503345.2
OG0004269		NP_495737.1, NP_495788.1
OG0004270		NP_497995.2, NP_500772.1
OG0004271		NP_499015.2, NP_499016.2
OG0004272		NP_501476.2, NP_501477.2
OG0004273		NP_494848.3, NP_503845.1
OG0004274		NP_501235.2, NP_501236.1
OG0004275		NP_499693.2, NP_499728.1
OG0004276		NP_496454.1, NP_496455.2
OG0004277		NP_499346.2, NP_508282.2
OG0004278		NP_510793.2, NP_510806.1
OG0004279		NP_506394.1, NP_506395.1
OG0004280		NP_503882.2, NP_508327.1
OG0004281		NP_499871.1, NP_501215.2
OG0004282		NP_507983.2, NP_507984.2
OG0004283		NP_510564.2, T23129
OG0004284		NP_499058.3, NP_499059.2
OG0004285		NP_498645.1, NP_499254.1
OG0004286		NP_496465.1, NP_497185.1
OG0004287		NP_509451.2, NP_509452.2
OG0004288		NP_502626.2, NP_503306.1
OG0004289		NP_508463.1, NP_510594.1
OG0004290		NP_494990.2, NP_494991.1
OG0004291		NP_497549.2, NP_504248.1
OG0004292		NP_497877.1, NP_499000.2
OG0004293		NP_495509.1, NP_496134.1
OG0004294		NP_494694.2, NP_496729.2
