Orthogroup	protein_mansoni	resultado_dme
OG0003765	6183.Smp_167660.1	AAF49732.1
OG0003766	6183.Smp_167690.1	AAF48495.2
OG0003767	6183.Smp_167880.1	AAF45674.1
OG0003768	6183.Smp_167920.1	AAF56858.2
OG0003769	6183.Smp_167950.1	AAF50661.3
OG0003770	6183.Smp_168050.1	AAF51022.2
OG0003771	6183.Smp_168130.1	AAF47787.1
OG0003772	6183.Smp_168160.1	AAF50078.1
OG0003773	6183.Smp_168260.1	NP_573040.1
OG0003774	6183.Smp_168310.1, 6183.Smp_169570.1	
OG0003775	6183.Smp_168330.1	AAF49531.2
OG0003776	6183.Smp_168340.1	AAF45822.1
OG0003777	6183.Smp_168370.1	AAF48943.3
OG0003778	6183.Smp_168490.1, 6183.Smp_174910.1	
OG0003779	6183.Smp_168520.1	AAF51695.2
OG0003780	6183.Smp_168600.1	NP_476748.1
OG0003781	6183.Smp_168610.1	AAF45913.3
OG0003782	6183.Smp_168620.1	AAF46206.1
OG0003783	6183.Smp_168660.1	AAF46286.2
OG0003784	6183.Smp_168670.1	AAF51082.2
OG0003785	6183.Smp_168760.1	AAF53874.1
OG0003786	6183.Smp_168800.2	NP_476940.1
OG0003787	6183.Smp_168810.1	AAF56638.1
OG0003788	6183.Smp_168890.1	NP_609148.1
OG0003789	6183.Smp_168900.1, 6183.Smp_192470.1	
OG0003790	6183.Smp_169030.1	NP_611176.1
OG0003791	6183.Smp_169040.1	AAF49181.1
OG0003792	6183.Smp_169060.1	AAF49331.1
OG0003793	6183.Smp_169130.1	AAF52067.2
OG0003794	6183.Smp_169140.1	NP_572495.1
OG0003795	6183.Smp_169180.1	AAF52899.1
OG0003796	6183.Smp_169280.1	NP_611302.1
OG0003797	6183.Smp_169300.1	AAF54162.1
OG0003798	6183.Smp_169320.1	XP_080644.1
OG0003799	6183.Smp_169330.1	NP_477287.1
OG0003800	6183.Smp_169340.1	AAF49111.2
OG0003801	6183.Smp_169400.1	AAF47760.1
OG0003802	6183.Smp_169520.1	AAF45399.1
OG0003803	6183.Smp_169530.1	NP_609685.1
OG0003804	6183.Smp_169640.1	NP_610783.1
OG0003805	6183.Smp_169690.1	NP_609037.1
OG0003806	6183.Smp_169740.1	AAF54229.2
OG0003807	6183.Smp_169750.1	NP_524453.1
OG0003808	6183.Smp_169770.1	AAF46094.1
OG0003809	6183.Smp_169790.1	O96651.2
OG0003810	6183.Smp_169870.1	Q9VCR7.2
OG0003811	6183.Smp_169880.1, 6183.Smp_169890.1	
OG0003812	6183.Smp_169930.1	AAF54780.1
OG0003813	6183.Smp_169960.1	AAF49810.2
OG0003814	6183.Smp_169990.1	AAF49092.1
OG0003815	6183.Smp_170110.1	AAF57691.2
OG0003816	6183.Smp_170230.1	NP_610003.1
OG0003817	6183.Smp_170250.1	AAF54074.3
OG0003818	6183.Smp_170340.1	AAF52204.1
OG0003819	6183.Smp_170350.1	AAF46469.1
OG0003820	6183.Smp_170400.1	AAF52909.2
OG0003821	6183.Smp_170440.1	AAF49357.1
OG0003822	6183.Smp_170510.1	NP_609389.1
OG0003823	6183.Smp_170570.1	AAF56816.1
OG0003824	6183.Smp_170590.1	AAF54604.1
OG0003825	6183.Smp_170610.1, 6183.Smp_170620.1	
OG0003826	6183.Smp_170630.1, 6183.Smp_212710.1	
OG0003827	6183.Smp_170690.1	AAF50820.2
OG0003828	6183.Smp_170800.2	NP_611087.1
OG0003829	6183.Smp_170910.1	AAF54526.2
OG0003830	6183.Smp_170950.1	AAF54268.1
OG0003831	6183.Smp_170990.1	NP_476820.1
OG0003832	6183.Smp_171020.1	AAF59384.2
OG0003833	6183.Smp_171120.1	AAF55859.1
OG0003834	6183.Smp_171150.1	AAF58030.1
OG0003835	6183.Smp_171160.1	AAF58487.2
OG0003836	6183.Smp_171200.1	AAF56961.3
OG0003837	6183.Smp_171260.1	AAM11153.1
OG0003838	6183.Smp_171270.1	AAF50108.2
OG0003839	6183.Smp_171370.1	NP_477218.1
OG0003840	6183.Smp_171420.1	AAF59339.2
OG0003841	6183.Smp_171570.1	NP_476631.1
OG0003842	6183.Smp_171580.1	P05031.4
OG0003843	6183.Smp_171590.1	AAF52562.2
OG0003844	6183.Smp_171610.1	AAF55450.1
OG0003845	6183.Smp_171630.1	NP_608835.1
OG0003846	6183.Smp_171650.1	NP_611965.2
OG0003847	6183.Smp_171670.1	AAF57446.2
OG0003848	6183.Smp_171710.1	NP_610995.1
OG0003849	6183.Smp_171740.1	AAF53223.4
OG0003850	6183.Smp_171790.1	NP_609821.2
OG0003851	6183.Smp_171820.2	AAF46305.3
OG0003852	6183.Smp_171830.1	NP_611646.1
OG0003853	6183.Smp_171860.1	AAB51251.1
OG0003854	6183.Smp_171870.1	AAF47135.2
OG0003855	6183.Smp_171880.1	AAF50660.1
OG0003856	6183.Smp_171890.1	AAF51158.2
OG0003857	6183.Smp_171900.1	NP_608909.1
OG0003858	6183.Smp_171920.1	AAF57085.1
OG0003859	6183.Smp_172030.1	NP_524220.1
OG0003860	6183.Smp_172050.1	NP_609519.1
OG0003861	6183.Smp_172090.1	AAF54055.2
OG0003862	6183.Smp_172110.1	NP_609792.1
OG0003863	6183.Smp_172120.1	AAF55560.4
OG0003864	6183.Smp_172130.1	NP_523664.1
OG0003865	6183.Smp_172160.1	NP_524240.1
OG0003866	6183.Smp_172190.1	NP_609205.1
OG0003867	6183.Smp_172220.1	AAF55370.1
OG0003868	6183.Smp_172240.1	AAB97094.1
OG0003869	6183.Smp_172280.1	AAF52650.2
OG0003870	6183.Smp_172300.1	AAF49183.2
OG0003871	6183.Smp_172390.1	NP_524389.1
OG0003872	6183.Smp_172400.1	AAF50011.1
OG0003873	6183.Smp_172460.1	AAF46940.2
OG0003874	6183.Smp_172510.1	AAF47301.1
OG0003875	6183.Smp_172530.1	NP_477185.1
OG0003876	6183.Smp_172540.1	AAF51288.2
OG0003877	6183.Smp_172650.1	AAF53814.1
OG0003878	6183.Smp_172660.1	NP_573068.3
OG0003879	6183.Smp_172730.1	AAF59247.2
OG0003880	6183.Smp_172850.1	NP_569870.1
OG0003881	6183.Smp_173020.1	AAD38619.1
OG0003882	6183.Smp_173030.1, 6183.Smp_174530.1	
OG0003883	6183.Smp_173050.2	NP_476684.1
OG0003884	6183.Smp_173080.1	NP_609548.1
OG0003885	6183.Smp_173090.1	Q05201.1
OG0003886	6183.Smp_173180.2	NP_536733.1
OG0003887	6183.Smp_173320.1	AAF59188.2
OG0003888	6183.Smp_173330.1	AAF46816.4
OG0003889	6183.Smp_173390.1	AAF48924.1
OG0003890	6183.Smp_173420.1	AAF52970.1
OG0003891	6183.Smp_173450.1	NP_525053.1
OG0003892	6183.Smp_173550.1	AAF48246.1
OG0003893	6183.Smp_173580.1	AAF48571.2
OG0003894	6183.Smp_173650.1	NP_611553.1
OG0003895	6183.Smp_173700.1	AAF01416.1
OG0003896	6183.Smp_173790.1	NP_610546.1
OG0003897	6183.Smp_173800.1	AAF47828.1
OG0003898	6183.Smp_173810.1	NP_476880.1
OG0003899	6183.Smp_173840.1	AAF56205.1
OG0003900	6183.Smp_173860.1	AAF55042.1
OG0003901	6183.Smp_174010.1	AAF48113.1
OG0003902	6183.Smp_174130.1	AAF50323.1
OG0003903	6183.Smp_174150.1	NP_523715.2
OG0003904	6183.Smp_174210.1	AAF48446.1
OG0003905	6183.Smp_174270.1, 6183.Smp_174290.1	
OG0003906	6183.Smp_174310.1	AAF51018.3
OG0003907	6183.Smp_174370.1	AAF50032.1
OG0003908	6183.Smp_174410.1	AAF51595.2
OG0003909	6183.Smp_174470.1	AAF53255.2
OG0003910	6183.Smp_174580.1	AAF56250.1
OG0003911	6183.Smp_174610.1	NP_523402.4
OG0003912	6183.Smp_174620.1	NP_611541.1
OG0003913	6183.Smp_174640.1	NP_523357.2
OG0003914	6183.Smp_174680.1	AAF55111.1
OG0003915	6183.Smp_174690.1	AAF50267.2
OG0003916	6183.Smp_174980.1	NP_523870.2
OG0003917	6183.Smp_174990.1	AAF48729.1
OG0003918	6183.Smp_175200.1	AAF55495.2
OG0003919	6183.Smp_175210.1	NP_524662.1
OG0003920	6183.Smp_175230.1	P17719.3
OG0003921	6183.Smp_175250.1	AAF08384.1
OG0003922	6183.Smp_175320.1	AAF46062.3
OG0003923	6183.Smp_175340.1	Q9VAC5.2
OG0003924	6183.Smp_175410.1	AAF52446.2
OG0003925	6183.Smp_175420.1	Q9VCA9.1
OG0003926	6183.Smp_175430.1	AAD33592.1
OG0003927	6183.Smp_175460.1	AAF48525.2
OG0003928	6183.Smp_175490.1	NP_610719.1
OG0003929	6183.Smp_175550.1	AAF47567.1
OG0003930	6183.Smp_175610.1	AAF50750.1
OG0003931	6183.Smp_175660.1	NP_612062.1
OG0003932	6183.Smp_175740.2	NP_523975.1
OG0003933	6183.Smp_175760.1	AAF58971.2
OG0003934	6183.Smp_175790.1, 6183.Smp_192080.1	
OG0003935	6183.Smp_175810.1	NP_524318.1
OG0003936	6183.Smp_175840.1	AAF51786.1
OG0003937	6183.Smp_175950.1	AAF45921.1
OG0003938	6183.Smp_176000.1	AAF56330.3
OG0003939	6183.Smp_176040.1	AAF50597.1
OG0003940	6183.Smp_176060.1	AAF48687.2
OG0003941	6183.Smp_176090.1	AAF48359.2
OG0003942	6183.Smp_176200.2	NP_476735.1
OG0003943	6183.Smp_176230.1	NP_477385.1
OG0003944	6183.Smp_176270.1	NP_523582.4
OG0003945	6183.Smp_176290.1	NP_611967.1
OG0003946	6183.Smp_176340.1	AAF46204.1
OG0003947	6183.Smp_176350.1	AAF52137.2
OG0003948	6183.Smp_176370.1	AAF51416.2
OG0003949	6183.Smp_176440.1	AAF56933.1
OG0003950	6183.Smp_176500.1	AAF58607.3
OG0003951	6183.Smp_176510.1	AAF55193.5
OG0003952	6183.Smp_176530.1	AAF53728.1
OG0003953	6183.Smp_176550.1	AAF52124.1
OG0003954	6183.Smp_176580.1	AAF46344.3
OG0003955	6183.Smp_176620.1	Q9VPC0.1
OG0003956	6183.Smp_176630.1	NP_611584.1
OG0003957	6183.Smp_176720.1	AAF47590.1
OG0003958	6183.Smp_176750.1	AAF53727.2
OG0003959	6183.Smp_176840.1	AAF53138.2
OG0003960	6183.Smp_176850.1	AAF52507.1
OG0003961	6183.Smp_176990.1	NP_525047.1
OG0003962	6183.Smp_177040.1	AAF57928.1
OG0003963	6183.Smp_177060.1	AAF56900.1
OG0003964	6183.Smp_177080.1	AAF47719.1
OG0003965	6183.Smp_178100.1	AAF46317.3
OG0003966	6183.Smp_178260.1	AAF55908.2
OG0003967	6183.Smp_178480.1	AAF57740.1
OG0003968	6183.Smp_178490.1	NP_524126.1
OG0003969	6183.Smp_178700.1	AAF51953.1
OG0003970	6183.Smp_178710.1	AAF53820.2
OG0003971	6183.Smp_178750.1	NP_524026.1
OG0003972	6183.Smp_178850.1	AAF57528.2
OG0003973	6183.Smp_178920.1	AAK93197.1
OG0003974	6183.Smp_179010.1	AAF58076.3
OG0003975	6183.Smp_179180.1	AAF45638.2
OG0003976	6183.Smp_179270.3	AAF54704.1
OG0003977	6183.Smp_179380.1	AAF48716.1
OG0003978	6183.Smp_179580.1, 6183.Smp_185180.1	
OG0003979	6183.Smp_179590.1	AAF53675.3
OG0003980	6183.Smp_179630.1, 6183.Smp_193650.1	
OG0003981	6183.Smp_179710.1	AAF46101.1
OG0003982	6183.Smp_179800.1	NP_524681.1
OG0003983	6183.Smp_180000.1	AAF50249.1
OG0003984	6183.Smp_180010.1	AAF54829.1
OG0003985	6183.Smp_180060.1	AAF46199.2
OG0003986	6183.Smp_180170.1	AAF48756.2
OG0003987	6183.Smp_180180.1	AAF56422.1
OG0003988	6183.Smp_180210.1	AAF48690.2
OG0003989	6183.Smp_180370.1	NP_609711.1
OG0003990	6183.Smp_180380.1	NP_477303.1
OG0003991	6183.Smp_180400.1	NP_524941.3
OG0003992	6183.Smp_180420.1	AAF46140.1
OG0003993	6183.Smp_180480.1	AAF59263.2
OG0003994	6183.Smp_180510.1	AAF59198.3
OG0003995	6183.Smp_180520.1	AAF46997.2
OG0003996	6183.Smp_180530.1	NP_524675.1
OG0003997	6183.Smp_180760.1	NP_524449.1
OG0003998	6183.Smp_180900.1	AAF50264.2
OG0003999	6183.Smp_180910.1	AAF54338.2
OG0004000	6183.Smp_180990.1	AAF56739.3
OG0004001	6183.Smp_181000.1	AAF50796.1
OG0004002	6183.Smp_181090.1	NP_608464.1
OG0004003	6183.Smp_181100.1	NP_608772.3
OG0004004	6183.Smp_181120.1	NP_572328.1
OG0004005	6183.Smp_181150.1	AAF51027.1
OG0004006	6183.Smp_181240.1	AAF56239.2
OG0004007	6183.Smp_181250.1	AAF51044.1
OG0004008	6183.Smp_181270.2	AAF55484.6
OG0004009	6183.Smp_181290.1	NP_608887.1
OG0004010	6183.Smp_181360.1	AAF49884.1
OG0004011	6183.Smp_181380.1	AAF54971.1
OG0004012	6183.Smp_181460.1	NP_573338.1
OG0004013	6183.Smp_181480.1	AAF54397.2
OG0004014	6183.Smp_182360.1, 6183.Smp_185900.1	
OG0004015	6183.Smp_182410.1, 6183.Smp_184380.1	
OG0004016	6183.Smp_182930.1, 6183.Smp_183570.1	
OG0004017	6183.Smp_182940.1, 6183.Smp_203030.1	
OG0004018	6183.Smp_183020.1, 6183.Smp_186130.1	
OG0004019	6183.Smp_183710.1	NP_511052.1
OG0004020	6183.Smp_184710.1, 6183.Smp_185170.1	
OG0004021	6183.Smp_185080.1, 6183.Smp_201050.1	
OG0004022	6183.Smp_185130.1, 6183.Smp_190210.1	
OG0004023	6183.Smp_185230.1	AAF43413.1
OG0004024	6183.Smp_185360.1, 6183.Smp_186610.1	
OG0004025	6183.Smp_185430.1, 6183.Smp_205950.1	
OG0004026	6183.Smp_186470.1, 6183.Smp_186490.1	
OG0004027	6183.Smp_186560.1	NP_610818.1
OG0004028	6183.Smp_186640.1	AAF54941.1
OG0004029	6183.Smp_186650.1	NP_477005.1
OG0004030	6183.Smp_186680.1	AAF49953.1
OG0004031	6183.Smp_186740.1	NP_611556.2
OG0004032	6183.Smp_186980.1	NP_523765.1
OG0004033	6183.Smp_189110.1, 6183.Smp_189120.1	
OG0004034	6183.Smp_191310.1	NP_572868.3
OG0004035	6183.Smp_191360.1	NP_609218.1
OG0004036	6183.Smp_191690.1, 6183.Smp_193270.1	
OG0004037	6183.Smp_192000.1	NP_608585.1
OG0004038	6183.Smp_192110.1	P08840
OG0004039	6183.Smp_192180.1	AAF54531.1
OG0004040	6183.Smp_193360.1	AAF59016.2
OG0004041	6183.Smp_193790.1	AAF49406.2
OG0004042	6183.Smp_194010.1	AAF57205.3
OG0004043	6183.Smp_194030.1	AAF56721.1
OG0004044	6183.Smp_194100.1	AAF58767.1
OG0004045	6183.Smp_194160.1	NP_608785.2
OG0004046	6183.Smp_194170.1	AAF50138.2
OG0004047	6183.Smp_194240.1	AAF55487.1
OG0004048	6183.Smp_194310.1	AAF46432.3
OG0004049	6183.Smp_194520.1	NP_511051.1
OG0004050	6183.Smp_194580.1	NP_610165.1
OG0004051	6183.Smp_194590.1	AAF52254.1
OG0004052	6183.Smp_194620.1	AAF56565.1
OG0004053	6183.Smp_194670.1	NP_524813.2
OG0004054	6183.Smp_194700.1	NP_477116.1
OG0004055	6183.Smp_194730.1	Q9VKJ3.1
OG0004056	6183.Smp_194820.1	NP_476661.1
OG0004057	6183.Smp_194840.1	NP_608637.1
OG0004058	6183.Smp_194900.1	AAF50423.3
OG0004059	6183.Smp_194920.1	AAF49618.1
OG0004060	6183.Smp_194930.1	AAF45410.1
OG0004061	6183.Smp_196040.1	CAB72250.1
OG0004062	6183.Smp_196110.1	AAF58074.2
OG0004063	6183.Smp_196120.1	NP_610161.1
OG0004064	6183.Smp_196130.1	AAF49314.2
OG0004065	6183.Smp_196220.1	AAF53834.2
OG0004066	6183.Smp_196250.1	AAF47652.2
OG0004067	6183.Smp_196350.1	AAF58626.2
OG0004068	6183.Smp_196370.1	AAF57772.2
OG0004069	6183.Smp_196410.1	AAF53538.3
OG0004070	6183.Smp_196510.1	NP_524023.1
OG0004071	6183.Smp_196570.1	NP_476739.1
OG0004072	6183.Smp_196600.1	AAF54457.1
OG0004073	6183.Smp_196790.1	AAF54569.1
OG0004074	6183.Smp_196880.1	AAF59133.4
OG0004075	6183.Smp_196910.1	NP_569965.1
OG0004076	6183.Smp_196960.1	AAF54134.2
OG0004077	6183.Smp_197020.1	AAF52045.2
OG0004078	6183.Smp_197180.1	NP_477454.1
OG0004079	6183.Smp_197190.1	NP_609185.1
OG0004080	6183.Smp_197390.1	NP_477187.1
OG0004081	6183.Smp_197450.1	AAF48315.1
OG0004082	6183.Smp_197500.1	AAF49301.2
OG0004083	6183.Smp_197540.1	AAF56340.1
OG0004084	6183.Smp_197640.1	AAF48365.4
OG0004085	6183.Smp_197880.1	AAF46543.2
OG0004086	6183.Smp_198180.1	NP_477475.2
OG0004087	6183.Smp_198190.1	AAF54060.1
OG0004088	6183.Smp_198280.1	AAF47717.1
OG0004089	6183.Smp_198330.1	AAF53721.1
OG0004090	6183.Smp_198380.1	AAF58313.1
OG0004091	6183.Smp_198420.1	P56538
OG0004092	6183.Smp_198430.1	AAF47098.2
OG0004093	6183.Smp_198530.1	AAF51035.2
OG0004094	6183.Smp_198680.1	NP_524796.1
OG0004095	6183.Smp_198690.1	NP_524711.1
OG0004096	6183.Smp_198750.1	AAF54435.1
OG0004097	6183.Smp_198820.1	AAF46581.1
OG0004098	6183.Smp_198850.1	AAF55927.1
OG0004099	6183.Smp_198940.1	NP_608347.1
OG0004100	6183.Smp_198970.1	AAF50194.3
OG0004101	6183.Smp_198990.1	NP_609013.1
OG0004102	6183.Smp_199070.1	NP_523565.2
OG0004103	6183.Smp_199100.1	NP_477178.1
OG0004104	6183.Smp_199160.1	AAF57912.1
OG0004105	6183.Smp_199450.1	NP_524022.1
OG0004106	6183.Smp_199550.1, 6183.Smp_205430.1	
OG0004107	6183.Smp_199640.1	AAF48235.1
OG0004108	6183.Smp_199700.1	AAF52043.1
OG0004109	6183.Smp_199730.1	NP_611855.1
OG0004110	6183.Smp_199940.1	AAF50762.2
OG0004111	6183.Smp_200120.1, 6183.Smp_205330.1	
OG0004112	6183.Smp_200180.1	NP_525075.1
OG0004113	6183.Smp_200410.1	NP_477367.1
OG0004114	6183.Smp_200710.1, 6183.Smp_212350.1	
OG0004115	6183.Smp_200920.1	AAF45418.2
OG0004116	6183.Smp_201520.1, 6183.Smp_201530.1	
OG0004117	6183.Smp_201650.1, 6183.Smp_205220.1	
OG0004118	6183.Smp_201750.1, 6183.Smp_203980.1	
OG0004119	6183.Smp_202500.1	AAF54222.1
OG0004120	6183.Smp_203080.1, 6183.Smp_205170.1	
OG0004121	6183.Smp_203270.1	P10627.2
OG0004122	6183.Smp_203480.1	AAF49615.1
OG0004123	6183.Smp_203530.1	AAF47619.3
OG0004124	6183.Smp_203550.1, 6183.Smp_204370.1	
OG0004125	6183.Smp_203610.1	NP_523925.1
OG0004126	6183.Smp_203970.1	AAF53747.1
OG0004127	6183.Smp_204730.1	AAF52936.2
OG0004128	6183.Smp_204740.1	AAF48979.1
OG0004129	6183.Smp_204770.1	AAF46159.1
OG0004130	6183.Smp_205080.1, 6183.Smp_205090.1	
OG0004131	6183.Smp_205150.1, 6183.Smp_205160.1	
OG0004132	6183.Smp_205650.1, 6183.Smp_205710.1	
OG0004133	6183.Smp_205760.1	NP_523662.1
OG0004134	6183.Smp_206230.1, 6183.Smp_206240.1	
OG0004135	6183.Smp_207000.1	NP_524938.1
OG0004136	6183.Smp_207020.1	AAF49328.2
OG0004137	6183.Smp_207030.1	NP_611029.3
OG0004138	6183.Smp_207070.1	NP_611206.3
OG0004139	6183.Smp_207080.1	Q9XZJ4.2
OG0004140	6183.Smp_208010.1	XP_081633.1
OG0004141	6183.Smp_208020.1	AAF51321.2
OG0004142	6183.Smp_208080.1	AAF56592.1
OG0004143	6183.Smp_210070.1	AAF47145.2
OG0004144	6183.Smp_210090.1	AAF45950.1
OG0004145	6183.Smp_210120.1	NP_476733.1
OG0004146	6183.Smp_210160.1	AAF51989.1
OG0004147	6183.Smp_210190.1	AAF57398.1
OG0004148	6183.Smp_210260.1	NP_476833.1
OG0004149	6183.Smp_210280.1	NP_572288.1
OG0004150	6183.Smp_210290.1	AAF56377.1
OG0004151	6183.Smp_210310.1	NP_511063.1
OG0004152	6183.Smp_210330.1	AAF48931.1
OG0004153	6183.Smp_210340.1	AAF54513.2
OG0004154	6183.Smp_210350.1	AAF47201.1
OG0004155	6183.Smp_210360.1	AAF51758.1
OG0004156	6183.Smp_210370.1	NP_611265.1
OG0004157	6183.Smp_210390.1	NP_608497.1
OG0004158	6183.Smp_210400.1	NP_609388.1
OG0004159	6183.Smp_210410.1	NP_608352.2
OG0004160	6183.Smp_210420.1	AAF55178.1
OG0004161	6183.Smp_210450.1	NP_523811.1
OG0004162	6183.Smp_210460.1	AAF57848.2
OG0004163	6183.Smp_210470.1	AAF50388.1
OG0004164	6183.Smp_210480.1	NP_608376.1
OG0004165	6183.Smp_210520.1	NP_477039.1
OG0004166	6183.Smp_210540.1	AAF52819.2
OG0004167	6183.Smp_210570.1	AAF52210.3
OG0004168	6183.Smp_210590.1	AAF57400.4
OG0004169	6183.Smp_210630.1	NP_524519.1
OG0004170	6183.Smp_210640.1	NP_609330.1
OG0004171	6183.Smp_210650.1	AAF48272.1
OG0004172	6183.Smp_210700.1	AAF50805.1
OG0004173	6183.Smp_210720.1	AAF53896.5
OG0004174	6183.Smp_210740.1	NP_523968.1
OG0004175	6183.Smp_210750.1	AAF56433.1
OG0004176	6183.Smp_210760.1	AAF53146.1
OG0004177	6183.Smp_210770.1	Q9W552.1
OG0004178	6183.Smp_210810.1	AAF59231.1
OG0004179	6183.Smp_210830.1	NP_609807.1
OG0004180	6183.Smp_210860.1	AAF58507.2
OG0004181	6183.Smp_210890.1	XP_079890.1
OG0004182	6183.Smp_210900.1	NP_610031.1
OG0004183	6183.Smp_210930.1	NP_572537.1
OG0004184	6183.Smp_210950.1	AAF58606.2
OG0004185	6183.Smp_210960.1	NP_610024.1
OG0004186	6183.Smp_210970.1	AAF52832.3
OG0004187	6183.Smp_211000.1	NP_608489.2
OG0004188	6183.Smp_211040.1	AAF56928.1
OG0004189	6183.Smp_211060.1	NP_536773.1
OG0004190	6183.Smp_211070.1	NP_610913.1
OG0004191	6183.Smp_211100.1	NP_611873.1
OG0004192	6183.Smp_211110.1	Q9V3D6.1
OG0004193	6183.Smp_211140.1	NP_523379.2
OG0004194	6183.Smp_211170.1	NP_524320.1
OG0004195	6183.Smp_211200.1	AAF55642.1
OG0004196	6183.Smp_211260.1	AAF55062.1
OG0004197	6183.Smp_211270.1	O46036.3
OG0004198	6183.Smp_211300.1	AAF56975.2
OG0004199	6183.Smp_211330.1	P23128.3
OG0004200	6183.Smp_211340.1	AAF49415.1
OG0004201	6183.Smp_212000.1	AAF55784.1
OG0004202	6183.Smp_212060.1	NP_511167.1
OG0004203	6183.Smp_212080.1	AAF52603.4
OG0004204	6183.Smp_212140.1	AAF55525.1
OG0004205	6183.Smp_212190.1	NP_609118.1
OG0004206	6183.Smp_212220.1	NP_476610.2
OG0004207	6183.Smp_212230.1	NP_610379.2
OG0004208	6183.Smp_212260.1	NP_524354.1
OG0004209	6183.Smp_212280.1	NP_524541.3
OG0004210	6183.Smp_212360.1	AAF51119.5
OG0004211	6183.Smp_212400.1	AAF48541.3
OG0004212	6183.Smp_212490.1	NP_610414.1
OG0004213	6183.Smp_212500.1	AAF47228.1
OG0004214	6183.Smp_212540.1	AAF51644.1
OG0004215	6183.Smp_212560.1	NP_608823.2
OG0004216	6183.Smp_212570.1	AAF47364.2
OG0004217	6183.Smp_212580.2	AAF48392.2
OG0004218	6183.Smp_212730.1	NP_476849.1
OG0004219	6183.Smp_900000.1	NP_008278.1
OG0004220	6183.Smp_900010.1	NP_008279.1
OG0004221	6183.Smp_900050.1	NP_008284.1
OG0004222	6183.Smp_900070.1	NP_008288.1
OG0004223	6183.Smp_900090.1	NP_008285.1
OG0004224	6183.Smp_900110.1	NP_008289.1
OG0004225		AAF51062.2, NP_610336.1
OG0004226		AAF56509.1, AAF56510.2
OG0004227		AAF51201.2, AAF58016.2
OG0004228		NP_536731.1, NP_609248.1
OG0004229		AAF49018.2, AAF59365.1
OG0004230		AAF45634.2, T13599
OG0004231		BAA33787.1, NP_477188.1
OG0004232		AAF56013.2, AAF56014.1
OG0004233		AAF47477.3, NP_523538.1
OG0004234		AAF45874.2, AAF50804.1
OG0004235		AAF48082.2, AAF51366.1
OG0004236		AAF57385.1, AAF57386.1
OG0004237		AAF54367.3, P18106.3
OG0004238		AAF56414.2, AAF56415.1
OG0004239		AAF53088.3, AAF53089.2
OG0004240		AAF54316.1, AAF54318.2
OG0004241		AAF49566.1, AAF53323.1
OG0004242		AAF47557.1, AAF51258.2
OG0004243		AAF57506.1, NP_524888.1
OG0004244		AAF50051.1, AAF50052.1
OG0004245		AAF54529.1, NP_477371.1
OG0004246		AAD55737.1, AAF47208.2
OG0004247		AAF55172.2, NP_524363.3
OG0004248		AAF50639.2, NP_524271.2
OG0004249		AAF55571.1, NP_608999.2
OG0004250		AAF46351.2, AAF58707.3
OG0004251		AAF49906.1, AAF49907.2
OG0004252		AAF58087.3, AAF58089.2
OG0004253		AAF57076.1, NP_524595.2
OG0004254		AAF45654.3, NP_611247.3
OG0004255		AAF46595.1, AAF46596.2
OG0004256		AAF51605.2, NP_611661.1
OG0004257		AAF52931.2, AAF55580.1
OG0004258		AAF54196.2, AAF54197.1
OG0004259		AAF59149.2, AAF59150.1
OG0004260		AAF53759.2, NP_476592.1
OG0004261		AAF47776.1, AAF49999.2
OG0004262		AAF57329.3, AAF57330.1
OG0004263		AAF57897.1, AAF57898.3
OG0004264		AAF54914.1, NP_523840.1
OG0004265		NP_609373.1, NP_609721.1
OG0004266		CAB60031.1, NP_609270.1
OG0004267		AAF56719.1, NP_609380.1
OG0004268		AAF47931.1, AAF47932.1
OG0004269		AAF45998.1, AAF48072.3
OG0004270		AAF46129.2, AAF46130.1
OG0004271		NP_523825.2, NP_523826.2
OG0004272		Q9VHD2.1, Q9VHD3.1
OG0004273		AAF48301.1, NP_572887.1
OG0004274		AAF46207.2, AAF46209.1
OG0004275		AAF48124.1, AAF48986.2
OG0004276		AAF47076.1, NP_523832.2
OG0004277		AAF46511.3, AAF46512.3
OG0004278		AAF55089.3, AAF55090.2
OG0004279		AAF48105.2, AAF51661.2
OG0004280		AAF58237.1, NP_476616.1
OG0004281		AAF55163.3, NP_524361.4
OG0004282		AAF53580.3, AAF53581.1
OG0004283		AAF58596.1, NP_612571.1
OG0004284		NP_476734.1, NP_476875.1
OG0004285		AAF46470.2, AAF50976.2
OG0004286		AAF50306.2, AAF50652.2
OG0004287		AAF46066.2, AAF56462.1
OG0004288		AAF45342.1, AAF46476.2
OG0004289		AAF58063.2, AAF58064.2
OG0004290		AAF55536.4, AAF55537.4
OG0004291		AAF46495.1, NP_536776.2
OG0004292		AAF52532.1, AAF59230.2
OG0004293		AAF56496.2, AAF56497.2
OG0004294		AAF51268.1, AAF51333.1
OG0004295		AAF47299.2, AAF53361.2
OG0004296		AAF44853.1, AAF53369.3
OG0004297		NP_569982.1, Q9V778.1
OG0004298		NP_524698.1, NP_609696.1
OG0004299		NP_609771.2, NP_612051.1
OG0004300		AAF49646.2, AAF49647.2
OG0004301		AAF56667.1, NP_524074.1
OG0004302		AAF50308.1, AAF54805.1
OG0004303		AAF56540.1, AAF56541.3
OG0004304		AAF45714.2, AAF53755.1
OG0004305		AAF57985.2, NP_609070.1
OG0004306		AAF54246.1, AAF54247.2
